Top Ranking															
	Market ALL (SET+mai)														
1074	WAVE	2	2	2	2	-	"1,400.00"	"2,800.00"	"1,400.00"	"2,800.00"	N/A	"935,900,000.00"	N/A	1.1	N/A
1075	ESTAR	0.53	0.54	0.52	0.53	-	"917,200.00"	"486,167.00"	"917,229.00"	"486,182.37"	0.02	"2,661,790,478.05"	29.47	0.58	10.38
1076	SAMART	6.4	6.4	6.3	6.4	-	"850,100.00"	"5,414,050.00"	"850,100.00"	"5,414,050.00"	0.08	"6,441,625,024.00"	N/A	1.48	1.56
1077	SPALI	18.8	19.1	18.7	18.8	-	"4,375,500.00"	"82,488,410.00"	"4,375,508.00"	"82,488,561.00"	0.2	"40,289,891,404.00"	8	1.28	N/A
1078	SVOA	1.21	1.24	1.21	1.21	-	"259,900.00"	"319,298.00"	"259,913.00"	"319,314.12"	0.04	"855,470,000.00"	6.44	0.53	3.8
1079	PTTEP-F	121.5	124	121.5	121.5	-	"131,500.00"	"16,048,600.00"	"131,500.00"	"16,048,600.00"	0.4	"482,353,226,100.00"	13.1	1.26	3.5
1080	PTTEP	121.5	125	121.5	121.5	-	"15,584,900.00"	"1,916,787,400.00"	"15,695,085.00"	"1,930,935,817.00"	0.4	"482,353,226,100.00"	13.1	1.26	3.5
1081	SAMCO	1.71	1.81	1.7	1.71	-	"549,100.00"	"960,834.00"	"549,100.00"	"960,834.00"	0.09	"1,097,478,762.66"	9.59	0.47	2.92
1082	PF	0.71	0.72	0.7	0.71	-	"4,882,000.00"	"3,456,531.00"	"4,882,001.00"	"3,456,531.76"	0.06	"6,154,156,766.72"	9.31	0.48	7.04
1083	ACC	0.5	0.5	0.48	0.5	-	"411,300.00"	"202,016.00"	"411,300.00"	"202,016.00"	0.03	"671,527,278.50"	9.52	0.74	N/A
1084	U	2.52	2.54	2.5	2.52	-	"2,362,500.00"	"5,939,220.00"	"2,362,646.00"	"5,939,584.30"	0.04	"14,146,566,739.20"	N/A	0.81	N/A
1085	NUSA	0.46	0.47	0.45	0.46	-	"5,152,000.00"	"2,369,741.00"	"5,152,017.00"	"2,369,748.98"	0.07	"3,514,896,230.06"	N/A	0.5	N/A
1086	SIAM	2.1	2.12	2.06	2.1	-	"120,700.00"	"251,256.00"	"120,700.00"	"251,256.00"	0.02	"1,245,564,282.90"	24.78	0.54	0.48
1087	CPH	6.45	6.45	6.45	6.45	-	"1,700.00"	"10,965.00"	"1,702.00"	"10,977.90"	N/A	"258,000,000.00"	N/A	0.32	N/A
1088	BLAND	1.55	1.57	1.55	1.55	-	"8,945,000.00"	"13,914,455.00"	"41,945,000.00"	"65,394,455.00"	0.23	"28,824,683,118.70"	26.9	0.6	6.02
1089	SMPC	12	12.2	11.9	12	-	"151,700.00"	"1,815,980.00"	"151,700.00"	"1,815,980.00"	0.03	"6,426,075,996.00"	10.65	3.88	4.97
1090	TCCC	28.5	28.5	28.25	28.5	-	"6,000.00"	"169,800.00"	"6,000.00"	"169,800.00"	N/A	"16,664,350,938.00"	11.98	1.71	7.02
1091	RAM	"2,700.00"	"2,798.00"	"2,700.00"	"2,700.00"	-	150	"409,900.00"	150	"409,900.00"	N/A	"32,400,000,000.00"	20.66	2.64	0.59
1092	QH	2.68	2.72	2.64	2.68	-	"58,590,000.00"	"157,251,980.00"	"60,338,352.00"	"161,937,569.54"	0.56	"28,714,542,808.60"	7.32	1.12	7.46
1093	PRAKIT	11.2	11.2	11.2	11.2	-	"6,600.00"	"73,920.00"	"6,604.00"	"73,964.80"	0.01	"677,042,934.40"	12.27	0.74	7.14
1094	TH	0.71	0.73	0.71	0.71	-	"29,700.00"	"21,218.00"	"29,700.00"	"21,218.00"	N/A	"685,174,435.36"	20.24	0.6	N/A
1095	JCK	1.51	1.53	1.49	1.51	-	"254,000.00"	"383,686.00"	"40,004,000.00"	"61,996,186.00"	1.86	"3,242,021,552.91"	N/A	1.37	N/A
1096	BIG	1.23	1.26	1.23	1.23	-	"2,607,700.00"	"3,243,475.00"	"2,607,850.00"	"3,243,662.50"	0.07	"4,340,520,924.00"	6.5	2.46	10.57
1097	TCC	0.39	0.41	0.39	0.39	-	"5,162,400.00"	"2,039,584.00"	"5,162,401.00"	"2,039,584.45"	0.4	"498,972,378.45"	N/A	0.62	N/A
1098	BTS	9.5	9.6	9.5	9.5	-	"15,086,200.00"	"143,642,340.00"	"15,086,517.00"	"143,645,373.00"	0.13	"112,529,833,789.00"	25.49	2.85	3.68
1099	AJ	8.25	8.25	8.05	8.25	-	"85,500.00"	"699,900.00"	"85,500.00"	"699,900.00"	0.02	"3,295,373,622.75"	27.35	0.97	8
1100	APEX <C >	0.2	0.2	0.19	0.2	-	"510,200.00"	"102,039.00"	"510,201.00"	"102,039.21"	0.01	"799,960,000.00"	N/A	1.12	N/A
1101	SHANG	76	76	75	76	-	"5,400.00"	"406,400.00"	"5,407.00"	"406,926.75"	N/A	"9,880,000,000.00"	12.69	1.16	2.96
1102	BCT	44.5	45	44.25	44.5	-	"7,400.00"	"329,400.00"	"7,400.00"	"329,400.00"	N/A	"13,350,000,000.00"	5.43	0.77	2.25
1103	WIN	0.55	0.55	0.53	0.55	-	"310,000.00"	"166,830.00"	"310,000.00"	"166,830.00"	0.06	"308,629,211.00"	45.53	0.99	N/A
1104	TC	3.18	3.18	3.14	3.18	-	"11,100.00"	"34,884.00"	"11,100.00"	"34,884.00"	N/A	"1,049,400,000.00"	12.35	0.62	1.57
1105	MATI	5	5	5	5	-	"34,500.00"	"172,500.00"	"34,500.00"	"172,500.00"	0.02	"926,746,000.00"	9.53	0.64	3
1106	TMD	21.3	21.3	21	21.3	-	900	"18,940.00"	900	"18,940.00"	N/A	"3,195,000,000.00"	9.87	1.26	5.63
1107	TWP	3.9	3.9	3.82	3.9	-	"17,300.00"	"66,984.00"	"17,300.00"	"66,984.00"	0.01	"1,053,000,000.00"	15.26	0.65	3.64
1108	ASIA	6.65	6.65	6.6	6.65	-	"8,000.00"	"53,165.00"	"8,000.00"	"53,165.00"	N/A	"2,128,000,000.00"	14.67	0.39	2.78
1109	KTB-F	19.9	19.9	19.9	19.9	-	500	"9,950.00"	500	"9,950.00"	0.14	"279,521,225,000.00"	10.3	0.94	3.05
1110	KTB	20	20.1	19.9	20	-	"16,955,000.00"	"338,836,790.00"	"19,955,461.00"	"398,815,002.70"	0.14	"279,521,225,000.00"	10.3	0.94	3.05
1111	SNP	19.2	19.2	19.1	19.2	-	"4,200.00"	"80,340.00"	"4,205.00"	"80,435.00"	N/A	"9,415,840,608.00"	20.24	3.91	4.53
1112	LTX	97.25	98	96	97.25	-	"11,100.00"	"1,072,475.00"	"11,100.00"	"1,072,475.00"	0.02	"5,041,440,000.00"	9.35	0.84	2.83
1113	RCL	4.82	4.9	4.82	4.82	-	"108,800.00"	"526,664.00"	"108,800.00"	"526,664.00"	0.01	"3,994,575,000.00"	65	0.47	2.07
1114	NPK	26	26	26	26	-	"3,700.00"	"96,200.00"	"3,701.00"	"96,227.50"	0.04	"260,000,000.00"	6.99	0.63	0.96
1115	MINT	34.75	35.25	34.5	34.75	-	"6,209,900.00"	"216,447,800.00"	"6,304,101.00"	"219,721,364.00"	0.14	"160,507,271,612.25"	28.89	2.63	1.15
1116	AYUD	40.5	40.75	40.25	40.5	-	"4,000.00"	"162,700.00"	"4,000.00"	"162,700.00"	N/A	"12,004,885,462.50"	21.43	1.33	1.56
1117	NEP <C >	0.31	0.31	0.31	0.31	-	"120,100.00"	"37,231.00"	"120,100.00"	"37,231.00"	0.01	"720,866,741.97"	N/A	0.89	N/A
1118	TR	43	43	43	43	-	"4,200.00"	"180,600.00"	"4,200.00"	"180,600.00"	N/A	"8,668,800,000.00"	4.71	0.36	2.67
1119	TTTM	190	190	190	190	-	100	"19,000.00"	100	"19,000.00"	N/A	"1,140,000,000.00"	19.79	0.75	1.05
1120	UT	14	14	14	14	-	100	"1,400.00"	100	"1,400.00"	N/A	"630,000,000.00"	17.58	0.88	N/A
1121	DIGI <C >	0.2	0.21	0.2	0.2	-	"368,600.00"	"74,375.00"	"368,611.00"	"74,377.31"	0.02	"316,080,000.00"	N/A	1.43	N/A
1122	TCMC	1.58	1.6	1.57	1.58	-	"2,476,400.00"	"3,916,303.00"	"2,476,400.00"	"3,916,303.00"	0.32	"1,205,838,580.50"	8.18	0.42	2.53
1123	UP	24.5	24.5	24.5	24.5	-	"1,200.00"	"29,400.00"	"1,200.00"	"29,400.00"	N/A	"612,500,000.00"	N/A	1.18	4.94
1124	KBANK-F	186	188	185.5	186	-	"2,062,300.00"	"385,202,750.00"	"2,184,504.00"	"408,085,446.00"	0.39	"445,146,395,898.00"	11.99	1.2	2.15
1125	SSC	34.5	34.5	34.5	34.5	-	300	"10,350.00"	300	"10,350.00"	N/A	"9,173,566,698.00"	N/A	1.07	N/A
1126	SUC	45.75	45.75	45.75	45.75	-	"19,600.00"	"896,700.00"	"19,600.00"	"896,700.00"	0.01	"13,725,000,000.00"	11.09	0.67	4.37
1127	BJC	48.25	49.5	48	48.25	-	"10,835,300.00"	"526,783,100.00"	"11,135,177.00"	"541,546,559.50"	0.28	"193,130,019,226.75"	30.24	1.77	1.18
1128	BMSCITH	12.11	12.23	12.07	12.08	-0.25	"377,800.00"	"4,594,371.00"	"377,800.00"	"4,594,371.00"	0.19	"2,416,000,000.00"	-	0.9	4.97
1129	KBANK	186.5	188	186	186	-0.27	"6,533,600.00"	"1,221,293,700.00"	"7,075,718.00"	"1,323,091,944.00"	0.39	"445,146,395,898.00"	11.99	1.2	2.15
1130	BSET100	10.18	10.27	10.15	10.15	-0.29	"280,500.00"	"2,867,490.00"	"280,500.00"	"2,867,490.00"	0.14	"2,030,000,000.00"	-	0.92	1.48
1131	TFMAMA	160.5	160	160	160	-0.31	"3,800.00"	"608,000.00"	"3,800.00"	"608,000.00"	N/A	"52,752,642,240.00"	16.73	2.51	1.02
1132	BKI	330	330	329	329	-0.3	"2,600.00"	"857,200.00"	"2,651.00"	"874,484.00"	N/A	"35,028,630,000.00"	14.01	0.98	4.26
1133	DELTA	68.75	69	68.5	68.5	-0.36	"958,600.00"	"65,808,325.00"	"958,710.00"	"65,815,886.50"	0.08	"85,445,640,559.00"	15.65	2.58	3.21
1134	KKP	68	68.5	67.5	67.75	-0.37	"2,725,300.00"	"185,225,050.00"	"2,725,451.00"	"185,235,325.50"	0.32	"57,367,387,634.75"	9.69	1.39	7.38
1135	ROBINS	65.75	66.25	65	65.5	-0.38	"1,607,300.00"	"105,629,875.00"	"1,607,364.00"	"105,634,089.00"	0.14	"72,748,304,211.50"	24.74	4.23	1.91
1136	SYMC	4.9	4.9	4.88	4.88	-0.41	300	"1,466.00"	300	"1,466.00"	N/A	"2,116,235,848.56"	N/A	0.92	N/A
1137	ASEFA	4.76	4.76	4.72	4.74	-0.42	"70,500.00"	"334,470.00"	"70,500.00"	"334,470.00"	0.01	"2,607,000,000.00"	10.34	1.72	6.75
1138	LALIN	4.8	4.8	4.76	4.78	-0.42	"82,500.00"	"394,046.00"	"82,542.00"	"394,247.60"	0.01	"4,421,497,327.98"	5.76	0.76	6.28
1139	TTLPF	22.4	22.3	22.3	22.3	-0.45	100	"2,230.00"	100	"2,230.00"	N/A	"4,014,000,000.00"	-	1.91	7.28
1140	FUTUREPF	22.8	22.7	22.7	22.7	-0.44	100	"2,270.00"	101	"2,293.00"	N/A	"12,021,150,470.00"	-	1.76	6.18
1141	TIP	22.7	22.7	22.6	22.6	-0.44	"102,100.00"	"2,309,420.00"	"102,155.00"	"2,310,667.00"	0.02	"13,560,000,000.00"	9.17	1.75	6.08
1142	KGI	4.4	4.42	4.36	4.38	-0.45	"1,049,300.00"	"4,608,350.00"	"1,049,362.00"	"4,608,623.30"	0.05	"8,723,922,509.40"	7.9	1.52	7.31
1143	STPI	4.24	4.28	4.2	4.22	-0.47	"551,900.00"	"2,337,332.00"	"551,993.00"	"2,337,640.74"	0.03	"6,858,265,837.16"	N/A	0.97	N/A
1144	BRRGIF	10	9.95	9.9	9.95	-0.5	"34,000.00"	"336,850.00"	"34,000.00"	"336,850.00"	0.01	"3,482,500,000.00"	-	0.95	2.91
1145	BEM	9.85	10	9.75	9.8	-0.51	"50,831,700.00"	"501,385,175.00"	"50,832,420.00"	"501,392,281.20"	0.33	"149,793,000,000.00"	26.79	4.22	1.33
1146	WHABT	10	9.95	9.95	9.95	-0.5	100	995	100	995	N/A	"2,009,900,000.00"	-	0.97	5.46
1147	BR	3.98	4	3.96	3.96	-0.5	"253,200.00"	"1,007,388.00"	"253,220.00"	"1,007,468.00"	0.03	"3,617,248,369.68"	11.95	0.79	10.1
1148	SCN	3.98	4	3.94	3.96	-0.5	"85,700.00"	"340,704.00"	"85,701.00"	"340,708.00"	0.01	"4,752,000,000.00"	26.42	1.85	2.53
1149	AAV	4.02	4.06	3.98	4	-0.5	"10,166,800.00"	"40,822,614.00"	"10,166,890.00"	"40,822,974.96"	0.21	"19,400,000,000.00"	23.79	0.94	3.75
1150	IMPACT	19.6	19.8	19.5	19.5	-0.51	"535,600.00"	"10,496,460.00"	"535,600.00"	"10,496,460.00"	0.04	"28,908,750,000.00"	-	1.78	4
1151	MTI	98.25	98.75	97.75	97.75	-0.51	"7,500.00"	"739,950.00"	"7,500.00"	"739,950.00"	0.01	"5,767,250,000.00"	13.07	1.07	4.4
1152	TPIPL	1.97	1.99	1.96	1.96	-0.51	"11,413,500.00"	"22,558,795.00"	"11,413,571.00"	"22,558,936.98"	0.06	"39,572,400,000.00"	N/A	0.84	1.07
1153	DTC	9.95	9.95	9.75	9.9	-0.5	"79,800.00"	"786,050.00"	"79,838.00"	"786,428.10"	0.01	"8,415,000,000.00"	18.27	1.7	1.6
1154	DDD	19	19.3	18.7	18.9	-0.53	"1,993,400.00"	"37,783,040.00"	"1,993,401.00"	"37,783,059.00"	0.63	"6,008,077,530.00"	22.09	1.21	1.1
1155	GAHREIT	9.55	9.5	9.5	9.5	-0.52	"50,000.00"	"475,000.00"	"50,000.00"	"475,000.00"	0.03	"1,667,250,000.00"	-	0.92	1.44
1156	WICE	3.78	3.84	3.76	3.76	-0.53	"2,165,800.00"	"8,255,756.00"	"2,165,800.00"	"8,255,756.00"	0.33	"2,451,142,120.00"	26.95	3.03	3.19
1157	PTG	9.45	9.6	9.35	9.4	-0.53	"6,737,800.00"	"63,814,565.00"	"6,737,800.00"	"63,814,565.00"	0.4	"15,698,000,000.00"	22.85	2.98	1.81
1158	AKP	1.91	1.94	1.9	1.9	-0.52	"196,500.00"	"374,772.00"	"196,501.00"	"374,774.02"	0.05	"767,600,000.00"	14.93	1.51	3.68
1159	TGOLDETF	3.83	3.82	3.81	3.81	-0.52	"34,000.00"	"129,854.00"	"34,000.00"	"129,854.00"	N/A	"3,705,432,686.91"	-	0.98	N/A
1160	PTT-F	48.25	49	48	48	-0.52	"253,400.00"	"12,264,500.00"	"253,400.00"	"12,264,500.00"	0.22	"1,378,164,569,062.50"	10.17	1.61	4.15
1161	TEAMG	1.87	1.89	1.85	1.86	-0.53	"1,556,100.00"	"2,904,396.00"	"1,556,101.00"	"2,904,397.88"	0.23	"1,264,800,000.00"	10.63	1.42	N/A
1162	CHAYO	3.7	3.76	3.68	3.68	-0.54	"1,040,900.00"	"3,867,190.00"	"1,040,903.00"	"3,867,201.10"	0.19	"2,060,800,000.00"	26.64	2.83	1.36
1163	GIFT	3.72	3.74	3.68	3.7	-0.54	"240,100.00"	"887,910.00"	"240,138.00"	"888,043.14"	0.06	"1,527,403,375.10"	14.96	1.87	5.73
1164	FSS	1.84	1.84	1.83	1.83	-0.54	"55,700.00"	"102,033.00"	"55,813.00"	"102,237.66"	0.01	"1,063,967,535.75"	15.83	0.42	3.28
1165	MODERN	3.74	3.74	3.72	3.72	-0.53	"418,200.00"	"1,555,732.00"	"418,200.00"	"1,555,732.00"	0.06	"2,790,000,000.00"	14.45	1.17	8.06
1166	MM	3.58	3.6	3.5	3.56	-0.56	"138,700.00"	"489,882.00"	"138,700.00"	"489,882.00"	0.01	"3,755,457,350.00"	N/A	1.34	1.26
1167	ASN	3.56	3.54	3.5	3.54	-0.56	"18,700.00"	"66,182.00"	"18,700.00"	"66,182.00"	0.01	"460,200,000.00"	25.05	1.88	2.93
1168	EA	45.25	46.25	44.5	45	-0.55	"13,106,600.00"	"594,168,600.00"	"13,107,170.00"	"594,194,386.25"	0.35	"167,850,000,000.00"	32.9	9.54	0.44
1169	TRT	1.8	1.82	1.79	1.79	-0.56	"1,900.00"	"3,440.00"	"1,900.00"	"3,440.00"	N/A	"551,334,806.88"	10.43	0.54	N/A
1170	TK	8.95	9.2	8.9	8.9	-0.56	"102,900.00"	"934,535.00"	"102,900.00"	"934,535.00"	0.02	"4,450,000,000.00"	10.76	0.92	5.84
1171	FNS	3.6	3.62	3.58	3.58	-0.56	"129,800.00"	"467,820.00"	"129,800.00"	"467,820.00"	0.04	"1,238,162,475.20"	22.41	0.55	2.99
1172	AFC	9.1	9.05	9.05	9.05	-0.55	"1,000.00"	"9,050.00"	"1,025.00"	"9,273.00"	N/A	"412,447,107.30"	67.22	0.34	N/A
1173	GLD	1.74	1.75	1.73	1.73	-0.57	"396,100.00"	"690,864.00"	"396,100.00"	"690,864.00"	0.03	"2,277,814,350.62"	-	-	N/A
1174	PAP	3.46	3.48	3.44	3.44	-0.58	"25,700.00"	"88,838.00"	"25,700.00"	"88,838.00"	N/A	"2,270,400,000.00"	13.08	0.93	11.34
1175	PSH	16.8	17.2	16.7	16.7	-0.6	"2,577,400.00"	"43,538,760.00"	"2,577,429.00"	"43,539,254.40"	0.12	"36,548,032,197.40"	6.35	0.93	12.51
1176	AMANAH	1.69	1.76	1.67	1.68	-0.59	"22,268,600.00"	"38,314,219.00"	"22,268,787.00"	"38,314,541.95"	2.32	"1,615,405,913.52"	10.35	1.49	0.05
1177	MFC	16.9	17	16.8	16.8	-0.59	"22,600.00"	"380,600.00"	"22,600.00"	"380,600.00"	0.02	"2,110,343,894.40"	11.23	1.81	8.33
1178	BCPG	16.1	16.4	15.9	16	-0.62	"6,012,100.00"	"96,849,890.00"	"6,012,218.00"	"96,851,799.60"	0.3	"31,949,239,360.00"	12.8	2.11	3.8
1179	LHHOTEL	16.2	16.1	16.1	16.1	-0.62	"4,000.00"	"64,400.00"	"4,000.00"	"64,400.00"	N/A	"8,660,510,390.00"	-	1.28	5.42
1180	LHPF	8.2	8.2	8.15	8.15	-0.61	"23,800.00"	"194,010.00"	"23,800.00"	"194,010.00"	0.01	"2,689,500,000.00"	-	0.76	6.44
1181	TWPC	8.05	8.1	7.95	8	-0.62	"66,100.00"	"527,810.00"	"66,197.00"	"528,584.35"	0.01	"7,043,367,440.00"	27.56	1.36	4
1182	BANPU	16.3	16.6	16.1	16.2	-0.61	"23,222,800.00"	"379,131,960.00"	"23,223,320.00"	"379,140,446.20"	0.45	"83,623,193,343.00"	11.32	1.01	4.01
1183	CENTEL	39.75	40.25	39.5	39.5	-0.63	"1,916,400.00"	"76,431,775.00"	"1,916,459.00"	"76,434,135.00"	0.14	"53,325,000,000.00"	24.94	4.29	1.52
1184	CTW	8.05	8.15	8	8	-0.62	"42,400.00"	"342,970.00"	"42,400.00"	"342,970.00"	0.01	"3,183,250,272.00"	11.09	0.73	4.38
1185	BKD	3.08	3.16	3.06	3.06	-0.65	"547,600.00"	"1,702,128.00"	"547,600.00"	"1,702,128.00"	0.05	"3,293,204,032.08"	22.2	2.07	8.09
1186	CPNCG	15.6	15.6	15.5	15.5	-0.64	"22,000.00"	"341,660.00"	"22,000.00"	"341,660.00"	0.01	"6,612,904,500.00"	-	1.4	6.27
1187	SMK	39	38.75	38.75	38.75	-0.64	"1,300.00"	"50,375.00"	"1,300.00"	"50,375.00"	N/A	"7,750,000,000.00"	9.56	1.27	5.24
1188	ALT	2.98	3	2.9	2.96	-0.67	"133,700.00"	"392,902.00"	"133,700.00"	"392,902.00"	0.01	"3,007,372,432.00"	N/A	1.87	1.34
1189	ATP30	1.51	1.52	1.5	1.5	-0.66	"162,600.00"	"244,559.00"	"162,600.00"	"244,559.00"	0.03	"785,195,671.50"	19.13	2.59	1.99
1190	TFG	3.06	3.1	3.04	3.04	-0.65	"405,200.00"	"1,243,722.00"	"405,200.00"	"1,243,722.00"	0.01	"15,544,449,328.00"	21.74	1.95	3.29
1191	TPLAS	1.49	1.51	1.48	1.48	-0.67	"258,600.00"	"385,025.00"	"258,600.00"	"385,025.00"	0.1	"399,600,000.00"	16.74	1.38	N/A
1192	DIF-F	15.1	15	15	15	-0.66	"2,000.00"	"30,000.00"	"2,000.00"	"30,000.00"	0.06	"140,713,968,588.40"	-	0.96	4.02
1193	BAY	37.75	38	37.5	37.5	-0.66	"163,600.00"	"6,168,275.00"	"163,612.00"	"6,168,731.00"	N/A	"275,841,066,487.50"	11.31	1.16	2.27
1194	TASCO	14.8	14.9	14.6	14.7	-0.68	"2,927,100.00"	"43,177,140.00"	"2,927,150.00"	"43,177,876.50"	0.19	"23,135,177,079.00"	23.46	1.99	8.11
1195	SUN	2.86	2.92	2.84	2.84	-0.7	"243,700.00"	"695,972.00"	"243,700.00"	"695,972.00"	0.06	"1,221,200,000.00"	19.94	1.32	5.28
1196	LIT-W1	1.44	1.5	1.41	1.43	-0.69	"204,600.00"	"299,925.00"	"204,600.00"	"299,925.00"	0.13	"226,742,590.36"	-	-	-
1197	PTTGC	71.75	72.75	71	71.25	-0.7	"21,564,900.00"	"1,545,008,200.00"	"21,667,510.00"	"1,552,761,921.75"	0.48	"321,255,499,586.25"	7.05	1.1	5.94
1198	STA	14.2	14.5	14.1	14.1	-0.7	"7,741,300.00"	"110,300,580.00"	"7,741,325.00"	"110,300,936.40"	0.5	"21,657,599,971.80"	9.05	0.88	N/A
1199	SYNTEC	2.8	2.84	2.76	2.78	-0.71	"1,867,000.00"	"5,202,430.00"	"1,867,070.00"	"5,202,626.62"	0.12	"4,448,000,000.00"	5.95	0.83	6.12
1200	LHFG	1.38	1.38	1.37	1.37	-0.72	"353,600.00"	"485,082.00"	"353,650.00"	"485,151.02"	N/A	"29,021,615,013.78"	9.4	0.72	3.51
1201	SSSC	2.74	2.76	2.72	2.72	-0.73	"40,000.00"	"109,924.00"	"40,000.00"	"109,924.00"	0.01	"1,740,794,233.60"	9.26	0.61	6.07
1202	TOA	33.5	34	33.25	33.25	-0.75	"806,700.00"	"27,024,000.00"	"806,752.00"	"27,025,755.00"	0.04	"67,464,250,000.00"	36.39	7.47	0.42
1203	CHO	1.35	1.36	1.34	1.34	-0.74	"358,300.00"	"483,391.00"	"358,351.00"	"483,447.85"	0.03	"1,753,907,932.78"	16.71	2.29	N/A
1204	QHPF	13.3	13.3	13.2	13.2	-0.75	"259,300.00"	"3,425,300.00"	"259,300.00"	"3,425,300.00"	0.03	"10,520,400,000.00"	-	1.14	6.46
1205	A	6.65	6.6	6.6	6.6	-0.75	"15,000.00"	"99,000.00"	"15,000.00"	"99,000.00"	N/A	"6,468,000,000.00"	68.66	1.91	0.61
1206	SC	2.68	2.7	2.66	2.66	-0.75	"3,193,300.00"	"8,576,352.00"	"3,193,305.00"	"8,576,365.72"	0.08	"11,117,801,201.92"	6.73	0.72	4.51
1207	CWT	2.7	2.72	2.68	2.68	-0.74	"67,600.00"	"182,076.00"	"67,600.00"	"182,076.00"	0.01	"1,659,048,540.84"	51.09	1.22	1.23
1208	DOD	13.2	13.2	13	13.1	-0.76	"778,400.00"	"10,207,690.00"	"778,400.00"	"10,207,690.00"	0.19	"5,371,000,000.00"	16.62	3.97	N/A
1209	THG	33	33	32.25	32.75	-0.76	"2,136,100.00"	"69,564,625.00"	"2,136,130.00"	"69,565,585.00"	0.25	"27,807,370,000.00"	57.46	3.32	1.22
1210	EPG	6.65	6.75	6.55	6.6	-0.75	"3,372,700.00"	"22,393,510.00"	"3,372,700.00"	"22,393,510.00"	0.12	"18,480,000,000.00"	18.83	1.81	3.79
1211	L&E	2.62	2.68	2.56	2.6	-0.76	"75,700.00"	"197,464.00"	"75,700.00"	"197,464.00"	0.02	"1,279,304,192.40"	12.37	1.07	4.62
1212	BAFS	32.75	33.25	32.5	32.5	-0.76	"109,400.00"	"3,588,425.00"	"109,411.00"	"3,588,788.50"	0.02	"20,718,624,972.50"	20.09	3.29	3.85
1213	PATO	13	13.1	12.9	12.9	-0.77	"54,200.00"	"705,480.00"	"54,201.00"	"705,493.30"	0.04	"1,836,598,800.00"	12.05	3.31	9.53
1214	LPN	6.55	6.65	6.4	6.5	-0.76	"13,379,000.00"	"87,204,720.00"	"13,379,238.00"	"87,206,291.15"	0.91	"9,592,041,992.00"	8.39	0.77	7.74
1215	LEE	2.58	2.58	2.56	2.56	-0.78	"113,700.00"	"292,792.00"	"113,700.00"	"292,792.00"	0.01	"2,360,781,442.56"	20.28	0.93	7.42
1216	KTC	31.75	33	31.5	31.5	-0.79	"11,598,700.00"	"372,654,575.00"	"11,599,121.00"	"372,668,135.00"	0.45	"81,217,523,205.00"	16.75	5.37	1.68
1217	BKKCP	12.4	12.3	12.3	12.3	-0.81	"65,100.00"	"800,730.00"	"65,100.00"	"800,730.00"	0.07	"1,230,000,000.00"	-	0.98	5.73
1218	PDI	12.4	12.6	12.3	12.3	-0.81	"53,000.00"	"657,840.00"	"53,000.00"	"657,840.00"	0.02	"2,779,801,230.00"	13.69	0.59	12.2
1219	FSMART	6	6.05	5.85	5.95	-0.83	"735,000.00"	"4,384,170.00"	"735,000.00"	"4,384,170.00"	0.09	"4,760,000,000.00"	8.24	4.2	9.48
1220	SYNEX	12.1	12.3	12	12	-0.83	"340,000.00"	"4,108,620.00"	"340,136.00"	"4,110,262.40"	0.04	"9,243,943,788.00"	13.28	3.2	4.42
1221	THCOM	6.05	6.15	6	6	-0.83	"553,700.00"	"3,353,955.00"	"553,711.00"	"3,354,024.60"	0.05	"6,576,611,724.00"	N/A	0.43	N/A
1222	GLANDRT	11.8	11.9	11.7	11.7	-0.85	"313,600.00"	"3,699,230.00"	"313,600.00"	"3,699,230.00"	0.06	"5,847,292,620.00"	-	1.26	1.2
1223	CITY	2.36	2.36	2.34	2.34	-0.85	600	"1,408.00"	600	"1,408.00"	N/A	"702,000,000.00"	43.81	0.53	1.71
1224	WORK	23.8	24.2	23.6	23.6	-0.84	"1,869,000.00"	"44,581,440.00"	"1,869,396.00"	"44,590,913.50"	0.42	"10,420,803,657.20"	26.01	2.27	5.77
1225	IRPC-F	5.95	6	5.9	5.9	-0.84	"1,493,700.00"	"8,857,630.00"	"1,493,700.00"	"8,857,630.00"	0.3	"120,563,073,551.40"	8.69	1.35	4.92
1226	TREIT	11.7	11.7	11.6	11.6	-0.85	"332,400.00"	"3,855,860.00"	"332,400.00"	"3,855,860.00"	0.01	"30,187,689,756.80"	-	1.1	4.64
1227	LANNA	11.8	11.8	11.5	11.7	-0.85	"136,500.00"	"1,593,730.00"	"136,510.00"	"1,593,870.00"	0.03	"6,142,496,244.30"	7.65	1.4	7.44
1228	PR9	11.4	11.4	11.2	11.3	-0.88	"1,207,900.00"	"13,603,200.00"	"1,207,900.00"	"13,603,200.00"	0.15	"8,885,190,000.00"	32.38	-	N/A
1229	GULF	86	86.5	84.75	85.25	-0.87	"8,737,700.00"	"746,425,050.00"	"8,738,399.00"	"746,484,662.75"	0.41	"181,863,825,000.00"	52.61	5.03	0.47
1230	BGRIM	28.5	28.75	28	28.25	-0.88	"7,019,300.00"	"198,618,750.00"	"7,168,761.00"	"203,095,001.00"	0.27	"73,644,925,000.00"	33.62	3.85	1.06
1231	GPSC	57.5	58	56.5	57	-0.87	"3,052,100.00"	"174,874,975.00"	"3,052,318.00"	"174,887,505.50"	0.2	"85,403,145,600.00"	23.76	2.16	2.19
