Top Ranking															
	Market ALL (SET+mai)														
Rank By :	% Change														
Period :	Daily  10/01/2019 To 10/01/2019														
Rank	Symbol	Prior	High	Low	Close	% Change	AOM Volume (Shares)	AOM Value (Baht)	Total Volume (Shares)	Total Value (Baht)	Turnover Ratio (%)	Market Capital (Baht)	P/E* (Times)	P/BV* (Times)	Dividend Yield (%)
156	PTG01C1905B	0.76	0.84	0.75	0.81	6.58	"8,974,200.00"	"7,306,754.00"	"8,974,200.00"	"7,306,754.00"	17.95	"40,500,000.00"	-	-	-
157	S5006P1903D	0.46	0.53	0.43	0.49	6.52	"7,518,000.00"	"3,689,932.00"	"7,518,000.00"	"3,689,932.00"	12.53	"29,400,000.00"	-	-	-
158	EA28C1905A	0.31	0.34	0.31	0.33	6.45	"29,102,100.00"	"9,551,906.00"	"29,102,100.00"	"9,551,906.00"	41.57	"23,100,000.00"	-	-	-
159	BLAN19C1906A	0.16	0.17	0.17	0.17	6.25	"113,500.00"	"19,295.00"	"113,500.00"	"19,295.00"	0.09	"20,400,000.00"	-	-	-
160	TOP28C1904A	0.16	0.18	0.16	0.17	6.25	"5,399,200.00"	"924,908.00"	"5,399,200.00"	"924,908.00"	13.5	"6,800,000.00"	-	-	-
161	PTT13C1903A	0.16	0.17	0.15	0.17	6.25	"24,518,400.00"	"3,815,640.00"	"24,518,400.00"	"3,815,640.00"	20.43	"20,400,000.00"	-	-	-
162	BCH01P1902A	0.8	0.98	0.85	0.85	6.25	"31,418,500.00"	"28,735,589.00"	"31,418,500.00"	"28,735,589.00"	52.16	"51,204,000.00"	-	-	-
163	CCP	0.32	0.34	0.32	0.34	6.25	"1,553,000.00"	"513,963.00"	"1,553,000.00"	"513,963.00"	0.06	"941,130,261.54"	N/A	0.74	N/A
164	ROCK	16	17	15.6	17	6.25	"10,200.00"	"167,900.00"	"10,200.00"	"167,900.00"	0.05	"340,000,000.00"	N/A	0.83	N/A
165	M-CHAI	179	190	176	190	6.15	"1,900.00"	"341,600.00"	"1,900.00"	"341,600.00"	0.01	"3,040,000,000.00"	19.41	2.11	2.16
166	STEC01P1902A	0.66	0.73	0.64	0.7	6.06	"11,736,700.00"	"8,100,583.00"	"11,736,700.00"	"8,100,583.00"	29.07	"28,266,000.00"	-	-	-
167	TPAC	10.1	10.7	9.95	10.7	5.94	"25,000.00"	"253,020.00"	"25,000.00"	"253,020.00"	0.01	"2,715,849,133.20"	39.05	2.62	1.21
168	EA13C1905A	0.34	0.36	0.33	0.36	5.88	"6,270,300.00"	"2,162,915.00"	"6,270,300.00"	"2,162,915.00"	5.23	"43,200,000.00"	-	-	-
169	MEGA01C1904A	0.17	0.19	0.18	0.18	5.88	"2,175,300.00"	"391,555.00"	"2,175,300.00"	"391,555.00"	3.64	"10,771,200.00"	-	-	-
170	CENT01C1903A	0.34	0.38	0.34	0.36	5.88	"6,104,700.00"	"2,211,739.00"	"6,104,700.00"	"2,211,739.00"	7.5	"29,311,200.00"	-	-	-
171	WHA24C1902A	0.17	0.18	0.18	0.18	5.88	"40,000.00"	"7,200.00"	"40,000.00"	"7,200.00"	0.08	"9,000,000.00"	-	-	-
172	BSM	0.51	0.54	0.5	0.54	5.88	"869,500.00"	"461,922.00"	"869,525.00"	"461,934.75"	0.04	"1,074,701,136.60"	29.48	1.9	1.78
173	INTU01P1903A	0.87	0.97	0.89	0.92	5.75	"5,599,900.00"	"5,204,309.00"	"5,599,900.00"	"5,204,309.00"	11.96	"43,065,200.00"	-	-	-
174	BANP01C1905A	0.35	0.37	0.36	0.37	5.71	"5,455,700.00"	"2,005,097.00"	"5,455,700.00"	"2,005,097.00"	5.46	"37,000,000.00"	-	-	-
175	SIRI01P1907A	0.36	0.39	0.37	0.38	5.56	"1,693,400.00"	"652,051.00"	"1,693,400.00"	"652,051.00"	3.68	"17,476,200.00"	-	-	-
176	SGP13C1905A	0.36	0.38	0.34	0.38	5.56	"13,742,200.00"	"4,788,505.00"	"13,742,200.00"	"4,788,505.00"	11.45	"45,600,000.00"	-	-	-
177	CPAL24C1903A	0.18	0.19	0.18	0.19	5.56	"319,900.00"	"58,781.00"	"319,900.00"	"58,781.00"	0.32	"19,000,000.00"	-	-	-
178	GULF01P1906A	0.93	1.01	0.92	0.98	5.38	"5,684,300.00"	"5,508,974.00"	"5,684,300.00"	"5,508,974.00"	7.84	"71,099,000.00"	-	-	-
179	PTT13C1906A	0.38	0.4	0.38	0.4	5.26	"25,813,400.00"	"10,048,483.00"	"25,813,400.00"	"10,048,483.00"	21.51	"48,000,000.00"	-	-	-
180	SCB28C1904A	0.19	0.21	0.18	0.2	5.26	"7,222,000.00"	"1,463,582.00"	"7,222,000.00"	"1,463,582.00"	15.05	"9,600,000.00"	-	-	-
181	BANP11C1909A	0.19	0.2	0.2	0.2	5.26	"1,056,000.00"	"211,200.00"	"1,056,000.00"	"211,200.00"	1.17	"18,000,000.00"	-	-	-
182	PTG28C1904A	0.38	0.44	0.35	0.4	5.26	"8,197,400.00"	"3,413,574.00"	"8,197,400.00"	"3,413,574.00"	29.28	"11,200,000.00"	-	-	-
183	IVL19P1903A	0.19	0.21	0.18	0.2	5.26	"2,775,600.00"	"541,683.00"	"2,775,600.00"	"541,683.00"	2.31	"24,000,000.00"	-	-	-
184	ROBI27C1905A	0.38	0.41	0.36	0.4	5.26	"1,350,000.00"	"532,800.00"	"1,350,000.00"	"532,800.00"	2.7	"20,000,000.00"	-	-	-
185	CPN13C1903A	0.19	0.2	0.19	0.2	5.26	"7,502,000.00"	"1,427,954.00"	"7,502,000.00"	"1,427,954.00"	6.25	"24,000,000.00"	-	-	-
186	IVL08P1903A	0.38	0.41	0.36	0.4	5.26	"2,247,800.00"	"857,539.00"	"2,247,800.00"	"857,539.00"	3.75	"24,000,000.00"	-	-	-
187	BKD-W2	0.19	0.21	0.19	0.2	5.26	"4,773,600.00"	"949,820.00"	"4,773,699.00"	"949,838.15"	1.33	"71,745,398.40"	-	-	-
188	SMM	2.28	2.5	2.3	2.4	5.26	"20,378,500.00"	"49,224,560.00"	"20,378,575.00"	"49,224,738.86"	6.31	"775,706,412.00"	N/A	4.32	N/A
189	PTT01C1901A	0.39	0.43	0.39	0.41	5.13	"22,562,300.00"	"9,228,914.00"	"22,562,300.00"	"9,228,914.00"	18.92	"48,904,800.00"	-	-	-
190	TMB19C1906A	0.2	0.21	0.21	0.21	5	"50,200.00"	"10,542.00"	"50,200.00"	"10,542.00"	0.04	"25,200,000.00"	-	-	-
191	SELIC	2.4	2.52	2.44	2.52	5	"265,000.00"	"657,140.00"	"265,000.00"	"657,140.00"	0.09	"705,600,000.00"	85.26	1.95	1.07
192	"PE <C , NP>"	0.2	0.21	0.2	0.21	5	"101,000.00"	"20,210.00"	"101,000.00"	"20,210.00"	0.01	"168,000,000.00"	19.38	1.59	N/A
193	KTC27P1905A	0.41	0.43	0.4	0.43	4.88	"1,800,100.00"	"752,443.00"	"1,800,100.00"	"752,443.00"	3.6	"21,500,000.00"	-	-	-
194	PTG08C1906A	0.62	0.68	0.59	0.65	4.84	"3,555,000.00"	"2,329,727.00"	"3,555,000.00"	"2,329,727.00"	4.44	"52,000,000.00"	-	-	-
195	UV28C1906A	0.21	0.23	0.22	0.22	4.76	"4,822,300.00"	"1,082,104.00"	"4,822,300.00"	"1,082,104.00"	4.82	"22,000,000.00"	-	-	-
196	ITD13C1908A	0.21	0.22	0.22	0.22	4.76	"1,222,400.00"	"268,928.00"	"1,222,400.00"	"268,928.00"	0.61	"44,000,000.00"	-	-	-
197	CPF19C1904A	0.42	0.44	0.42	0.44	4.76	"2,150,100.00"	"945,842.00"	"2,150,100.00"	"945,842.00"	1.79	"52,800,000.00"	-	-	-
198	PTT28C1904A	0.21	0.23	0.22	0.22	4.76	"2,696,500.00"	"604,385.00"	"2,696,500.00"	"604,385.00"	2.41	"24,640,000.00"	-	-	-
199	ADVANC-F	170.5	178.5	178.5	178.5	4.69	100	"17,850.00"	100	"17,850.00"	0.28	"517,318,587,420.00"	16.94	10.21	4.07
200	TISC13C1904A	0.43	0.45	0.42	0.45	4.65	"8,200,200.00"	"3,623,890.00"	"8,200,200.00"	"3,623,890.00"	6.83	"54,000,000.00"	-	-	-
201	SCB11P1910A	0.65	0.69	0.64	0.68	4.62	"2,775,000.00"	"1,862,880.00"	"2,775,000.00"	"1,862,880.00"	3.08	"61,200,000.00"	-	-	-
202	CPN01C1902A	0.22	0.24	0.22	0.23	4.55	"8,571,700.00"	"1,963,768.00"	"8,571,700.00"	"1,963,768.00"	12.03	"16,392,100.00"	-	-	-
203	TRITN-W3	0.22	0.24	0.22	0.23	4.55	"1,276,700.00"	"292,737.00"	"1,276,765.00"	"292,751.80"	0.08	"369,520,051.60"	-	-	-
204	IVL28P1904A	0.23	0.25	0.22	0.24	4.35	"4,046,400.00"	"956,317.00"	"4,046,400.00"	"956,317.00"	10.94	"8,880,000.00"	-	-	-
205	IRPC01P1903B	0.46	0.48	0.44	0.48	4.35	"10,004,100.00"	"4,685,552.00"	"10,004,100.00"	"4,685,552.00"	12.41	"38,697,600.00"	-	-	-
206	LIT-W1	1.43	1.49	1.43	1.49	4.2	"5,100.00"	"7,302.00"	"5,100.00"	"7,302.00"	N/A	"236,256,265.48"	-	-	-
207	EA19C1902A	0.24	0.25	0.23	0.25	4.17	"2,567,800.00"	"607,844.00"	"2,567,800.00"	"607,844.00"	2.14	"30,000,000.00"	-	-	-
208	GFPT08C1906A	0.24	0.26	0.24	0.25	4.17	"1,798,900.00"	"449,958.00"	"1,798,900.00"	"449,958.00"	2.25	"20,000,000.00"	-	-	-
209	LPN28C1907A	0.25	0.26	0.25	0.26	4	"3,506,400.00"	"887,406.00"	"3,506,400.00"	"887,406.00"	4.5	"20,280,000.00"	-	-	-
210	MEGA19C1906A	0.25	0.27	0.25	0.26	4	"446,400.00"	"116,064.00"	"446,400.00"	"116,064.00"	0.37	"31,200,000.00"	-	-	-
211	BBL24P1904A	0.25	0.26	0.25	0.26	4	"1,020,300.00"	"257,277.00"	"1,020,300.00"	"257,277.00"	2.04	"13,000,000.00"	-	-	-
212	PTT01C1904A	0.25	0.27	0.25	0.26	4	"33,178,800.00"	"8,590,742.00"	"33,178,800.00"	"8,590,742.00"	33.57	"25,693,200.00"	-	-	-
213	EA27C1902A	0.5	0.53	0.49	0.52	4	"1,260,000.00"	"640,800.00"	"1,260,000.00"	"640,800.00"	2.52	"26,000,000.00"	-	-	-
214	PTG24C1905A	0.78	0.86	0.74	0.81	3.85	"3,052,600.00"	"2,478,580.00"	"3,052,600.00"	"2,478,580.00"	6.11	"40,500,000.00"	-	-	-
215	ROBI24C1903A	0.26	0.27	0.27	0.27	3.85	"30,000.00"	"8,100.00"	"30,000.00"	"8,100.00"	0.06	"13,500,000.00"	-	-	-
216	PTG11C1906A	0.53	0.58	0.51	0.55	3.77	"1,421,400.00"	"771,507.00"	"1,421,400.00"	"771,507.00"	5	"15,620,000.00"	-	-	-
217	GULF13P1905A	0.81	0.86	0.78	0.84	3.7	"12,107,000.00"	"10,090,481.00"	"12,107,000.00"	"10,090,481.00"	10.09	"100,800,000.00"	-	-	-
218	BEM28C1905A	0.27	0.28	0.27	0.28	3.7	"17,392,000.00"	"4,711,746.00"	"17,392,000.00"	"4,711,746.00"	26.35	"18,480,000.00"	-	-	-
219	BDMS19C1905A	0.27	0.28	0.21	0.28	3.7	"37,554,300.00"	"9,154,417.00"	"37,554,300.00"	"9,154,417.00"	31.3	"33,600,000.00"	-	-	-
220	KTC19P1903A	0.27	0.28	0.25	0.28	3.7	"14,369,200.00"	"3,761,357.00"	"14,369,200.00"	"3,761,357.00"	11.97	"33,600,000.00"	-	-	-
221	CENT27C1905A	0.27	0.29	0.27	0.28	3.7	"540,000.00"	"150,750.00"	"540,000.00"	"150,750.00"	1.08	"14,000,000.00"	-	-	-
222	TOA19C1906A	0.28	0.29	0.27	0.29	3.57	"615,900.00"	"168,335.00"	"615,900.00"	"168,335.00"	0.51	"34,800,000.00"	-	-	-
223	KCE	28.25	29.5	28.25	29.25	3.54	"4,096,500.00"	"119,328,375.00"	"4,096,671.00"	"119,333,360.75"	0.35	"34,304,212,683.00"	15.37	2.96	3.76
224	PTL	14.2	14.8	14.2	14.7	3.52	"555,000.00"	"8,105,560.00"	"555,007.00"	"8,105,666.40"	0.06	"13,230,000,000.00"	7.15	1.19	3.74
225	KTB01P1903B	0.29	0.31	0.28	0.3	3.45	"25,957,200.00"	"7,452,537.00"	"25,957,200.00"	"7,452,537.00"	48.16	"16,170,000.00"	-	-	-
226	TASC01P1903A	0.58	0.62	0.57	0.6	3.45	"1,015,200.00"	"605,569.00"	"1,015,200.00"	"605,569.00"	2.52	"24,162,000.00"	-	-	-
227	PTG01C1905A	0.88	0.95	0.85	0.91	3.41	"6,388,900.00"	"5,834,116.00"	"6,388,900.00"	"5,834,116.00"	10.65	"54,600,000.00"	-	-	-
228	KKC	1.17	1.24	1.18	1.21	3.42	"152,900.00"	"186,068.00"	"152,934.00"	"186,110.21"	0.01	"1,452,000,000.00"	N/A	0.84	4.13
229	CENT11C1909A	0.3	0.33	0.3	0.31	3.33	"1,960,400.00"	"611,689.00"	"1,960,400.00"	"611,689.00"	4.23	"14,353,000.00"	-	-	-
230	CK01P1902A	0.3	0.31	0.31	0.31	3.33	"2,330,200.00"	"722,362.00"	"2,330,200.00"	"722,362.00"	4.45	"16,228,500.00"	-	-	-
231	CHG01P1903A	0.92	0.98	0.94	0.95	3.26	"9,653,000.00"	"9,296,934.00"	"9,653,000.00"	"9,296,934.00"	24.13	"38,000,000.00"	-	-	-
232	KSL	3.08	3.2	3.1	3.18	3.25	"1,480,000.00"	"4,690,166.00"	"1,480,000.00"	"4,690,166.00"	0.03	"14,024,539,728.42"	16.54	0.77	1.57
233	ROBI11C1906A	0.31	0.34	0.31	0.32	3.23	"503,000.00"	"163,982.00"	"503,000.00"	"163,982.00"	1.72	"9,376,000.00"	-	-	-
234	HANA	31.5	32.5	31.75	32.5	3.17	"2,372,800.00"	"76,468,150.00"	"2,372,907.00"	"76,471,541.25"	0.29	"26,158,562,950.00"	11.12	1.23	6.15
235	LPN13C1908A	0.32	0.33	0.32	0.33	3.13	"3,188,200.00"	"1,024,740.00"	"3,188,200.00"	"1,024,740.00"	1.59	"66,000,000.00"	-	-	-
236	PTTE28C1905A	0.32	0.35	0.32	0.33	3.13	"10,247,900.00"	"3,454,939.00"	"10,247,900.00"	"3,454,939.00"	25.62	"13,200,000.00"	-	-	-
237	QLT	3.88	4	3.84	4	3.09	"10,300.00"	"39,736.00"	"10,300.00"	"39,736.00"	0.01	"394,273,940.00"	225.11	0.92	8.75
238	IRPC01P1903A	0.65	0.67	0.63	0.67	3.08	"6,395,800.00"	"4,182,048.00"	"6,395,800.00"	"4,182,048.00"	9.08	"47,208,200.00"	-	-	-
239	CGD	1.3	1.35	1.29	1.34	3.08	"2,976,100.00"	"3,973,529.00"	"2,976,100.00"	"3,973,529.00"	0.04	"11,076,611,458.36"	N/A	2.13	N/A
240	AMAT13C1905A	0.33	0.35	0.33	0.34	3.03	"37,612,300.00"	"13,075,084.00"	"37,612,300.00"	"13,075,084.00"	31.34	"40,800,000.00"	-	-	-
241	IRPC27P1905A	0.33	0.34	0.33	0.34	3.03	"1,980,000.00"	"658,350.00"	"1,980,000.00"	"658,350.00"	3.96	"17,000,000.00"	-	-	-
242	CHOTI	133	137	135	137	3.01	700	"95,250.00"	700	"95,250.00"	0.01	"1,027,500,000.00"	48.66	0.87	0.73
243	QH	2.68	2.8	2.66	2.76	2.99	"73,698,000.00"	"203,081,966.00"	"73,698,387.00"	"203,083,037.38"	0.69	"29,571,693,340.20"	7.54	1.16	7.25
244	AAV11C1910A	0.34	0.35	0.34	0.35	2.94	"105,100.00"	"36,784.00"	"105,100.00"	"36,784.00"	0.41	"8,995,000.00"	-	-	-
245	BANP19C1906A	0.34	0.35	0.34	0.35	2.94	"1,718,400.00"	"596,032.00"	"1,718,400.00"	"596,032.00"	1.43	"42,000,000.00"	-	-	-
246	PTTG01C1904A	0.34	0.36	0.34	0.35	2.94	"9,073,700.00"	"3,172,514.00"	"9,073,700.00"	"3,172,514.00"	10.82	"29,347,500.00"	-	-	-
247	ADVA41C1905A	0.69	0.71	0.71	0.71	2.9	"444,000.00"	"315,240.00"	"444,000.00"	"315,240.00"	0.89	"35,500,000.00"	-	-	-
248	ESSO01P1906A	0.69	0.72	0.7	0.71	2.9	"1,578,600.00"	"1,124,721.00"	"1,578,600.00"	"1,124,721.00"	3.11	"36,075,100.00"	-	-	-
249	TNITY-W1	0.7	0.72	0.68	0.72	2.86	"18,000.00"	"12,803.00"	"18,000.00"	"12,803.00"	0.02	"70,043,868.72"	-	-	-
250	FC <C >	0.35	0.36	0.35	0.36	2.86	"152,900.00"	"53,531.00"	"152,900.00"	"53,531.00"	0.01	"769,125,699.36"	N/A	3.73	N/A
251	FLOYD	1.76	1.89	1.8	1.81	2.84	"445,300.00"	"817,995.00"	"445,300.00"	"817,995.00"	0.12	"651,600,000.00"	19.83	1.55	3.31
252	WHA13C1905A	0.37	0.41	0.38	0.38	2.7	"28,541,200.00"	"11,155,875.00"	"28,541,200.00"	"11,155,875.00"	23.78	"45,600,000.00"	-	-	-
253	BDMS01P1905A	0.37	0.44	0.38	0.38	2.7	"69,529,500.00"	"28,525,629.00"	"69,529,500.00"	"28,525,629.00"	74.22	"35,598,400.00"	-	-	-
254	ICHI	2.96	3.14	3	3.04	2.7	"2,400,000.00"	"7,356,654.00"	"2,400,012.00"	"7,356,690.72"	0.18	"3,952,000,000.00"	33.1	0.67	4.93
255	ROBINS	65.5	68	65.25	67.25	2.67	"1,946,400.00"	"130,048,425.00"	"1,946,463.00"	"130,052,702.00"	0.18	"74,691,961,194.25"	25.4	4.34	1.86
256	TFG	3.04	3.18	3.04	3.12	2.63	"1,770,000.00"	"5,536,164.00"	"1,770,000.00"	"5,536,164.00"	0.03	"15,953,513,784.00"	22.31	2	3.2
257	TRITN	0.38	0.41	0.37	0.39	2.63	"27,862,900.00"	"10,922,539.00"	"27,862,900.00"	"10,922,539.00"	0.35	"3,133,095,578.73"	28.67	3.16	N/A
258	BCP01P1903A	0.39	0.4	0.37	0.4	2.56	"3,211,200.00"	"1,242,016.00"	"3,211,200.00"	"1,242,016.00"	8.14	"15,776,000.00"	-	-	-
259	MTC13C1901A	0.39	0.4	0.4	0.4	2.56	"1,000.00"	400	"1,000.00"	400	N/A	"48,000,000.00"	-	-	-
260	NOBLE	15.7	16.1	15.9	16.1	2.55	"1,217,300.00"	"19,464,900.00"	"1,217,341.00"	"19,465,552.30"	0.27	"7,349,185,917.50"	15.11	1.1	1.06
261	KTB01P1903A	0.4	0.42	0.39	0.41	2.5	"10,117,100.00"	"4,134,325.00"	"10,117,100.00"	"4,134,325.00"	21.69	"19,126,500.00"	-	-	-
262	ANAN	3.22	3.3	3.2	3.3	2.48	"10,584,100.00"	"34,574,370.00"	"10,584,133.00"	"34,574,475.74"	0.32	"10,998,900,000.00"	4.44	0.74	3.86
263	PTTG07C1908A	0.41	0.42	0.42	0.42	2.44	"50,000.00"	"21,000.00"	"50,000.00"	"21,000.00"	0.1	"21,000,000.00"	-	-	-
264	TPIP28C1906A	0.41	0.42	0.41	0.42	2.44	"3,026,000.00"	"1,266,378.00"	"3,026,000.00"	"1,266,378.00"	5.31	"23,940,000.00"	-	-	-
265	S5001P1901B	1.25	1.38	1.17	1.28	2.4	"17,645,000.00"	"21,955,595.00"	"17,645,000.00"	"21,955,595.00"	42.13	"53,606,400.00"	-	-	-
266	SPC	52.25	53.5	53.5	53.5	2.39	100	"5,350.00"	105	"5,618.00"	N/A	"17,655,000,000.00"	10.96	1.04	2.8
267	EGCO01C1903B	0.42	0.43	0.42	0.43	2.38	"1,684,800.00"	"707,618.00"	"1,684,800.00"	"707,618.00"	3.38	"21,435,500.00"	-	-	-
268	GFPT	12.6	13.1	12.6	12.9	2.38	"3,053,900.00"	"39,308,760.00"	"3,053,900.00"	"39,308,760.00"	0.24	"16,174,290,900.00"	14.45	1.31	2.33
269	AP	6.4	6.6	6.4	6.55	2.34	"14,276,600.00"	"92,751,490.00"	"14,276,672.00"	"92,751,958.00"	0.45	"20,605,641,692.25"	4.83	0.88	5.34
270	SHREIT	8.75	9	8.75	8.95	2.29	"27,700.00"	"247,060.00"	"27,700.00"	"247,060.00"	0.01	"3,157,888,465.00"	-	1.03	N/A
271	PPPM	2.62	2.72	2.6	2.68	2.29	"169,500.00"	"447,664.00"	"169,500.00"	"447,664.00"	0.03	"1,508,975,841.16"	N/A	1.49	N/A
272	SPAL01C1907B	0.44	0.47	0.45	0.45	2.27	"2,302,000.00"	"1,071,144.00"	"2,302,000.00"	"1,071,144.00"	5.15	"20,128,500.00"	-	-	-
273	PTT19C1906A	0.44	0.46	0.44	0.45	2.27	"5,223,500.00"	"2,341,948.00"	"5,223,500.00"	"2,341,948.00"	4.35	"54,000,000.00"	-	-	-
274	ABM	0.88	0.94	0.89	0.9	2.27	"316,100.00"	"285,555.00"	"316,101.00"	"285,555.90"	0.11	"270,000,000.00"	N/A	1.05	N/A
275	SCB-F	132	135	135	135	2.27	200	"27,000.00"	200	"27,000.00"	0.15	"461,784,449,720.00"	10.96	1.24	4.04
276	TISC28C1905A	0.45	0.46	0.43	0.46	2.22	"3,791,800.00"	"1,705,800.00"	"3,791,800.00"	"1,705,800.00"	11.49	"15,180,000.00"	-	-	-
277	EA07C1903A	0.45	0.47	0.46	0.46	2.22	"142,000.00"	"66,650.00"	"142,000.00"	"66,650.00"	0.28	"23,000,000.00"	-	-	-
278	JSP	0.45	0.47	0.45	0.46	2.22	"517,100.00"	"237,990.00"	"517,100.00"	"237,990.00"	0.01	"1,932,000,000.00"	30.25	0.37	N/A
279	MINT	34.75	36	34.75	35.5	2.16	"14,510,000.00"	"514,775,850.00"	"14,604,746.00"	"518,282,013.50"	0.32	"163,971,457,330.50"	29.51	2.69	1.13
280	PTG	9.4	9.8	9.35	9.6	2.13	"25,551,100.00"	"245,915,600.00"	"25,551,169.00"	"245,916,258.55"	1.53	"16,032,000,000.00"	23.34	3.04	1.77
281	S5001P1901A	1.45	1.55	1.4	1.48	2.07	"1,676,500.00"	"2,463,989.00"	"1,676,500.00"	"2,463,989.00"	2.84	"87,334,800.00"	-	-	-
282	OCEAN	3.88	3.96	3.88	3.96	2.06	"877,900.00"	"3,436,424.00"	"877,946.00"	"3,436,603.40"	0.07	"4,777,538,194.44"	N/A	12.36	N/A
283	CPALL	72.5	74	72.75	74	2.07	"47,900,800.00"	"3,520,381,875.00"	"47,990,335.00"	"3,527,406,608.25"	0.53	"664,749,499,752.00"	31.8	8.36	1.49
284	SAMTEL	7.25	7.4	6.95	7.4	2.07	"706,000.00"	"5,056,360.00"	"706,000.00"	"5,056,360.00"	0.11	"4,573,200,000.00"	17.5	1.28	4.46
285	CRANE	1.98	2.06	2.02	2.02	2.02	400	814	400	814	N/A	"1,529,256,905.48"	N/A	1.36	N/A
286	SPAL01C1907A	0.5	0.52	0.51	0.51	2	"1,777,500.00"	"918,443.00"	"1,777,500.00"	"918,443.00"	3.29	"27,591,000.00"	-	-	-
287	PDJ-W2	1	1.04	0.99	1.02	2	"118,100.00"	"118,910.00"	"119,104.00"	"119,878.68"	0.47	"26,106,448.14"	-	-	-
288	BROCK	2	2.08	2.04	2.04	2	"4,700.00"	"9,608.00"	"4,700.00"	"9,608.00"	N/A	"2,091,000,369.24"	258.15	1.69	N/A
289	GLOW19C1906A	1.01	1.03	1.02	1.03	1.98	"489,600.00"	"501,925.00"	"489,600.00"	"501,925.00"	0.41	"123,600,000.00"	-	-	-
290	CPF	25.25	25.75	25.25	25.75	1.98	"15,418,700.00"	"393,625,675.00"	"15,418,918.00"	"393,631,209.50"	0.18	"221,739,491,413.75"	13.7	1.32	2.91
291	TOP01C1901A	0.51	0.56	0.49	0.52	1.96	"8,930,200.00"	"4,692,384.00"	"8,930,200.00"	"4,692,384.00"	11.17	"41,589,600.00"	-	-	-
292	TTA	5.15	5.25	5.15	5.25	1.94	"1,197,200.00"	"6,206,695.00"	"1,197,206.00"	"6,206,726.20"	0.07	"9,567,936,031.50"	19.61	0.49	1.43
293	TCAP01C1901A	0.52	0.53	0.53	0.53	1.92	"768,000.00"	"407,040.00"	"768,000.00"	"407,040.00"	0.62	"65,412,600.00"	-	-	-
294	SPRC	10.4	10.6	10.2	10.6	1.92	"19,473,400.00"	"202,911,480.00"	"19,473,750.00"	"202,915,162.30"	0.45	"45,960,562,525.00"	5.27	1.09	10.78
295	MAJOR	21	21.5	21	21.4	1.9	"1,815,700.00"	"38,698,510.00"	"1,815,933.00"	"38,703,425.30"	0.2	"19,145,884,542.80"	17.42	3.06	5.84
296	SIAM	2.1	2.18	2.08	2.14	1.9	"449,000.00"	"953,090.00"	"449,001.00"	"953,092.24"	0.08	"1,269,289,316.86"	25.25	0.55	0.47
297	TCJ-W2	0.54	0.55	0.52	0.55	1.85	"2,600.00"	"1,416.00"	"2,600.00"	"1,416.00"	0.01	"17,341,769.50"	-	-	-
298	INGRS	0.54	0.55	0.54	0.55	1.85	"157,700.00"	"86,684.00"	"157,700.00"	"86,684.00"	0.01	"795,818,479.50"	11.7	0.43	9.45
299	WHART	10.8	11	10.8	11	1.85	"329,100.00"	"3,598,980.00"	"329,100.00"	"3,598,980.00"	0.01	"24,732,996,420.00"	-	1.12	2.74
300	GTB	0.55	0.56	0.56	0.56	1.82	"22,500.00"	"12,600.00"	"22,500.00"	"12,600.00"	N/A	"537,600,000.00"	N/A	0.92	5.89
301	S5006P1903A	1.11	1.19	1.05	1.13	1.8	"1,423,100.00"	"1,589,240.00"	"1,423,100.00"	"1,589,240.00"	2.37	"67,800,000.00"	-	-	-
302	ITEL	3.32	3.4	3.26	3.38	1.81	"576,200.00"	"1,922,122.00"	"576,248.00"	"1,922,327.44"	0.06	"3,380,000,000.00"	25.9	2.16	1.27
303	WHA01C1906A	0.56	0.59	0.57	0.57	1.79	"9,319,800.00"	"5,414,278.00"	"9,319,800.00"	"5,414,278.00"	10.28	"51,670,500.00"	-	-	-
304	TU	17.1	17.5	17.1	17.4	1.75	"13,240,400.00"	"229,753,320.00"	"13,240,716.00"	"229,758,806.70"	0.28	"83,029,589,630.40"	23.11	1.96	3.79
305	SAMCO	1.71	1.75	1.72	1.74	1.75	"12,700.00"	"21,866.00"	"12,700.00"	"21,866.00"	N/A	"1,116,732,776.04"	9.76	0.48	2.87
306	S5001P1902A	1.15	1.24	1.1	1.17	1.74	"16,103,400.00"	"18,747,871.00"	"16,103,400.00"	"18,747,871.00"	26.39	"71,381,700.00"	-	-	-
307	TOP28C1906A	0.59	0.62	0.57	0.6	1.69	"14,478,100.00"	"8,762,608.00"	"14,478,100.00"	"8,762,608.00"	31.47	"27,600,000.00"	-	-	-
308	PTT16C1912A	0.59	0.6	0.6	0.6	1.69	700	420	700	420	N/A	"24,000,000.00"	-	-	-
309	SKY-W1	11.8	12	11.9	12	1.69	"20,000.00"	"239,000.00"	"20,000.00"	"239,000.00"	0.24	"99,757,740.00"	-	-	-
310	WPH	2.38	2.46	2.38	2.42	1.68	"396,400.00"	"953,040.00"	"396,400.00"	"953,040.00"	0.07	"1,452,000,000.00"	28.23	1.68	0.74
311	PTTE08C1906A	0.6	0.63	0.61	0.61	1.67	"4,141,100.00"	"2,589,303.00"	"4,141,100.00"	"2,589,303.00"	5.18	"48,800,000.00"	-	-	-
312	PTTE19C1906A	0.6	0.63	0.6	0.61	1.67	"7,239,800.00"	"4,505,259.00"	"7,239,800.00"	"4,505,259.00"	6.03	"73,200,000.00"	-	-	-
