<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MBAX,20190110,3.94,3.94,3.94,3.94,51400
WIIK,20190110,1.97,1.97,1.97,1.97,49500
LRH,20190110,49.25,49.25,49.25,49.25,30300
VIBHA,20190110,1.99,1.99,1.99,1.99,3610500
RATCH,20190110,51.25,51.25,51.25,51.25,1048800
WHA,20190110,4.20,4.20,4.20,4.20,46405700
COL,20190110,21.70,21.70,21.70,21.70,51100
ILINK,20190110,4.28,4.28,4.28,4.28,275800
SST,20190110,4.20,4.20,4.20,4.20,16600
AMATA,20190110,21.60,21.60,21.60,21.60,10171200
BPP,20190110,22.10,22.10,22.10,22.10,1083300
SAUCE,20190110,22.10,22.10,22.10,22.10,200
FUTUREPF,20190110,22.70,22.70,22.70,22.70,2000
TOG,20190110,4.56,4.56,4.56,4.56,300
TIP,20190110,22.60,22.60,22.60,22.60,129800
BDMS,20190110,22.70,22.70,22.70,22.70,266225100
BEC,20190110,4.80,4.80,4.80,4.80,11897300
VNG,20190110,4.90,4.90,4.90,4.90,96300
RCL,20190110,4.82,4.82,4.82,4.82,48500
TH100,20190110,4.98,4.98,4.98,4.98,1000
TMW,20190110,63.25,63.25,63.25,63.25,10000
SORKON,20190110,67.25,67.25,67.25,67.25,1000
SCB,20190110,135.50,135.50,135.50,135.50,5137300
PTTGC,20190110,71.25,71.25,71.25,71.25,8132600
CPN,20190110,75.25,75.25,75.25,75.25,3737200
KDH,20190110,93.50,93.50,93.50,93.50,3700
ERW13C1906A,20190110,0.36,0.36,0.36,0.36,865400
BCPG28C1906A,20190110,0.37,0.37,0.37,0.37,3552200
AMAT28C1906A,20190110,0.49,0.49,0.49,0.49,2785400
KKP13C1906A,20190110,0.50,0.50,0.50,0.50,23531300
S5001P1904B,20190110,0.86,0.86,0.86,0.86,2856700
PTTE01P1907A,20190110,0.88,0.88,0.88,0.88,5823400
PTTE01C1907B,20190110,0.71,0.71,0.71,0.71,17483300
PTTE01C1907A,20190110,0.84,0.84,0.84,0.84,6939800
BJC13C1906A,20190110,0.22,0.22,0.22,0.22,10153200
UV13C1908A,20190110,0.30,0.30,0.30,0.30,5782500
SPAL11C1910A,20190110,0.37,0.37,0.37,0.37,1860000
SCB11C1910A,20190110,0.44,0.44,0.44,0.44,1496900
PTTE11C1910A,20190110,0.62,0.62,0.62,0.62,2100000
MEGA11C1910A,20190110,0.31,0.31,0.31,0.31,1120000
KKP28C1905A,20190110,0.26,0.26,0.26,0.26,3153000
ITD28C1907A,20190110,0.19,0.19,0.19,0.19,204600
CPN11C1910A,20190110,0.49,0.49,0.49,0.49,2520000
BLA28C1906A,20190110,0.18,0.18,0.18,0.18,3262100
BLA13C1908A,20190110,0.24,0.24,0.24,0.24,9694100
S5013P1903C,20190110,0.50,0.50,0.50,0.50,961778400
S5013C1903C,20190110,0.98,0.98,0.98,0.98,241640200
ITD19C1906A,20190110,0.22,0.22,0.22,0.22,46200
GGC19C1906A,20190110,0.63,0.63,0.63,0.63,2230000
ERW19C1906A,20190110,0.51,0.51,0.51,0.51,50000
BCPG19C1906A,20190110,0.35,0.35,0.35,0.35,1176600
BCP19C1906A,20190110,0.29,0.29,0.29,0.29,837400
TOP13C1905A,20190110,0.60,0.60,0.60,0.60,14770200
S5028P1903B,20190110,0.54,0.54,0.54,0.54,223750400
BTS28C1905A,20190110,0.21,0.21,0.21,0.21,6767600
WHAU13C1905A,20190110,0.22,0.22,0.22,0.22,2013000
TISC19C1906A,20190110,0.74,0.74,0.74,0.74,6912200
RS19C1906A,20190110,0.45,0.45,0.45,0.45,845100
LPN19C1906A,20190110,0.22,0.22,0.22,0.22,1417200
BEM13C1905A,20190110,0.45,0.45,0.45,0.45,72707100
BCPG13C1905A,20190110,0.24,0.24,0.24,0.24,40258900
PTTE13C1905A,20190110,0.41,0.41,0.41,0.41,18511700
AOT13P1905A,20190110,0.32,0.32,0.32,0.32,6130300
S5028C1903B,20190110,0.46,0.46,0.46,0.46,165215800
BANP28C1905A,20190110,0.14,0.14,0.14,0.14,2004800
CPN06C1903A,20190110,0.25,0.25,0.25,0.25,1618500
BDMS06C1903A,20190110,0.02,0.02,0.02,0.02,2074200
BCH06C1903A,20190110,0.03,0.03,0.03,0.03,2343800
TPIP13C1905A,20190110,0.15,0.15,0.15,0.15,369400
GLOW13C1905A,20190110,0.66,0.66,0.66,0.66,2631600
SPAL19C1906A,20190110,0.29,0.29,0.29,0.29,508800
LH19C1906A,20190110,0.37,0.37,0.37,0.37,270000
RS13C1905A,20190110,0.27,0.27,0.27,0.27,7184600
GPSC28C1904A,20190110,0.26,0.26,0.26,0.26,3892600
ESSO28C1904A,20190110,0.09,0.09,0.09,0.09,1637800
BDMS08C1905A,20190110,0.08,0.08,0.08,0.08,2563900
IVL01P1905A,20190110,0.66,0.66,0.66,0.66,12637000
COM713C1904A,20190110,0.04,0.04,0.04,0.04,476500
TCAP11C1909A,20190110,0.25,0.25,0.25,0.25,164000
SPAL13C1904A,20190110,0.12,0.12,0.12,0.12,3215800
SGP19C1905A,20190110,0.44,0.44,0.44,0.44,815100
PTTG11C1909A,20190110,0.42,0.42,0.42,0.42,238100
PTT11C1909A,20190110,0.25,0.25,0.25,0.25,1425000
BCP11C1909A,20190110,0.18,0.18,0.18,0.18,1080000
AOT13C1904A,20190110,0.47,0.47,0.47,0.47,9839600
TQM,20190110,22.70,22.70,22.70,22.70,908300
S5013P1903B,20190110,0.64,0.64,0.64,0.64,717001400
S5013C1903B,20190110,0.62,0.62,0.62,0.62,656925100
CPN28C1904A,20190110,0.17,0.17,0.17,0.17,5489200
BPP28C1904A,20190110,0.13,0.13,0.13,0.13,1433600
BCP28C1904A,20190110,0.14,0.14,0.14,0.14,2926600
S5001C1903F,20190110,0.43,0.43,0.43,0.43,154481200
GPSC01C1905A,20190110,0.61,0.61,0.61,0.61,3762600
TOP13C1904A,20190110,0.23,0.23,0.23,0.23,5282600
PTTE13C1904A,20190110,0.20,0.20,0.20,0.20,12006800
GLOB23C1906A,20190110,0.24,0.24,0.24,0.24,400000
S5006C1903C,20190110,0.75,0.75,0.75,0.75,10383100
S5006C1903B,20190110,0.52,0.52,0.52,0.52,754000
PTTE06C1903A,20190110,0.10,0.10,0.10,0.10,140900
IRPC06C1903A,20190110,0.07,0.07,0.07,0.07,900000
PTTE23C1906A,20190110,0.22,0.22,0.22,0.22,230100
MTC23C1906A,20190110,0.27,0.27,0.27,0.27,251000
BDMS23C1906A,20190110,0.20,0.20,0.20,0.20,599700
BDMS16C1912A,20190110,0.23,0.23,0.23,0.23,7719200
BANP16C1912A,20190110,0.47,0.47,0.47,0.47,100
PTTE08C1904A,20190110,0.10,0.10,0.10,0.10,990000
EA08C1903B,20190110,0.12,0.12,0.12,0.12,183400
CPF08C1904A,20190110,0.13,0.13,0.13,0.13,3448500
BANP08C1904A,20190110,0.10,0.10,0.10,0.10,768000
AOT08C1904A,20190110,0.30,0.30,0.30,0.30,8099200
TISC27C1905A,20190110,0.49,0.49,0.49,0.49,990000
BANP27P1905A,20190110,0.49,0.49,0.49,0.49,1120100
WORK19C1905A,20190110,0.10,0.10,0.10,0.10,437800
LPN01C1905A,20190110,0.05,0.05,0.05,0.05,1283800
GLOB24C1906A,20190110,0.18,0.18,0.18,0.18,6972500
BJC28C1904A,20190110,0.06,0.06,0.06,0.06,801100
BDMS01C1905B,20190110,0.08,0.08,0.08,0.08,107587300
BDMS01C1905A,20190110,0.12,0.12,0.12,0.12,105023900
KCE13C1904A,20190110,0.05,0.05,0.05,0.05,2582800
PTT24C1904A,20190110,0.09,0.09,0.09,0.09,151000
TVO13C1904A,20190110,0.11,0.11,0.11,0.11,438800
TPIP19C1906A,20190110,0.51,0.51,0.51,0.51,525400
ORI13C1904A,20190110,0.05,0.05,0.05,0.05,40100
BCPG13C1904A,20190110,0.09,0.09,0.09,0.09,6975200
BANP13C1904A,20190110,0.14,0.14,0.14,0.14,4291400
TKN13C1904A,20190110,0.02,0.02,0.02,0.02,1100300
PTTG28C1904A,20190110,0.18,0.18,0.18,0.18,5913800
KKP13C1903A,20190110,0.16,0.16,0.16,0.16,1237500
WHAU27C1905A,20190110,0.12,0.12,0.12,0.12,720000
THAI27C1905A,20190110,0.18,0.18,0.18,0.18,390000
LPN24C1908A,20190110,0.03,0.03,0.03,0.03,1000
LH27P1905A,20190110,0.34,0.34,0.34,0.34,270000
BDMS24C1909A,20190110,0.30,0.30,0.30,0.30,21045100
MAJO19C1904A,20190110,0.18,0.18,0.18,0.18,330800
CENT19C1904A,20190110,0.29,0.29,0.29,0.29,2120200
BEM42C1904A,20190110,0.34,0.34,0.34,0.34,5260000
BDMS13C1903A,20190110,0.04,0.04,0.04,0.04,22916000
WHA08C1904A,20190110,0.20,0.20,0.20,0.20,1174700
THAN08C1904A,20190110,0.10,0.10,0.10,0.10,173000
PTTE08P1904A,20190110,1.41,1.41,1.41,1.41,796400
ORI08C1904A,20190110,0.02,0.02,0.02,0.02,305200
BCPG08C1904A,20190110,0.04,0.04,0.04,0.04,1500
GFPT19C1903A,20190110,0.10,0.10,0.10,0.10,999800
TOP01C1904B,20190110,0.06,0.06,0.06,0.06,2646900
TOP01C1904A,20190110,0.15,0.15,0.15,0.15,19190600
TMB01C1903A,20190110,0.15,0.15,0.15,0.15,70100
SCB01P1904A,20190110,1.09,1.09,1.09,1.09,5867100
PTTG01P1904A,20190110,1.48,1.48,1.48,1.48,2610400
PTTE01C1904B,20190110,0.07,0.07,0.07,0.07,9993900
KCE01C1903A,20190110,0.03,0.03,0.03,0.03,2033100
GPSC13C1903A,20190110,0.07,0.07,0.07,0.07,3260900
BTS01P1903A,20190110,0.26,0.26,0.26,0.26,6099800
BTS01C1903B,20190110,0.19,0.19,0.19,0.19,10817200
BTS01C1903A,20190110,0.34,0.34,0.34,0.34,5727200
BPP01P1903A,20190110,0.39,0.39,0.39,0.39,3210500
BCPG01C1904A,20190110,0.12,0.12,0.12,0.12,306200
BCP01C1903B,20190110,0.06,0.06,0.06,0.06,10000
AOT01P1904B,20190110,0.37,0.37,0.37,0.37,3646000
AOT01P1904A,20190110,0.62,0.62,0.62,0.62,12863400
AOT01C1904B,20190110,0.24,0.24,0.24,0.24,8344800
AOT01C1904A,20190110,0.41,0.41,0.41,0.41,19627600
WHA28C1903A,20190110,0.12,0.12,0.12,0.12,6445200
PTTE19C1903A,20190110,0.08,0.08,0.08,0.08,320000
GUNK19C1903A,20190110,0.25,0.25,0.25,0.25,898600
GUNK13C1903A,20190110,0.10,0.10,0.10,0.10,1257500
AMAT28C1902A,20190110,0.15,0.15,0.15,0.15,715400
ADVA08C1903A,20190110,0.04,0.04,0.04,0.04,305300
TOP06C1903B,20190110,0.02,0.02,0.02,0.02,100
KCE06C1903A,20190110,0.01,0.01,0.01,0.01,10000
BANP07C1904A,20190110,0.06,0.06,0.06,0.06,1900
STA13C1902A,20190110,0.03,0.03,0.03,0.03,1726500
MEGA01C1904B,20190110,0.10,0.10,0.10,0.10,2971000
LH01P1903A,20190110,0.51,0.51,0.51,0.51,2136900
LH01C1903A,20190110,0.10,0.10,0.10,0.10,2452000
GLOB01C1903B,20190110,0.16,0.16,0.16,0.16,32517600
EPG01P1903A,20190110,1.38,1.38,1.38,1.38,911900
EPG01C1903B,20190110,0.03,0.03,0.03,0.03,2100
EGCO01C1903A,20190110,0.68,0.68,0.68,0.68,504500
EA13C1901A,20190110,0.02,0.02,0.02,0.02,848900
BLAN01C1903A,20190110,0.10,0.10,0.10,0.10,1878000
AP01C1903A,20190110,0.03,0.03,0.03,0.03,104200
AMAT01C1903B,20190110,0.26,0.26,0.26,0.26,3374200
SCB28C1902A,20190110,0.02,0.02,0.02,0.02,15000
TKN19C1903A,20190110,0.01,0.01,0.01,0.01,30000
SGP19C1904A,20190110,0.05,0.05,0.05,0.05,50000
BANP13C1902A,20190110,0.01,0.01,0.01,0.01,5000
TISC24C1904A,20190110,0.23,0.23,0.23,0.23,100
UV01C1902A,20190110,0.11,0.11,0.11,0.11,2106200
TISC01C1902B,20190110,0.22,0.22,0.22,0.22,7494000
TISC01C1902A,20190110,0.56,0.56,0.56,0.56,3233700
TASC01C1903B,20190110,0.12,0.12,0.12,0.12,565600
PTG01C1902B,20190110,0.02,0.02,0.02,0.02,40000
CPN01P1902A,20190110,0.93,0.93,0.93,0.93,2768000
CPN01C1902B,20190110,0.05,0.05,0.05,0.05,1162800
CPF01P1902B,20190110,0.14,0.14,0.14,0.14,12613600
CPF01P1902A,20190110,0.31,0.31,0.31,0.31,6798000
BEM01C1902B,20190110,0.45,0.45,0.45,0.45,15387100
BEM01C1902A,20190110,0.60,0.60,0.60,0.60,24330600
BEAU01C1901B,20190110,0.01,0.01,0.01,0.01,1655000
BEAU01C1901A,20190110,0.01,0.01,0.01,0.01,195500
BANP01C1903B,20190110,0.03,0.03,0.03,0.03,213200
BANP01C1903A,20190110,0.10,0.10,0.10,0.10,6296600
AAV01C1902B,20190110,0.14,0.14,0.14,0.14,883600
AAV01C1902A,20190110,0.27,0.27,0.27,0.27,860400
EA08C1903A,20190110,0.38,0.38,0.38,0.38,2740800
CPF13C1902A,20190110,0.05,0.05,0.05,0.05,50000
AAV08C1903A,20190110,0.09,0.09,0.09,0.09,201600
OSP,20190110,24.10,24.10,24.10,24.10,5037100
TMB27C1903A,20190110,0.16,0.16,0.16,0.16,1000000
SCB27P1903A,20190110,0.20,0.20,0.20,0.20,630000
PTTG27P1903A,20190110,0.16,0.16,0.16,0.16,180000
PTTE27C1903A,20190110,0.04,0.04,0.04,0.04,2700
PTT27C1903A,20190110,0.11,0.11,0.11,0.11,500100
AOT27P1903A,20190110,0.25,0.25,0.25,0.25,630000
SCB13C1902A,20190110,0.04,0.04,0.04,0.04,5000
IVL42C1903A,20190110,0.10,0.10,0.10,0.10,418100
GLOB11C1906A,20190110,0.17,0.17,0.17,0.17,2582000
PTG13C1901A,20190110,0.01,0.01,0.01,0.01,60000
CENT06C1904A,20190110,0.07,0.07,0.07,0.07,616400
CENT08C1902A,20190110,0.04,0.04,0.04,0.04,694800
CBG13C1901A,20190110,0.01,0.01,0.01,0.01,6900
AOT27C1902A,20190110,0.13,0.13,0.13,0.13,120000
TPIP19C1902A,20190110,0.21,0.21,0.21,0.21,517400
ERW19C1902A,20190110,0.09,0.09,0.09,0.09,510000
BJC19C1902A,20190110,0.03,0.03,0.03,0.03,88000
BEM24C1902A,20190110,0.28,0.28,0.28,0.28,35000
SAWA24C1902A,20190110,0.48,0.48,0.48,0.48,5000
KWM,20190110,0.84,0.84,0.84,0.84,733700
TU19C1901A,20190110,0.05,0.05,0.05,0.05,50000
GLOB19C1901A,20190110,0.09,0.09,0.09,0.09,17267800
PTTE24P1901A,20190110,0.04,0.04,0.04,0.04,72600
TMB13C1901A,20190110,0.02,0.02,0.02,0.02,20000
TASC23C1902A,20190110,0.07,0.07,0.07,0.07,300000
PTTG01C1901A,20190110,0.35,0.35,0.35,0.35,9845700
PTTG06P1903A,20190110,0.29,0.29,0.29,0.29,1332100
PTTG06C1903A,20190110,0.24,0.24,0.24,0.24,2288000
DELT06C1903A,20190110,0.64,0.64,0.64,0.64,1060000
CBG06C1903A,20190110,0.03,0.03,0.03,0.03,1545000
TKN01C1901B,20190110,0.01,0.01,0.01,0.01,598400
TKN01C1901A,20190110,0.01,0.01,0.01,0.01,2530000
PSL11C1905A,20190110,0.04,0.04,0.04,0.04,50000
IRPC11C1905A,20190110,0.11,0.11,0.11,0.11,1339000
BCH11C1905A,20190110,0.09,0.09,0.09,0.09,627000
AOT01P1902B,20190110,0.11,0.11,0.11,0.11,6396500
AOT01P1902A,20190110,0.59,0.59,0.59,0.59,7994200
AOT01C1902A,20190110,0.43,0.43,0.43,0.43,32827200
PTT19C1901A,20190110,0.06,0.06,0.06,0.06,918500
BTS19C1901A,20190110,0.09,0.09,0.09,0.09,1197600
TOP13C1901A,20190110,0.01,0.01,0.01,0.01,100
TCAP13C1901A,20190110,0.20,0.20,0.20,0.20,1253800
TEAMG,20190110,1.86,1.86,1.86,1.86,1521400
UNIQ08C1906A,20190110,0.03,0.03,0.03,0.03,1004400
TTA08C1906A,20190110,0.03,0.03,0.03,0.03,10000
IVL08C1901A,20190110,0.06,0.06,0.06,0.06,990400
BIG08C1906A,20190110,0.01,0.01,0.01,0.01,206000
ANAN08C1906A,20190110,0.02,0.02,0.02,0.02,120000
BBL19C1901A,20190110,0.04,0.04,0.04,0.04,200
CPAL01C1901B,20190110,0.01,0.01,0.01,0.01,3519300
PTT06C1901A,20190110,0.06,0.06,0.06,0.06,1313000
SIRI01C1901B,20190110,0.01,0.01,0.01,0.01,7900
SGP11C1904A,20190110,0.03,0.03,0.03,0.03,500000
PTTE01C1901B,20190110,0.01,0.01,0.01,0.01,3441000
PTTE01C1901A,20190110,0.13,0.13,0.13,0.13,10950300
KCE11C1904A,20190110,0.04,0.04,0.04,0.04,100
KBAN01C1901B,20190110,0.01,0.01,0.01,0.01,419000
CK11C1904A,20190110,0.07,0.07,0.07,0.07,30000
BTS11C1904A,20190110,0.03,0.03,0.03,0.03,9500
THAI23C1901A,20190110,0.01,0.01,0.01,0.01,300
BTS-W4,20190110,0.39,0.39,0.39,0.39,21663500
VGI-W2,20190110,0.37,0.37,0.37,0.37,4723200
NCL-W3,20190110,0.26,0.26,0.26,0.26,32900
TISC11C1903A,20190110,0.03,0.03,0.03,0.03,117000
ITD11C1903A,20190110,0.01,0.01,0.01,0.01,25000
EPG11C1903A,20190110,0.10,0.10,0.10,0.10,781200
DIMET-W2,20190110,0.06,0.06,0.06,0.06,130500
TKN11C1902A,20190110,0.01,0.01,0.01,0.01,450300
PTTE11C1902A,20190110,0.05,0.05,0.05,0.05,113400
PTT11C1902A,20190110,0.02,0.02,0.02,0.02,101000
MEGA11C1902A,20190110,0.01,0.01,0.01,0.01,100000
CPF11P1902A,20190110,0.08,0.08,0.08,0.08,100
CPF11C1902A,20190110,0.01,0.01,0.01,0.01,1072500
BEAU11C1902A,20190110,0.01,0.01,0.01,0.01,3012400
BCPG11C1902A,20190110,0.01,0.01,0.01,0.01,15000
CGH-W3,20190110,0.04,0.04,0.04,0.04,8535200
TTCL-W1,20190110,0.80,0.80,0.80,0.80,407900
SDC-W1,20190110,0.15,0.15,0.15,0.15,983800
TCC-W5,20190110,0.29,0.29,0.29,0.29,11800
SAMART-W2,20190110,0.37,0.37,0.37,0.37,882900
UKEM-W2,20190110,0.40,0.40,0.40,0.40,131400
SSTRT,20190110,6.00,6.00,6.00,6.00,19500
AIMIRT,20190110,10.30,10.30,10.30,10.30,113500
CPNREIT,20190110,26.25,26.25,26.25,26.25,593900
PACE-W2,20190110,0.08,0.08,0.08,0.08,420600
U-W4,20190110,0.01,0.01,0.01,0.01,14600
THMUI,20190110,1.23,1.23,1.23,1.23,793600
GPI,20190110,2.20,2.20,2.20,2.20,33700
PORT,20190110,4.92,4.92,4.92,4.92,350300
TCMC-W2,20190110,0.07,0.07,0.07,0.07,446800
FTE,20190110,2.06,2.06,2.06,2.06,9800
BRRGIF,20190110,9.95,9.95,9.95,9.95,2200
NEWS-W6,20190110,0.01,0.01,0.01,0.01,9100
SUPER-W4,20190110,0.05,0.05,0.05,0.05,11801300
PTG06C1904A,20190110,0.03,0.03,0.03,0.03,2758400
BTS06C1903B,20190110,9.20,9.20,9.20,9.20,266400
RICHY-W2,20190110,0.12,0.12,0.12,0.12,139900
EFORL-W3,20190110,0.01,0.01,0.01,0.01,103200
GGC,20190110,9.95,9.95,9.95,9.95,708800
VIBHA-W3,20190110,0.15,0.15,0.15,0.15,1056000
FVC-W2,20190110,0.31,0.31,0.31,0.31,74400
RS-W3,20190110,5.20,5.20,5.20,5.20,205700
ATP30-W1,20190110,0.60,0.60,0.60,0.60,19900
THE-W2,20190110,0.03,0.03,0.03,0.03,67700
MM,20190110,3.56,3.56,3.56,3.56,18800
ASAP,20190110,3.32,3.32,3.32,3.32,2432600
TPIPP,20190110,5.80,5.80,5.80,5.80,4999600
TNR,20190110,10.00,10.00,10.00,10.00,17000
COMAN,20190110,3.12,3.12,3.12,3.12,89600
PSH,20190110,16.70,16.70,16.70,16.70,1898500
SRIPANWA,20190110,10.80,10.80,10.80,10.80,40400
ALLA,20190110,1.35,1.35,1.35,1.35,205200
BMSCITH,20190110,12.08,12.08,12.08,12.08,727500
BM,20190110,2.96,2.96,2.96,2.96,26000
BWG-W4,20190110,0.01,0.01,0.01,0.01,2474700
SMT-W1,20190110,0.02,0.02,0.02,0.02,13200
GVREIT,20190110,14.70,14.70,14.70,14.70,609400
MIDA-W2,20190110,0.01,0.01,0.01,0.01,200100
ML-W2,20190110,0.01,0.01,0.01,0.01,100
EVER-W3,20190110,0.03,0.03,0.03,0.03,4524500
META-W2,20190110,0.01,0.01,0.01,0.01,2000
ACC-W1,20190110,0.02,0.02,0.02,0.02,80800
BEM,20190110,9.80,9.80,9.80,9.80,43849600
LHHOTEL,20190110,16.10,16.10,16.10,16.10,15100
TNP,20190110,1.42,1.42,1.42,1.42,489600
TPBI,20190110,6.00,6.00,6.00,6.00,4600
TAKUNI-W,20190110,0.14,0.14,0.14,0.14,85700
SCI,20190110,2.34,2.34,2.34,2.34,81400
KOOL,20190110,1.40,1.40,1.40,1.40,8496700
HREIT,20190110,6.75,6.75,6.75,6.75,185200
AMATAV,20190110,4.44,4.44,4.44,4.44,142400
ASEFA,20190110,4.74,4.74,4.74,4.74,87500
HPT,20190110,0.84,0.84,0.84,0.84,210900
NVD,20190110,3.12,3.12,3.12,3.12,53200
GPSC,20190110,57.00,57.00,57.00,57.00,1013400
ITD-W1,20190110,0.02,0.02,0.02,0.02,27712200
S-W1,20190110,0.03,0.03,0.03,0.03,736800
TH-W2,20190110,0.16,0.16,0.16,0.16,20100
S11,20190110,7.05,7.05,7.05,7.05,27900
JASIF-F,20190110,10.00,10.00,10.00,10.00,4000
JASIF,20190110,10.00,10.00,10.00,10.00,2447700
TTA-W5,20190110,0.01,0.01,0.01,0.01,1000
CGH,20190110,0.96,0.96,0.96,0.96,15500
LHSC,20190110,16.30,16.30,16.30,16.30,400
PMTA,20190110,10.80,10.80,10.80,10.80,3700
BRR,20190110,5.90,5.90,5.90,5.90,119600
MILL-W3,20190110,0.02,0.02,0.02,0.02,500200
BA,20190110,11.80,11.80,11.80,11.80,1428900
IMPACT,20190110,19.50,19.50,19.50,19.50,93300
FSMART,20190110,5.95,5.95,5.95,5.95,315300
DIGI-W1,20190110,0.02,0.02,0.02,0.02,500800
M-PAT,20190110,9.80,9.80,9.80,9.80,2100
SKY,20190110,13.00,13.00,13.00,13.00,587300
AIRA,20190110,1.50,1.50,1.50,1.50,3300
TSR,20190110,1.81,1.81,1.81,1.81,332000
HPF,20190110,5.15,5.15,5.15,5.15,51100
GCAP,20190110,2.50,2.50,2.50,2.50,414300
SUTHA,20190110,3.80,3.80,3.80,3.80,38800
PCSGH,20190110,7.00,7.00,7.00,7.00,6700
MEGA,20190110,29.50,29.50,29.50,29.50,1239900
THREL,20190110,6.55,6.55,6.55,6.55,282700
WINNER,20190110,2.76,2.76,2.76,2.76,40400
CSS,20190110,1.89,1.89,1.89,1.89,172500
SEAOIL,20190110,3.32,3.32,3.32,3.32,192300
NOK,20190110,2.26,2.26,2.26,2.26,270600
CRYSTAL,20190110,9.80,9.80,9.80,9.80,112900
SANKO,20190110,1.11,1.11,1.11,1.11,398000
ERWPF,20190110,5.30,5.30,5.30,5.30,78900
PPP,20190110,2.58,2.58,2.58,2.58,13300
ARROW,20190110,7.85,7.85,7.85,7.85,23600
AKP,20190110,1.90,1.90,1.90,1.90,33800
GJS-W3,20190110,0.01,0.01,0.01,0.01,13095100
TMILL,20190110,2.72,2.72,2.72,2.72,81400
JCKH,20190110,0.58,0.58,0.58,0.58,52000
CPNCG,20190110,15.50,15.50,15.50,15.50,33800
FC-W2,20190110,0.02,0.02,0.02,0.02,273100
QHHR,20190110,8.45,8.45,8.45,8.45,47500
SRICHA,20190110,10.90,10.90,10.90,10.90,21000
AAV,20190110,4.00,4.00,4.00,4.00,5938300
UWC,20190110,0.05,0.05,0.05,0.05,1611100
LHPF,20190110,8.15,8.15,8.15,8.15,5000
TLGF,20190110,19.20,19.20,19.20,19.20,95300
QTC,20190110,4.88,4.88,4.88,4.88,17900
POPF,20190110,13.30,13.30,13.30,13.30,38900
CHINA,20190110,4.68,4.68,4.68,4.68,7200
ARIP,20190110,0.40,0.40,0.40,0.40,133500
PHOL,20190110,1.60,1.60,1.60,1.60,20400
SYMC,20190110,4.88,4.88,4.88,4.88,3500
SBPF,20190110,2.80,2.80,2.80,2.80,8500
TMI,20190110,0.76,0.76,0.76,0.76,1000
UPA,20190110,0.36,0.36,0.36,0.36,185500
NBC,20190110,0.45,0.45,0.45,0.45,49000
LHFG,20190110,1.37,1.37,1.37,1.37,1705000
KIAT,20190110,0.47,0.47,0.47,0.47,967300
M-STOR,20190110,7.60,7.60,7.60,7.60,1000
SENA,20190110,3.34,3.34,3.34,3.34,519300
SSPF,20190110,9.25,9.25,9.25,9.25,35100
EFORL,20190110,0.06,0.06,0.06,0.06,2937000
AGE,20190110,0.91,0.91,0.91,0.91,109900
TPOLY,20190110,2.70,2.70,2.70,2.70,145100
MNRF,20190110,3.30,3.30,3.30,3.30,200
DIMET,20190110,0.88,0.88,0.88,0.88,8700
LHK,20190110,3.80,3.80,3.80,3.80,109100
AS,20190110,0.78,0.78,0.78,0.78,27000
MILL,20190110,1.43,1.43,1.43,1.43,218300
BWG,20190110,1.05,1.05,1.05,1.05,10059500
MJLF,20190110,12.40,12.40,12.40,12.40,16400
UBIS,20190110,5.10,5.10,5.10,5.10,10000
QHPF,20190110,13.20,13.20,13.20,13.20,108800
SPF,20190110,23.20,23.20,23.20,23.20,44400
UKEM,20190110,0.66,0.66,0.66,0.66,1998600
FORTH,20190110,5.95,5.95,5.95,5.95,11300
AKR,20190110,0.81,0.81,0.81,0.81,609200
TRT,20190110,1.79,1.79,1.79,1.79,76800
CITY,20190110,2.34,2.34,2.34,2.34,7300
TRC,20190110,0.42,0.42,0.42,0.42,1096100
CSP,20190110,1.11,1.11,1.11,1.11,13000
KASET,20190110,1.81,1.81,1.81,1.81,28800
GC,20190110,5.00,5.00,5.00,5.00,15200
DRT,20190110,5.35,5.35,5.35,5.35,294400
UOBKH,20190110,3.72,3.72,3.72,3.72,7400
PREB,20190110,9.50,9.50,9.50,9.50,286100
KCAR,20190110,10.80,10.80,10.80,10.80,49000
TWZ,20190110,0.09,0.09,0.09,0.09,3795400
PRIN,20190110,1.58,1.58,1.58,1.58,520800
PRINC,20190110,4.56,4.56,4.56,4.56,198300
EASON,20190110,2.14,2.14,2.14,2.14,121600
PERM,20190110,1.85,1.85,1.85,1.85,110900
SALEE,20190110,1.02,1.02,1.02,1.02,71100
SUPER,20190110,0.53,0.53,0.53,0.53,37721200
CPR,20190110,5.25,5.25,5.25,5.25,10200
BSBM,20190110,0.93,0.93,0.93,0.93,41900
CIG,20190110,0.29,0.29,0.29,0.29,278200
TAPAC,20190110,5.85,5.85,5.85,5.85,422500
INOX,20190110,1.00,1.00,1.00,1.00,2600
PAP,20190110,3.44,3.44,3.44,3.44,94500
MCOT,20190110,9.00,9.00,9.00,9.00,6000
TOP,20190110,69.75,69.75,69.75,69.75,10436100
NEWS,20190110,0.01,0.01,0.01,0.01,8600
AQUA,20190110,0.40,0.40,0.40,0.40,1303000
OISHI,20190110,76.00,76.00,76.00,76.00,800
AF,20190110,0.64,0.64,0.64,0.64,13800
ML,20190110,0.98,0.98,0.98,0.98,119200
SIS,20190110,9.85,9.85,9.85,9.85,41700
BOL,20190110,2.02,2.02,2.02,2.02,2500
