<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SONIC,20190104,1.31,1.33,1.28,1.33,385500
SORKON,20190104,67.75,67.75,67.75,67.75,100
SPA,20190104,12,12,11.7,11.9,858700
SPACK,20190104,1.75,1.75,1.75,1.75,100
SPALI,20190104,18.6,18.9,18.4,18.8,3045500
SPC,20190104,52,52.5,51.25,51.25,9700
SPCG,20190104,18.1,18.2,18,18.2,323000
SPF,20190104,23,23.1,23,23.1,159700
SPI,20190104,73,73,71,72.75,2600
SPORT,20190104,0.13,0.14,0.13,0.14,71000
SPPT,20190104,3.8,3.9,3.8,3.9,136400
SPRC,20190104,9.4,9.75,9.4,9.75,18180400
SPVI,20190104,1.09,1.09,1.05,1.05,718200
SQ,20190104,2.12,2.14,2.1,2.12,874700
SR,20190104,1.91,1.98,1.88,1.88,7300
SRICHA,20190104,10.7,11,10.6,11,10300
SRIPANWA,20190104,10.7,10.8,10.7,10.8,85400
SSP,20190104,7.45,7.45,7.35,7.4,230100
SSPF,20190104,9.2,9.2,9.2,9.2,25000
SSSC,20190104,2.74,2.74,2.72,2.72,39400
SST,20190104,4.2,4.2,4.14,4.16,1300
SSTPF,20190104,6.3,6.3,6.3,6.3,4100
SSTRT,20190104,6,6,6,6,1000
STA,20190104,14.5,14.8,14.2,14.4,12615800
STANLY,20190104,215,215,212,213,3400
STAR,20190104,4.5,4.7,4.46,4.66,134000
STEC,20190104,20.9,21.3,20.6,21.3,7928600
STI,20190104,5.2,5.25,5.15,5.25,135900
STPI,20190104,4.18,4.26,4.16,4.26,689300
SUC,20190104,45.5,46,45.5,46,23000
SUN,20190104,2.86,2.88,2.84,2.86,176800
SUPER,20190104,0.52,0.54,0.52,0.53,80634300
SUSCO,20190104,2.38,2.42,2.38,2.42,348800
SUTHA,20190104,3.72,3.74,3.72,3.74,2500
SVH,20190104,436,436,432,436,700
SVI,20190104,4.86,4.86,4.66,4.74,8711300
SVOA,20190104,1.18,1.2,1.18,1.2,167000
SWC,20190104,19.9,20,19.8,20,10100
SYMC,20190104,4.86,4.9,4.86,4.9,500
SYNEX,20190104,11.3,11.5,11.2,11.4,474500
SYNTEC,20190104,2.68,2.68,2.64,2.68,938200
T,20190104,0.06,0.06,0.05,0.05,19300
TACC,20190104,2.34,2.34,2.24,2.28,393900
TAE,20190104,2.02,2.04,2,2.04,254700
TAKUNI,20190104,0.74,0.75,0.73,0.75,161400
TAPAC,20190104,5.5,5.6,5.45,5.55,195100
TASCO,20190104,14.7,14.7,14.3,14.5,4105300
TBSP,20190104,13.4,14.8,13.4,14.8,300
TC,20190104,3.12,3.12,3.08,3.1,46200
TCAP,20190104,50,50.75,50,50.5,3549500
TCC,20190104,0.39,0.4,0.38,0.39,1105200
TCCC,20190104,28.25,28.25,28.25,28.25,800
TCJ,20190104,5,5.1,5,5.1,14700
TCMC,20190104,1.64,1.69,1.61,1.63,1502800
TEAM,20190104,0.89,0.91,0.89,0.89,35400
TEAMG,20190104,1.79,1.8,1.78,1.79,467400
TFFIF,20190104,10.1,10.2,10.1,10.1,2835400
TFG,20190104,3.06,3.08,3.06,3.08,254000
TFI,20190104,0.24,0.25,0.24,0.25,124900
TFMAMA,20190104,160,160.5,160,160.5,1200
TGPRO,20190104,0.12,0.13,0.12,0.12,485700
TH,20190104,0.7,0.72,0.69,0.69,309400
THAI,20190104,12,12.3,11.9,12.1,1725800
THANA,20190104,1.9,1.9,1.9,1.9,13300
THANI,20190104,7.5,7.55,7.15,7.5,6875600
THCOM,20190104,6,6.05,5.9,5.95,744500
THE,20190104,1.55,1.57,1.54,1.56,98600
THG,20190104,32.75,33,32.5,33,1502200
THIP,20190104,23.5,23.5,23.4,23.5,7500
THMUI,20190104,1.21,1.21,1.19,1.21,153500
THRE,20190104,0.87,0.87,0.86,0.87,438600
THREL,20190104,6.4,6.45,6.35,6.4,180700
TICON,20190104,13.8,14.1,13.8,14,43300
TIF1,20190104,8.7,8.75,8.7,8.75,7900
TIGER,20190104,4.2,4.26,4.2,4.2,3075800
TIP,20190104,22.6,22.6,22.5,22.6,105300
TIPCO,20190104,7.25,7.3,7.2,7.3,102100
TISCO,20190104,79.75,80.5,79.75,80.5,2321500
TITLE,20190104,7.9,7.95,7.8,7.9,338400
TK,20190104,8.3,8.4,8.2,8.4,22000
TKN,20190104,8.15,8.2,7.95,8.15,11620400
TKS,20190104,8.6,8.65,8.45,8.65,437100
TLGF,20190104,19.3,19.3,19,19.2,361400
TLHPF,20190104,11,11,11,11,200
TM,20190104,2.02,2.12,2.02,2.02,56300
TMB,20190104,2.18,2.2,2.16,2.2,89234000
TMC,20190104,0.78,0.79,0.77,0.78,59500
TMD,20190104,21.3,21.3,21.1,21.2,300
TMI,20190104,0.75,0.76,0.74,0.76,713200
TMILL,20190104,2.66,2.68,2.62,2.68,167000
TMT,20190104,13,13,12.9,13,28900
TMW,20190104,64,64.25,63.25,64.25,21500
TNDT,20190104,4.1,4.18,4.06,4.18,11300
TNH,20190104,37,37.75,36.75,37.75,13200
TNL,20190104,19.6,19.7,19.1,19.6,2000
TNP,20190104,1.38,1.51,1.37,1.41,4139400
TNPC,20190104,1.22,1.23,1.2,1.22,46500
TNPF,20190104,3.46,3.46,3.46,3.46,100
TNR,20190104,9.95,10,9.85,10,700
TOA,20190104,32.25,33.75,31.5,33.5,2777400
TOG,20190104,4.44,4.46,4.44,4.46,7000
TOP,20190104,64,67.75,63.75,67.25,15328200
TPA,20190104,6.7,6.7,6.55,6.6,300
TPAC,20190104,10.2,10.6,10.2,10.6,300
TPBI,20190104,5.9,6,5.9,6,8300
TPCH,20190104,9,9.2,8.9,9.1,548700
TPCORP,20190104,14.7,14.7,14.7,14.7,100
TPIPL,20190104,1.97,1.97,1.93,1.96,22268700
TPIPP,20190104,5.7,5.75,5.7,5.7,2984000
TPLAS,20190104,1.5,1.5,1.47,1.49,95900
TPOLY,20190104,2.56,2.62,2.56,2.6,271200
TQM,20190104,22.5,22.8,22,22.5,1123600
TRC,20190104,0.4,0.41,0.39,0.41,2818400
TREIT,20190104,11.7,11.8,11.7,11.8,636400
TRITN,20190104,0.38,0.39,0.37,0.38,11046500
TRT,20190104,1.7,1.78,1.7,1.78,43800
TRU,20190104,4.72,4.74,4.72,4.72,3900
TRUBB,20190104,1.52,1.55,1.52,1.54,138400
TRUE,20190104,5.1,5.15,5,5.1,144718300
TSC,20190104,13.4,13.5,13.3,13.4,4200
TSE,20190104,2.14,2.14,2.1,2.12,252100
TSF,20190104,0.03,0.03,0.02,0.02,12361100
TSI,20190104,0.61,0.64,0.6,0.64,1839600
TSR,20190104,1.8,1.81,1.8,1.81,23700
TSTH,20190104,0.67,0.67,0.66,0.67,204700
TTA,20190104,5.05,5.05,4.96,5.05,1099300
TTCL,20190104,6.6,6.6,6.55,6.6,147300
TTLPF,20190104,21.9,22.1,21.8,22,3400
TTTM,20190104,191,195,184,189,21200
TTW,20190104,12.5,12.7,12.5,12.6,2219200
TU,20190104,16,16.1,15.7,15.9,13726000
TVD,20190104,1.5,1.51,1.49,1.51,298700
TVI,20190104,3.8,3.8,3.76,3.8,4000
TVO,20190104,26.75,27,26.25,26.75,2636600
TVT,20190104,0.71,0.72,0.71,0.72,13600
TWP,20190104,3.84,3.9,3.84,3.86,189600
TWPC,20190104,8,8.15,7.9,8.15,62100
TWZ,20190104,0.09,0.09,0.08,0.08,1190800
U,20190104,2.54,2.54,2.5,2.54,3566700
UAC,20190104,3.9,3.98,3.86,3.94,13000
UBIS,20190104,5.1,5.2,5.1,5.2,107300
UEC,20190104,1.28,1.28,1.25,1.25,9000
UKEM,20190104,0.6,0.62,0.6,0.61,747500
UMI,20190104,1.24,1.26,1.23,1.24,1095700
UNIQ,20190104,9.2,9.45,9.15,9.35,3468200
UOBKH,20190104,3.7,3.7,3.7,3.7,4000
UPA,20190104,0.36,0.37,0.36,0.36,866000
UPOIC,20190104,4.4,4.5,4.4,4.4,7300
URBNPF,20190104,4.1,4.1,4.1,4.1,100
UREKA,20190104,1.95,1.97,1.93,1.97,295700
UTP,20190104,9.3,9.35,9.1,9.3,182600
UV,20190104,6.05,6.2,6,6.2,2143600
UVAN,20190104,5.2,5.2,5.2,5.2,36700
UWC,20190104,0.06,0.07,0.06,0.06,11735600
VCOM,20190104,2.88,2.88,2.82,2.88,37100
VGI,20190104,7.8,7.85,7.75,7.85,8319200
VIBHA,20190104,2.02,2.02,2,2,619800
VIH,20190104,6.4,6.5,6.3,6.45,183800
VNG,20190104,4.9,4.9,4.86,4.88,115500
VNT,20190104,20,20.2,19.7,20.2,1867400
VPO,20190104,0.4,0.4,0.39,0.4,203800
WG,20190104,179,179,179,179,39500
WHA,20190104,4.16,4.22,4.1,4.18,139231100
WHABT,20190104,10,10,10,10,104700
WHART,20190104,11.1,11.1,10.9,10.9,124400
WHAUP,20190104,5.55,5.6,5.45,5.55,5525900
WICE,20190104,3.7,3.74,3.64,3.74,2165700
WIIK,20190104,1.95,1.95,1.91,1.95,78800
WIN,20190104,0.56,0.56,0.53,0.55,106000
WINNER,20190104,2.78,2.78,2.72,2.78,103500
WORK,20190104,23.4,23.4,23,23.3,1213200
WP,20190104,4.94,5.05,4.9,5,141100
WPH,20190104,2.28,2.28,2.24,2.28,146000
XO,20190104,11.4,11.5,11.1,11.4,136800
YUASA,20190104,9.9,9.9,9.7,9.85,8000
ZIGA,20190104,1.79,1.8,1.77,1.78,234200
ZMICO,20190104,0.99,1,0.98,0.99,320800
U-P,20190104,3.26,3.26,3.22,3.22,346400
AAV01C1902A,20190104,0.25,0.27,0.23,0.27,15614300
AAV01C1902B,20190104,0.12,0.14,0.12,0.14,3391900
AAV01P1902A,20190104,0.75,0.77,0.7,0.71,6026900
AAV06C1904A,20190104,0.11,0.12,0.11,0.12,701000
AAV08C1903A,20190104,0.09,0.09,0.08,0.09,1306000
AAV11C1910A,20190104,0.31,0.34,0.31,0.34,5180500
AAV13C1901A,20190104,0.03,0.03,0.03,0.03,21000
AAV19C1902A,20190104,0.03,0.04,0.03,0.04,5400
AAV28C1902A,20190104,0.04,0.05,0.04,0.05,51000
ADVA01C1902A,20190104,0.07,0.08,0.07,0.08,9425500
ADVA01C1902B,20190104,0.02,0.03,0.01,0.02,323700
ADVA01C1905A,20190104,0.42,0.49,0.41,0.48,17207100
ADVA01C1905B,20190104,0.32,0.38,0.32,0.37,17587900
ADVA01P1902A,20190104,0.92,0.93,0.85,0.85,7258800
ADVA01P1902B,20190104,0.64,0.64,0.53,0.53,7908900
ADVA01P1905A,20190104,1.22,1.22,1.09,1.09,5057300
ADVA01P1905B,20190104,0.67,0.68,0.59,0.59,3924600
ADVA07C1908A,20190104,0.57,0.6,0.57,0.59,400
ADVA11C1905A,20190104,0.04,0.04,0.04,0.04,100000
ADVA11C1910A,20190104,0.59,0.66,0.59,0.65,6411000
ADVA11P1905A,20190104,0.3,0.3,0.26,0.26,1282000
ADVA11P1910A,20190104,0.69,0.69,0.62,0.62,1740000
ADVA13C1901A,20190104,0.01,0.01,0.01,0.01,1139000
ADVA13C1904A,20190104,0.15,0.19,0.15,0.19,23567900
ADVA13C1905A,20190104,0.59,0.7,0.59,0.7,41371600
ADVA13P1904A,20190104,0.77,0.77,0.66,0.66,16906400
ADVA16C1912A,20190104,0.43,0.44,0.42,0.44,6900
ADVA19C1901A,20190104,0.01,0.01,0.01,0.01,1040000
ADVA19C1905A,20190104,0.45,0.52,0.44,0.52,7258900
ADVA19P1904A,20190104,0.48,0.48,0.4,0.4,7810900
ADVA24C1904A,20190104,0.04,0.04,0.04,0.04,100
ADVA28C1904A,20190104,0.1,0.14,0.1,0.13,5711600
ADVA28C1904B,20190104,0.27,0.34,0.27,0.34,13039000
ADVA28C1905A,20190104,0.46,0.55,0.46,0.55,20528100
ADVA41C1905A,20190104,0.62,0.69,0.62,0.69,848000
AMAT01C1903A,20190104,0.39,0.48,0.36,0.47,30173600
AMAT01C1903B,20190104,0.2,0.26,0.18,0.25,23955200
AMAT01P1903A,20190104,0.76,0.79,0.64,0.64,26953700
AMAT06C1903A,20190104,0.19,0.25,0.18,0.25,682200
AMAT08C1903A,20190104,0.19,0.26,0.17,0.26,3281600
AMAT11C1903A,20190104,0.11,0.14,0.1,0.14,3393500
AMAT13C1902A,20190104,0.03,0.04,0.03,0.04,341100
AMAT13C1905A,20190104,0.27,0.33,0.25,0.33,68737000
AMAT19C1902A,20190104,0.21,0.28,0.19,0.28,8076600
AMAT23C1906A,20190104,0.22,0.26,0.2,0.26,8104000
AMAT27C1902A,20190104,0.45,0.49,0.45,0.49,20000
AMAT28C1902A,20190104,0.12,0.16,0.1,0.16,5108400
AOT01C1902A,20190104,0.34,0.38,0.33,0.38,32089000
AOT01C1902B,20190104,0.09,0.12,0.09,0.11,7193100
AOT01C1904A,20190104,0.34,0.36,0.34,0.36,11864100
AOT01C1904B,20190104,0.19,0.2,0.19,0.2,13642200
AOT01P1902A,20190104,0.73,0.73,0.68,0.68,4330200
AOT01P1902B,20190104,0.2,0.21,0.17,0.17,6588700
AOT01P1904A,20190104,0.74,0.74,0.7,0.7,5642400
AOT01P1904B,20190104,0.48,0.48,0.44,0.44,11119900
AOT06C1903A,20190104,0.19,0.21,0.19,0.21,2703400
AOT06P1903A,20190104,0.24,0.24,0.21,0.22,1390000
AOT08C1904A,20190104,0.23,0.25,0.23,0.25,1720200
AOT08P1903A,20190104,0.26,0.26,0.24,0.24,1347800
AOT11C1906A,20190104,0.18,0.19,0.16,0.16,2180000
AOT11P1906A,20190104,0.19,0.19,0.19,0.19,755000
AOT13C1902A,20190104,0.14,0.17,0.13,0.17,3715000
AOT13C1904A,20190104,0.37,0.42,0.37,0.42,6103200
AOT13P1902A,20190104,0.1,0.1,0.09,0.09,724600
AOT13P1905A,20190104,0.42,0.43,0.39,0.39,4421000
AOT16C1912A,20190104,0.74,0.74,0.74,0.74,100
AOT19C1901A,20190104,0.07,0.09,0.07,0.09,2100900
AOT19P1903A,20190104,0.13,0.13,0.12,0.12,2584700
AOT23C1906A,20190104,0.34,0.36,0.34,0.36,3879400
AOT27C1902A,20190104,0.11,0.12,0.11,0.12,840000
AOT27P1903A,20190104,0.32,0.32,0.31,0.31,405000
AOT28C1902A,20190104,0.18,0.22,0.18,0.22,6669600
AOT28C1905A,20190104,0.23,0.25,0.23,0.24,6701100
AOT42C1903A,20190104,0.13,0.14,0.13,0.14,1020000
AP01C1903A,20190104,0.02,0.02,0.01,0.02,70200
AP19C1906A,20190104,0.18,0.2,0.18,0.19,933500
AP42P1901A,20190104,1.09,1.17,1.09,1.12,562400
BANP01C1903A,20190104,0.05,0.07,0.05,0.07,2293100
BANP01C1903B,20190104,0.02,0.02,0.02,0.02,1030000
BANP01C1905A,20190104,0.23,0.31,0.23,0.31,30592100
BANP01C1905B,20190104,0.17,0.24,0.16,0.22,30756500
BANP01P1903A,20190104,1.31,1.33,1.12,1.12,8584600
BANP01P1903B,20190104,1,1.03,0.79,0.79,5030400
BANP01P1905A,20190104,0.73,0.75,0.6,0.6,9382000
BANP07C1904A,20190104,0.04,0.05,0.04,0.05,12600
BANP08C1904A,20190104,0.05,0.07,0.05,0.07,549600
BANP08P1901A,20190104,0.64,0.68,0.38,0.38,2372600
BANP11C1902A,20190104,0.02,0.02,0.02,0.02,100
BANP11C1909A,20190104,0.13,0.16,0.13,0.16,4162400
BANP13C1902A,20190104,0.01,0.01,0.01,0.01,511100
BANP13C1904A,20190104,0.07,0.11,0.07,0.11,14881500
BANP13C1906A,20190104,0.26,0.35,0.25,0.34,27713500
BANP16C1912A,20190104,0.35,0.41,0.34,0.41,474700
BANP19C1902A,20190104,0.01,0.02,0.01,0.02,540000
BANP19C1906A,20190104,0.22,0.3,0.21,0.3,5944100
BANP23C1906A,20190104,0.13,0.17,0.13,0.17,5000000
BANP24C1907A,20190104,0.11,0.11,0.11,0.11,20000
BANP24P1901A,20190104,0.33,0.33,0.23,0.23,245000
BANP27C1904A,20190104,0.06,0.08,0.06,0.08,840000
BANP28C1903A,20190104,0.01,0.02,0.01,0.02,2000000
BANP28C1905A,20190104,0.08,0.11,0.08,0.11,5370500
BANP42P1903A,20190104,1.02,1.04,0.87,0.87,1828000
BBL06C1902A,20190104,0.43,0.43,0.38,0.38,2344100
BBL08C1902A,20190104,0.18,0.18,0.15,0.16,4378300
BBL08P1904A,20190104,0.32,0.34,0.32,0.33,2318200
BBL11C1903A,20190104,0.14,0.14,0.13,0.14,3091100
BBL11P1903A,20190104,0.05,0.05,0.05,0.05,6000
BBL13C1901A,20190104,0.07,0.07,0.07,0.07,736400
BBL13C1905A,20190104,0.25,0.25,0.23,0.24,4935300
BBL19P1904A,20190104,0.27,0.29,0.27,0.28,4324000
BBL23C1906A,20190104,0.22,0.22,0.21,0.22,5476600
BBL24C1907A,20190104,0.17,0.17,0.17,0.17,1000
BBL24P1904A,20190104,0.29,0.3,0.29,0.3,24000
BBL27C1904A,20190104,0.26,0.26,0.26,0.26,270000
BBL27P1904A,20190104,0.48,0.5,0.48,0.49,720000
BBL28C1904A,20190104,0.16,0.16,0.16,0.16,3899700
BBL42C1903A,20190104,0.11,0.11,0.11,0.11,612000
BCH01C1902A,20190104,0.09,0.09,0.05,0.06,33150600
BCH01C1902B,20190104,0.01,0.02,0.01,0.02,50100
BCH01P1902A,20190104,0.77,0.98,0.77,0.86,15347400
BCH06C1903A,20190104,0.03,0.04,0.03,0.04,1362500
BCH08C1901A,20190104,0.02,0.02,0.02,0.02,200000
BCH11C1905A,20190104,0.08,0.09,0.07,0.08,2689100
BCH13C1905A,20190104,0.09,0.09,0.06,0.07,19975900
BCH19C1903A,20190104,0.09,0.09,0.05,0.07,8565500
BCH27C1902A,20190104,0.2,0.2,0.13,0.17,26245400
BCH28C1904A,20190104,0.04,0.05,0.04,0.04,1254600
BCH28C1905A,20190104,0.07,0.07,0.04,0.05,9984200
BCP01C1903A,20190104,0.1,0.11,0.1,0.11,20926900
BCP01P1903A,20190104,0.48,0.48,0.47,0.47,1300200
BCP11C1909A,20190104,0.15,0.16,0.15,0.16,540000
BCP13C1902A,20190104,0.04,0.04,0.03,0.03,301600
BCP19C1906A,20190104,0.25,0.27,0.25,0.27,1300000
BCP28C1904A,20190104,0.11,0.13,0.11,0.13,3850600
BCPG01C1904A,20190104,0.1,0.1,0.1,0.1,5853600
BCPG06C1903A,20190104,0.1,0.11,0.1,0.1,1851000
BCPG08C1904B,20190104,0.07,0.07,0.07,0.07,1189000
BCPG11C1910A,20190104,0.29,0.31,0.28,0.3,3980000
BCPG13C1904A,20190104,0.08,0.09,0.08,0.09,44100
BCPG13C1905A,20190104,0.2,0.22,0.2,0.22,69871500
BCPG19C1906A,20190104,0.3,0.32,0.3,0.32,3943300
BCPG28C1904A,20190104,0.08,0.08,0.08,0.08,204800
BDMS01C1905A,20190104,0.2,0.22,0.2,0.21,6200400
BDMS01C1905B,20190104,0.14,0.15,0.14,0.15,4181500
BDMS01P1905A,20190104,0.29,0.3,0.27,0.28,3444300
BDMS06C1903A,20190104,0.05,0.05,0.05,0.05,625000
BDMS08C1901A,20190104,0.01,0.01,0.01,0.01,779800
BDMS08C1905A,20190104,0.14,0.14,0.14,0.14,1745600
BDMS13C1903A,20190104,0.09,0.1,0.09,0.1,1672900
BDMS19C1901A,20190104,0.05,0.06,0.05,0.06,871100
BDMS19C1905A,20190104,0.45,0.5,0.45,0.47,1641800
BDMS23C1906A,20190104,0.37,0.41,0.37,0.41,4815000
BDMS24C1909A,20190104,0.5,0.5,0.47,0.47,2000
BDMS42P1904A,20190104,0.15,0.15,0.15,0.15,122500
BEAU01C1901A,20190104,0.02,0.02,0.02,0.02,241300
BEAU01C1901B,20190104,0.01,0.02,0.01,0.02,1081500
BEAU01C1902A,20190104,0.17,0.21,0.14,0.21,22543800
BEAU01C1902B,20190104,0.07,0.08,0.06,0.08,2862800
BEAU01P1902A,20190104,1.22,1.3,1.1,1.1,23658800
BEAU06C1904A,20190104,0.39,0.45,0.34,0.45,3999900
BEAU08C1902A,20190104,0.05,0.06,0.05,0.06,41000
BEAU11C1902A,20190104,0.01,0.02,0.01,0.02,206200
BEAU13C1904A,20190104,0.03,0.04,0.03,0.04,2864200
BEAU13C1904B,20190104,0.18,0.21,0.15,0.21,52734000
BEAU13C1906A,20190104,0.49,0.56,0.44,0.56,58520900
BEAU19C1901A,20190104,0.03,0.03,0.02,0.03,326100
BEAU19C1902A,20190104,0.01,0.02,0.01,0.02,200
BEAU19C1906A,20190104,0.58,0.65,0.53,0.65,7212300
BEAU23C1906A,20190104,0.09,0.1,0.08,0.1,2505000
BEAU24C1903A,20190104,0.07,0.07,0.07,0.07,100
BEAU28C1904A,20190104,0.11,0.14,0.1,0.14,7249800
BEM01C1902A,20190104,0.65,0.65,0.6,0.61,14460300
BEM01C1902B,20190104,0.53,0.53,0.46,0.47,25696500
BEM01P1902A,20190104,0.08,0.1,0.08,0.09,15385800
BEM07C1903A,20190104,0.44,0.44,0.44,0.44,2500
BEM08C1903A,20190104,0.42,0.42,0.37,0.4,3065000
BEM11C1903A,20190104,0.38,0.38,0.33,0.34,1979800
BEM13C1901A,20190104,0.48,0.48,0.48,0.48,1000
BEM13C1905A,20190104,0.48,0.48,0.44,0.45,49886800
BEM13C1905B,20190104,0.15,0.16,0.15,0.15,5704800
BEM19C1901A,20190104,0.63,0.63,0.55,0.57,3307800
BEM23C1901A,20190104,0.27,0.3,0.27,0.3,410000
BEM24C1902A,20190104,0.32,0.34,0.28,0.34,750100
BEM27P1905A,20190104,0.1,0.1,0.09,0.1,2595000
BEM28C1905A,20190104,0.31,0.31,0.27,0.28,23875600
BEM42C1904A,20190104,0.38,0.38,0.35,0.35,4352200
BEM42P1904A,20190104,0.05,0.05,0.05,0.05,100
BGRI01C1901A,20190104,1.02,1.1,1.02,1.06,547300
BGRI01C1901B,20190104,0.49,0.56,0.49,0.52,1099200
BGRI01C1903A,20190104,0.31,0.32,0.3,0.31,12916500
BGRI01C1903B,20190104,0.16,0.18,0.16,0.17,24326900
BGRI06C1903A,20190104,0.81,0.88,0.81,0.88,858000
BGRI08C1902A,20190104,0.48,0.54,0.48,0.54,619000
BGRI08C1904A,20190104,0.17,0.18,0.16,0.18,2325900
BGRI11C1909A,20190104,0.31,0.33,0.31,0.32,1040000
BGRI13C1904A,20190104,0.21,0.21,0.2,0.2,6329500
BGRI19C1901A,20190104,0.3,0.35,0.3,0.35,667600
BGRI19C1903A,20190104,0.14,0.15,0.14,0.15,4203700
BGRI24C1901A,20190104,0.29,0.32,0.29,0.32,3000
BGRI24C1902A,20190104,0.11,0.11,0.11,0.11,100
BGRI27C1905A,20190104,0.18,0.2,0.18,0.19,370000
BGRI28C1905A,20190104,0.19,0.21,0.19,0.19,5182600
BH01C1905A,20190104,0.3,0.3,0.27,0.27,2437000
BH01C1905B,20190104,0.22,0.22,0.2,0.2,3634900
BH01P1905A,20190104,0.65,0.71,0.65,0.69,5442000
BH08C1902A,20190104,0.27,0.27,0.22,0.22,1098000
BH11C1902A,20190104,0.01,0.01,0.01,0.01,9900
BH11C1905A,20190104,0.48,0.48,0.43,0.43,641000
BH13C1901A,20190104,0.21,0.21,0.15,0.16,3444900
BH13C1906A,20190104,0.74,0.74,0.66,0.67,9465700
BH19C1901A,20190104,0.19,0.19,0.14,0.14,10793400
BH27C1905A,20190104,0.15,0.15,0.15,0.15,360000
BIG08C1906A,20190104,0.01,0.01,0.01,0.01,1092800
BJC01C1906A,20190104,0.35,0.38,0.33,0.37,28188600
BJC01C1906B,20190104,0.24,0.28,0.23,0.27,29169500
BJC01P1906A,20190104,0.83,0.86,0.76,0.76,19438300
BJC06C1903A,20190104,0.08,0.1,0.07,0.09,2000700
BJC11C1905A,20190104,0.09,0.1,0.08,0.1,1580000
BJC13C1902A,20190104,0.02,0.02,0.02,0.02,100000
BJC13C1903A,20190104,0.07,0.07,0.06,0.06,845100
BJC13C1906A,20190104,0.21,0.22,0.19,0.22,15457300
BJC19C1902A,20190104,0.02,0.03,0.02,0.03,503400
BJC27C1905A,20190104,0.12,0.13,0.11,0.12,853600
BJC28C1904A,20190104,0.06,0.06,0.05,0.06,4290000
BLA08C1904A,20190104,0.05,0.05,0.05,0.05,180000
BLA11C1909A,20190104,0.08,0.08,0.07,0.07,330600
BLA13C1908A,20190104,0.21,0.22,0.2,0.21,3300800
BLA19C1903A,20190104,0.03,0.03,0.03,0.03,140000
BLA19C1906A,20190104,0.09,0.09,0.09,0.09,160000
BLA24C1903A,20190104,0.01,0.01,0.01,0.01,1100
BLA27C1905A,20190104,0.09,0.09,0.09,0.09,120000
BLA28C1906A,20190104,0.15,0.16,0.14,0.15,1023000
BLAN01C1903A,20190104,0.09,0.09,0.09,0.09,50000
BLAN01P1903A,20190104,0.79,0.79,0.77,0.77,289400
BLAN19C1906A,20190104,0.15,0.15,0.15,0.15,852600
BPP01C1903A,20190104,0.08,0.08,0.08,0.08,1326800
BPP01P1903A,20190104,0.41,0.43,0.4,0.4,1191000
BPP11C1910A,20190104,0.4,0.42,0.4,0.41,1353000
BPP19C1903A,20190104,0.13,0.14,0.13,0.14,644600
BPP28C1904A,20190104,0.13,0.14,0.13,0.14,1731200
BTS01C1903A,20190104,0.34,0.36,0.34,0.35,2132000
BTS01C1903B,20190104,0.2,0.2,0.2,0.2,200
BTS01P1903A,20190104,0.27,0.27,0.27,0.27,30000
BTS11C1910A,20190104,0.29,0.29,0.29,0.29,210000
BTS19C1901A,20190104,0.1,0.11,0.1,0.11,740200
BTS23C1905A,20190104,1.62,1.63,1.62,1.63,400200
BTS28C1902A,20190104,0.08,0.08,0.08,0.08,25000
BTS28C1905A,20190104,0.22,0.22,0.22,0.22,1024000
CBG01C1902A,20190104,0.03,0.03,0.03,0.03,750200
CBG01C1902B,20190104,0.02,0.02,0.02,0.02,190500
CBG01P1905A,20190104,1.64,1.73,1.47,1.47,5328300
CBG06C1903A,20190104,0.02,0.04,0.02,0.04,909900
CBG06P1903A,20190104,2.16,2.2,1.77,1.78,3757000
CBG11C1902A,20190104,0.01,0.02,0.01,0.02,400100
CBG13C1901A,20190104,0.01,0.01,0.01,0.01,95000
CBG13C1905A,20190104,0.12,0.16,0.1,0.16,16572000
CBG16C1912A,20190104,0.33,0.37,0.3,0.37,912200
CBG19C1906A,20190104,0.18,0.23,0.17,0.23,6235200
CBG28C1906A,20190104,0.16,0.21,0.14,0.21,10216300
CENT01C1903A,20190104,0.35,0.35,0.31,0.31,6916000
CENT01C1903B,20190104,0.19,0.19,0.15,0.15,11252200
CENT01P1903A,20190104,0.36,0.41,0.36,0.41,7453300
CENT06C1904A,20190104,0.06,0.06,0.05,0.05,214100
CENT11C1904A,20190104,0.04,0.04,0.04,0.04,20000
CENT11C1909A,20190104,0.3,0.3,0.28,0.28,2846500
CENT19C1901A,20190104,0.01,0.01,0.01,0.01,100000
CENT19C1904A,20190104,0.27,0.27,0.25,0.26,2145800
CENT27C1905A,20190104,0.26,0.26,0.23,0.24,1290000
CHG01C1903A,20190104,0.04,0.05,0.04,0.05,714000
CHG01C1903B,20190104,0.01,0.01,0.01,0.01,1000
CHG01P1903A,20190104,0.93,0.98,0.91,0.92,8897400
CHG19C1906A,20190104,0.19,0.19,0.17,0.19,2528000
CHG24C1911A,20190104,0.48,0.49,0.44,0.49,606500
CK01C1902A,20190104,0.16,0.16,0.16,0.16,4511100
CK01P1902A,20190104,0.31,0.31,0.31,0.31,10000
CK19C1903A,20190104,0.12,0.12,0.12,0.12,681300
CKP01C1906A,20190104,0.27,0.29,0.27,0.27,7523800
CKP01C1906B,20190104,0.19,0.2,0.19,0.19,11880800
