<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
CPAL11P1903A,20190107,0.31,0.31,0.29,0.29,4916500
CPAL13C1901A,20190107,0.13,0.14,0.12,0.14,10581900
CPAL13C1903A,20190107,0.67,0.67,0.64,0.66,24259700
CPAL13P1902A,20190107,0.06,0.06,0.05,0.06,1055600
CPAL16C1912A,20190107,0.98,0.98,0.97,0.97,42900
CPAL19C1902A,20190107,0.22,0.24,0.22,0.24,2821100
CPAL19P1903A,20190107,0.11,0.11,0.1,0.11,255300
CPAL23C1906A,20190107,0.55,0.56,0.55,0.56,4400000
CPAL24C1903A,20190107,0.18,0.18,0.18,0.18,50100
CPAL24C1904A,20190107,0.63,0.65,0.63,0.64,194300
CPAL27C1903A,20190107,0.27,0.28,0.27,0.28,658000
CPAL27P1905A,20190107,0.33,0.33,0.32,0.32,92000
CPAL28C1904A,20190107,0.43,0.44,0.43,0.44,10472600
CPAL42C1904A,20190107,0.37,0.39,0.37,0.38,1214100
CPF01C1902A,20190107,0.15,0.16,0.15,0.15,7775000
CPF01P1902A,20190107,0.35,0.35,0.34,0.34,1492900
CPF01P1902B,20190107,0.18,0.18,0.17,0.17,2587200
CPF08C1904A,20190107,0.13,0.13,0.12,0.12,1508800
CPF11C1902A,20190107,0.02,0.02,0.01,0.01,900
CPF11C1910A,20190107,0.54,0.54,0.54,0.54,160000
CPF11P1902A,20190107,0.1,0.1,0.09,0.09,140000
CPF13C1903A,20190107,0.29,0.31,0.29,0.31,226200
CPF13C1905A,20190107,0.15,0.15,0.15,0.15,50000
CPF19C1904A,20190107,0.4,0.43,0.4,0.43,546400
CPN01C1902A,20190107,0.22,0.24,0.2,0.23,6666000
CPN01C1902B,20190107,0.05,0.06,0.05,0.06,1790000
CPN01P1902A,20190107,0.99,1.04,0.95,0.95,2593000
CPN06C1903A,20190107,0.25,0.27,0.23,0.26,3114800
CPN08C1903A,20190107,0.16,0.17,0.16,0.17,560600
CPN11C1910A,20190107,0.48,0.5,0.46,0.49,3902200
CPN11P1903A,20190107,0.11,0.11,0.09,0.09,884600
CPN13C1903A,20190107,0.19,0.2,0.18,0.2,6336900
CPN19C1901A,20190107,0.04,0.05,0.04,0.05,100200
CPN27C1903A,20190107,0.1,0.1,0.1,0.1,720000
CPN28C1904A,20190107,0.17,0.18,0.16,0.17,3628200
DELT06C1903A,20190107,0.66,0.66,0.64,0.64,150000
DTAC01C1902A,20190107,0.63,0.66,0.63,0.65,7781900
DTAC01C1902B,20190107,0.32,0.34,0.32,0.33,15248100
DTAC01C1905A,20190107,0.44,0.46,0.44,0.45,4909200
DTAC01C1905B,20190107,0.33,0.35,0.33,0.34,14631800
DTAC01P1902A,20190107,0.39,0.4,0.38,0.4,9409700
DTAC01P1902B,20190107,0.14,0.14,0.14,0.14,4812000
DTAC01P1905A,20190107,0.86,0.87,0.85,0.86,6083700
DTAC06C1903A,20190107,0.23,0.24,0.23,0.23,724000
DTAC06P1903A,20190107,0.32,0.32,0.3,0.31,755200
DTAC08C1903A,20190107,0.2,0.21,0.2,0.2,1840000
DTAC11C1904A,20190107,0.16,0.17,0.16,0.16,1382600
DTAC13C1902A,20190107,0.08,0.08,0.08,0.08,1843000
DTAC13C1904A,20190107,0.32,0.34,0.32,0.33,7885000
DTAC13P1903A,20190107,0.26,0.26,0.24,0.24,2528000
DTAC19C1904A,20190107,0.35,0.37,0.35,0.36,4869000
DTAC23C1906A,20190107,0.29,0.29,0.29,0.29,3915000
DTAC27C1903A,20190107,0.16,0.17,0.16,0.17,840000
DTAC27P1903A,20190107,0.24,0.24,0.23,0.23,540000
DTAC28C1902A,20190107,0.09,0.1,0.09,0.09,1024000
DTAC28C1905A,20190107,0.33,0.35,0.33,0.34,5088000
DTAC42C1903A,20190107,0.2,0.21,0.2,0.21,1962000
EA07C1903A,20190107,0.45,0.49,0.44,0.46,2373400
EA08C1903A,20190107,0.38,0.4,0.38,0.39,3935700
EA08C1903B,20190107,0.13,0.14,0.13,0.14,2627600
EA11C1902A,20190107,0.06,0.07,0.05,0.06,3037300
EA13C1901A,20190107,0.02,0.02,0.02,0.02,1551200
EA13C1903A,20190107,0.12,0.13,0.11,0.12,5648200
EA13C1905A,20190107,0.34,0.36,0.34,0.35,8776200
EA19C1902A,20190107,0.24,0.26,0.24,0.25,9191500
EA23C1901A,20190107,0.21,0.23,0.21,0.22,7176600
EA28C1902A,20190107,0.03,0.04,0.03,0.04,285000
EA28C1905A,20190107,0.32,0.34,0.32,0.33,11860200
EGCO01C1903A,20190107,0.71,0.71,0.65,0.65,6102000
EGCO01C1903B,20190107,0.46,0.46,0.4,0.41,14189100
EGCO19C1901A,20190107,0.26,0.26,0.23,0.23,3916000
EGCO24C1901A,20190107,0.01,0.02,0.01,0.02,198100
EPG01C1903A,20190107,0.09,0.11,0.09,0.09,2742100
EPG01C1903B,20190107,0.04,0.04,0.04,0.04,3000
EPG01P1903A,20190107,1.37,1.37,1.27,1.35,3229100
EPG11C1903A,20190107,0.11,0.13,0.11,0.11,2294200
EPG13C1905A,20190107,0.17,0.21,0.17,0.18,9139100
EPG19C1904A,20190107,0.12,0.14,0.12,0.12,1696000
EPG28C1904A,20190107,0.1,0.12,0.1,0.1,4725700
ERW19C1902A,20190107,0.07,0.1,0.07,0.09,2413100
ERW19C1906A,20190107,0.42,0.5,0.42,0.48,3193800
ERW24C1904A,20190107,0.11,0.13,0.11,0.13,5700
ESSO01C1906A,20190107,0.24,0.27,0.23,0.26,17695800
ESSO01C1906B,20190107,0.18,0.21,0.18,0.2,10076600
ESSO01P1906A,20190107,0.78,0.78,0.73,0.73,2971800
ESSO11C1905A,20190107,0.15,0.18,0.15,0.18,2436000
ESSO13C1903A,20190107,0.05,0.05,0.04,0.04,40600
ESSO13C1905A,20190107,0.13,0.16,0.13,0.16,7535000
ESSO19C1906A,20190107,0.22,0.25,0.22,0.25,3202400
ESSO28C1903A,20190107,0.01,0.01,0.01,0.01,300
ESSO28C1904A,20190107,0.1,0.1,0.09,0.1,650100
GFPT08C1906A,20190107,0.19,0.21,0.19,0.21,813000
GFPT13C1902A,20190107,0.02,0.02,0.02,0.02,100000
GFPT19C1903A,20190107,0.07,0.08,0.07,0.08,640000
GGC13C1902A,20190107,0.02,0.02,0.02,0.02,900000
GGC13C1905A,20190107,0.21,0.21,0.2,0.2,781000
GGC13C1908A,20190107,0.27,0.28,0.26,0.27,8499500
GGC19C1902A,20190107,0.11,0.11,0.1,0.1,301800
GGC19C1906A,20190107,0.7,0.72,0.68,0.7,1140000
GGC28C1905A,20190107,0.17,0.17,0.16,0.17,1521100
GLOB01C1903A,20190107,0.33,0.34,0.24,0.29,19042600
GLOB01C1903B,20190107,0.19,0.19,0.12,0.16,25005800
GLOB11C1906A,20190107,0.19,0.19,0.14,0.16,2170200
GLOB19C1901A,20190107,0.13,0.13,0.06,0.09,9333100
GLOB23C1906A,20190107,0.26,0.26,0.19,0.23,11595100
GLOB24C1906A,20190107,0.17,0.17,0.14,0.15,1600000
GLOW13C1905A,20190107,0.66,0.67,0.66,0.66,1456400
GLOW19C1901A,20190107,0.04,0.04,0.04,0.04,100
GLOW19C1906A,20190107,1.02,1.02,1.01,1.01,360000
GPSC01C1902A,20190107,0.13,0.14,0.13,0.13,4100100
GPSC01C1902B,20190107,0.03,0.03,0.03,0.03,100
GPSC01C1905A,20190107,0.66,0.71,0.66,0.69,7055800
GPSC01C1905B,20190107,0.56,0.6,0.55,0.58,5528400
GPSC01P1902A,20190107,1.52,1.52,1.43,1.46,6777100
GPSC06C1903A,20190107,0.46,0.46,0.38,0.41,7319600
GPSC11C1909A,20190107,0.51,0.55,0.51,0.53,1910700
GPSC13C1903A,20190107,0.09,0.1,0.09,0.1,1963200
GPSC13C1904A,20190107,0.38,0.43,0.38,0.41,11426300
GPSC19C1905A,20190107,0.57,0.63,0.57,0.6,4157700
GPSC24C1904B,20190107,0.39,0.42,0.39,0.4,1593000
GPSC28C1903A,20190107,0.06,0.06,0.06,0.06,200
GPSC28C1904A,20190107,0.29,0.33,0.29,0.32,4130500
GULF13C1906A,20190107,0.83,0.86,0.81,0.85,29067600
GUNK08C1902A,20190107,0.05,0.05,0.05,0.05,100000
GUNK13C1903A,20190107,0.11,0.11,0.1,0.11,935400
GUNK13C1905A,20190107,0.26,0.27,0.25,0.27,1784300
GUNK19C1903A,20190107,0.26,0.26,0.24,0.24,810400
GUNK19C1906A,20190107,0.24,0.25,0.23,0.25,2772500
GUNK24C1903A,20190107,0.12,0.12,0.12,0.12,307000
GUNK27C1905A,20190107,0.21,0.21,0.21,0.21,660000
GUNK28C1903A,20190107,0.12,0.12,0.11,0.11,742000
HANA01C1905A,20190107,0.16,0.16,0.15,0.16,4696700
HANA01C1905B,20190107,0.12,0.12,0.11,0.11,480200
HANA08C1903A,20190107,0.05,0.05,0.05,0.05,19800
HANA11C1904A,20190107,0.04,0.04,0.04,0.04,200
HANA13C1905A,20190107,0.1,0.1,0.09,0.09,3898900
HANA19C1906A,20190107,0.23,0.23,0.22,0.22,681500
HANA28C1904A,20190107,0.07,0.08,0.07,0.07,635800
HMPR01C1902A,20190107,0.3,0.35,0.29,0.33,12666700
HMPR01C1902B,20190107,0.18,0.22,0.17,0.2,11293000
HMPR01P1902A,20190107,0.26,0.28,0.22,0.23,6397300
HMPR11C1906A,20190107,0.14,0.17,0.14,0.16,1440100
HMPR13C1905A,20190107,0.18,0.22,0.18,0.21,11160600
HMPR19C1901A,20190107,0.2,0.25,0.18,0.24,6383200
HMPR27C1905A,20190107,0.23,0.28,0.23,0.27,1350000
HMPR27P1905A,20190107,0.29,0.29,0.26,0.26,495000
HMPR28C1903A,20190107,0.09,0.12,0.09,0.11,8668800
INTU01C1903A,20190107,0.15,0.17,0.15,0.17,8989700
INTU01C1903B,20190107,0.04,0.04,0.03,0.04,237700
INTU01P1903A,20190107,0.91,0.92,0.89,0.89,4268500
INTU01P1903B,20190107,0.62,0.65,0.6,0.6,4354300
INTU11C1905A,20190107,0.05,0.05,0.05,0.05,507000
INTU11P1905A,20190107,0.31,0.32,0.31,0.31,721000
INTU13C1904A,20190107,0.16,0.17,0.15,0.17,5622100
INTU19C1906A,20190107,0.33,0.35,0.33,0.35,1259800
INTU24C1909A,20190107,0.18,0.18,0.18,0.18,100000
INTU28C1905A,20190107,0.28,0.29,0.28,0.29,4897600
INTU42P1904A,20190107,0.36,0.38,0.36,0.36,860800
IRPC01C1903A,20190107,0.11,0.12,0.11,0.12,8761000
IRPC01C1903B,20190107,0.04,0.04,0.04,0.04,1053000
IRPC01C1906A,20190107,0.31,0.32,0.31,0.32,7788600
IRPC01C1906B,20190107,0.27,0.27,0.27,0.27,17152400
IRPC01P1903A,20190107,0.63,0.63,0.62,0.62,4124200
IRPC01P1903B,20190107,0.44,0.44,0.43,0.43,5877000
IRPC06C1903A,20190107,0.09,0.09,0.09,0.09,1780000
IRPC08C1902A,20190107,0.05,0.05,0.05,0.05,10600
IRPC11C1905A,20190107,0.12,0.12,0.12,0.12,824000
IRPC13C1903A,20190107,0.13,0.14,0.13,0.14,6610600
IRPC19C1901A,20190107,0.03,0.03,0.03,0.03,15000
IRPC19C1905A,20190107,0.23,0.23,0.23,0.23,3288900
IRPC24C1904A,20190107,0.14,0.14,0.14,0.14,30000
IRPC27C1903A,20190107,0.07,0.07,0.07,0.07,840000
IRPC27P1905A,20190107,0.32,0.32,0.31,0.31,540000
IRPC28C1904A,20190107,0.13,0.13,0.13,0.13,511500
ITD06C1904A,20190107,0.02,0.03,0.02,0.03,642000
ITD13C1908A,20190107,0.21,0.23,0.21,0.22,8080900
ITD19C1906A,20190107,0.21,0.23,0.21,0.22,839800
ITD28C1907A,20190107,0.18,0.2,0.18,0.19,4552900
IVL01C1903A,20190107,0.31,0.32,0.28,0.28,9739900
IVL01C1903B,20190107,0.16,0.16,0.15,0.15,10308200
IVL01C1905A,20190107,0.52,0.53,0.49,0.5,9198500
IVL01C1905B,20190107,0.43,0.43,0.4,0.4,13341600
IVL01P1903A,20190107,0.91,0.95,0.91,0.95,6363200
IVL01P1903B,20190107,0.59,0.63,0.58,0.63,5210600
IVL01P1905A,20190107,0.63,0.66,0.62,0.66,9228700
IVL06C1903A,20190107,0.27,0.27,0.23,0.23,1638000
IVL08C1901A,20190107,0.08,0.08,0.08,0.08,120000
IVL08C1905A,20190107,0.38,0.38,0.36,0.36,1555900
IVL08P1903A,20190107,0.36,0.39,0.36,0.39,1745500
IVL11C1906A,20190107,0.22,0.22,0.2,0.2,1379000
IVL13C1903A,20190107,0.14,0.14,0.12,0.12,1825300
IVL13C1904A,20190107,0.33,0.33,0.3,0.3,7755400
IVL13P1902A,20190107,0.13,0.14,0.13,0.14,2519300
IVL13P1903A,20190107,0.13,0.14,0.13,0.14,2402900
IVL19C1903A,20190107,0.25,0.25,0.23,0.23,1780400
IVL19P1903A,20190107,0.19,0.21,0.19,0.2,3807800
IVL23C1906A,20190107,0.36,0.36,0.35,0.35,3970000
IVL27C1902A,20190107,0.09,0.09,0.08,0.08,960000
IVL28C1903A,20190107,0.24,0.24,0.22,0.22,3297900
IVL28P1904A,20190107,0.22,0.24,0.22,0.24,2223800
IVL42C1903A,20190107,0.12,0.12,0.12,0.12,204000
KBAN01C1901A,20190107,0.45,0.48,0.44,0.48,11702200
KBAN01C1901B,20190107,0.01,0.01,0.01,0.01,5000
KBAN01C1904A,20190107,0.19,0.2,0.19,0.2,4486300
KBAN01C1904B,20190107,0.08,0.08,0.08,0.08,403000
KBAN01C1907A,20190107,0.89,0.93,0.89,0.92,10462600
KBAN01C1907B,20190107,0.75,0.79,0.75,0.79,10221800
KBAN01P1901A,20190107,1.04,1.04,0.99,0.99,2707400
KBAN01P1904A,20190107,0.91,0.91,0.89,0.89,3190200
KBAN01P1904B,20190107,0.62,0.62,0.6,0.6,4112200
KBAN01P1907A,20190107,0.96,0.96,0.93,0.93,4793200
KBAN06C1903A,20190107,0.2,0.22,0.19,0.22,2806900
KBAN08C1903A,20190107,0.03,0.03,0.03,0.03,5000
KBAN13C1904A,20190107,0.1,0.1,0.1,0.1,2365200
KBAN13C1904B,20190107,0.31,0.33,0.31,0.33,9818400
KBAN13P1905A,20190107,0.77,0.78,0.75,0.75,10065800
KBAN19C1906A,20190107,0.6,0.62,0.6,0.62,5525400
KBAN19P1904A,20190107,0.67,0.67,0.63,0.64,4165300
KBAN24P1907A,20190107,0.53,0.53,0.5,0.5,9000
KBAN27C1903A,20190107,0.07,0.07,0.07,0.07,720000
KBAN28C1904A,20190107,0.05,0.05,0.05,0.05,110000
KBAN28C1905A,20190107,0.27,0.28,0.27,0.28,5965200
KBAN28P1904A,20190107,0.5,0.5,0.48,0.49,4280000
KCE01C1903A,20190107,0.02,0.02,0.01,0.02,6900800
KCE01C1906A,20190107,0.27,0.3,0.27,0.29,7023300
KCE01C1906B,20190107,0.21,0.24,0.21,0.23,11344600
KCE08C1905A,20190107,0.19,0.23,0.19,0.22,2516300
KCE11C1904A,20190107,0.03,0.03,0.03,0.03,100
KCE11C1906A,20190107,0.2,0.23,0.2,0.22,980600
KCE13C1903A,20190107,0.02,0.02,0.02,0.02,100
KCE13C1904A,20190107,0.03,0.04,0.03,0.03,3744700
KCE13C1905A,20190107,0.13,0.16,0.13,0.15,6637200
KCE19C1906A,20190107,0.28,0.31,0.28,0.3,4467200
KCE24C1904A,20190107,0.02,0.02,0.02,0.02,350000
KCE28C1905A,20190107,0.15,0.17,0.15,0.16,7340500
KKP01C1902A,20190107,0.19,0.2,0.19,0.2,2342200
KKP08C1904A,20190107,0.16,0.17,0.16,0.17,900200
KKP13C1903A,20190107,0.15,0.17,0.15,0.17,4129400
KKP19C1901A,20190107,0.03,0.03,0.03,0.03,100
KKP19C1906A,20190107,0.53,0.56,0.53,0.56,1430800
KKP24C1906A,20190107,0.23,0.23,0.23,0.23,14900
KKP28C1905A,20190107,0.25,0.28,0.25,0.28,1701800
KTB01C1903A,20190107,0.28,0.29,0.28,0.29,5679000
KTB01C1903B,20190107,0.19,0.19,0.19,0.19,17037400
KTB01P1903A,20190107,0.43,0.43,0.42,0.42,1063000
KTB01P1903B,20190107,0.32,0.33,0.32,0.32,810000
KTB06C1902A,20190107,0.19,0.19,0.19,0.19,660000
KTB08C1903A,20190107,0.15,0.15,0.15,0.15,220100
KTB11C1909A,20190107,0.24,0.24,0.24,0.24,160100
KTB13C1903A,20190107,0.14,0.14,0.13,0.14,4143300
KTB19C1901A,20190107,0.13,0.15,0.13,0.15,309000
KTB23C1906A,20190107,0.31,0.31,0.31,0.31,1266000
KTB27C1905A,20190107,0.24,0.24,0.24,0.24,90000
KTB28C1903A,20190107,0.09,0.1,0.09,0.1,680000
KTB42C1903A,20190107,0.16,0.16,0.16,0.16,202000
KTC01C1901A,20190107,0.26,0.29,0.26,0.27,26810200
KTC01C1901B,20190107,0.09,0.09,0.09,0.09,711600
KTC08C1903A,20190107,0.24,0.25,0.23,0.25,2609800
KTC11C1902A,20190107,0.63,0.69,0.61,0.68,402600
KTC13C1903A,20190107,0.13,0.14,0.13,0.14,17178300
KTC13C1906A,20190107,0.28,0.31,0.28,0.31,52253600
KTC19C1901A,20190107,0.27,0.32,0.27,0.32,3601500
KTC19C1903A,20190107,0.12,0.14,0.12,0.12,1625200
KTC19P1903A,20190107,0.31,0.31,0.26,0.27,10056900
KTC27C1903A,20190107,0.24,0.26,0.24,0.25,1689000
KTC27P1903A,20190107,0.17,0.17,0.16,0.16,452300
KTC27P1905A,20190107,0.44,0.44,0.42,0.42,1762000
KTC28C1905A,20190107,0.31,0.33,0.31,0.32,10792000
LH01C1903A,20190107,0.1,0.1,0.1,0.1,4828200
LH01C1903B,20190107,0.05,0.05,0.05,0.05,520000
LH01P1903A,20190107,0.52,0.52,0.51,0.51,1797000
LH13C1902A,20190107,0.06,0.06,0.06,0.06,218400
LH13C1906A,20190107,0.19,0.19,0.19,0.19,1220600
LH19C1906A,20190107,0.36,0.38,0.36,0.37,2380600
LH27C1905A,20190107,0.12,0.13,0.12,0.13,120500
LH27P1905A,20190107,0.34,0.34,0.33,0.33,450000
LPN01C1905A,20190107,0.05,0.05,0.05,0.05,500
LPN08C1908A,20190107,0.25,0.25,0.25,0.25,861800
LPN13C1908A,20190107,0.33,0.34,0.33,0.33,1891400
LPN19C1906A,20190107,0.23,0.24,0.23,0.23,823400
LPN24C1908A,20190107,0.03,0.03,0.03,0.03,500
LPN28C1907A,20190107,0.26,0.27,0.26,0.26,2332200
MAJO19C1904A,20190107,0.15,0.19,0.15,0.19,2779900
MEGA01C1904A,20190107,0.19,0.2,0.18,0.18,1572400
MEGA01C1904B,20190107,0.11,0.11,0.11,0.11,2137600
MEGA11C1910A,20190107,0.32,0.32,0.32,0.32,630000
MEGA19C1906A,20190107,0.27,0.27,0.26,0.26,972100
MINT01C1901A,20190107,0.18,0.2,0.18,0.2,12128300
MINT01C1901B,20190107,0.01,0.01,0.01,0.01,600000
MINT01C1906A,20190107,0.32,0.33,0.32,0.33,9328400
MINT01C1906B,20190107,0.29,0.3,0.29,0.3,16400100
MINT01P1901A,20190107,0.17,0.18,0.16,0.16,12467500
MINT01P1906A,20190107,0.44,0.44,0.42,0.42,5904000
MINT06C1903A,20190107,0.02,0.02,0.02,0.02,1010000
MINT07C1906A,20190107,0.21,0.21,0.21,0.21,100
MINT11C1910A,20190107,0.29,0.3,0.29,0.29,3905000
MINT11P1902A,20190107,0.05,0.05,0.05,0.05,22000
MINT13C1903A,20190107,0.02,0.02,0.02,0.02,775000
MINT13C1904A,20190107,0.13,0.14,0.13,0.14,16170800
MINT19C1901A,20190107,0.06,0.06,0.06,0.06,2404000
MINT27P1905A,20190107,0.44,0.44,0.42,0.42,1380000
MINT28C1904A,20190107,0.11,0.12,0.11,0.12,11233600
MINT42P1904A,20190107,0.38,0.39,0.37,0.37,1496200
MONO08C1906A,20190107,0.01,0.01,0.01,0.01,11100
MTC06C1901A,20190107,0.97,1.01,0.97,0.99,1369500
MTC06C1903A,20190107,0.31,0.33,0.31,0.32,1526000
MTC08C1902A,20190107,0.54,0.57,0.54,0.56,1391200
MTC08C1904A,20190107,0.16,0.17,0.16,0.17,1786500
MTC11C1904A,20190107,0.5,0.52,0.5,0.52,1567000
MTC13C1903A,20190107,0.26,0.27,0.25,0.27,18650300
MTC19C1901A,20190107,0.55,0.59,0.54,0.57,4424900
MTC19C1903A,20190107,0.26,0.28,0.26,0.28,4713200
MTC23C1906A,20190107,0.27,0.28,0.27,0.27,3200000
MTC24C1912A,20190107,0.7,0.72,0.7,0.7,878600
MTC27C1904A,20190107,0.43,0.43,0.43,0.43,20000
MTC28C1902A,20190107,0.41,0.41,0.41,0.41,100
MTC28C1903A,20190107,0.14,0.15,0.14,0.15,7764700
ORI08C1904A,20190107,0.03,0.03,0.03,0.03,100
ORI11C1909A,20190107,0.41,0.49,0.41,0.46,3935300
ORI13C1904A,20190107,0.05,0.05,0.04,0.05,999500
ORI13C1904B,20190107,0.2,0.29,0.2,0.26,15136500
ORI19C1904A,20190107,0.01,0.01,0.01,0.01,30300
ORI19C1905A,20190107,0.29,0.37,0.28,0.34,3454300
ORI24C1903A,20190107,0.01,0.01,0.01,0.01,1000
ORI28C1904A,20190107,0.25,0.35,0.25,0.32,9301400
ORI28C1904B,20190107,0.15,0.21,0.15,0.19,8104900
PRM13C1901A,20190107,0.02,0.02,0.02,0.02,40900
PRM13C1904A,20190107,0.04,0.04,0.04,0.04,179000
PRM19C1906A,20190107,0.13,0.17,0.13,0.16,690300
PSH08C1904A,20190107,0.06,0.06,0.05,0.05,352600
PSL19C1903A,20190107,0.04,0.04,0.04,0.04,9500
PTG01C1902A,20190107,0.06,0.07,0.06,0.07,1250600
PTG01C1902B,20190107,0.02,0.02,0.02,0.02,100000
PTG01C1905A,20190107,0.9,0.93,0.9,0.92,3847800
PTG01C1905B,20190107,0.82,0.83,0.79,0.82,4499100
PTG01P1902A,20190107,0.77,0.79,0.74,0.76,7071400
PTG06C1904A,20190107,0.03,0.04,0.03,0.04,205100
PTG08C1906A,20190107,0.66,0.67,0.63,0.65,1147200
PTG11C1903A,20190107,0.03,0.03,0.03,0.03,100
PTG11C1906A,20190107,0.56,0.57,0.54,0.55,1474200
PTG13C1903A,20190107,0.08,0.09,0.08,0.08,12400
PTG13C1904A,20190107,0.46,0.48,0.44,0.47,19828900
PTG19C1902B,20190107,0.03,0.04,0.03,0.04,483700
PTG19C1905A,20190107,0.81,0.82,0.78,0.81,1948000
PTG19P1903A,20190107,0.22,0.23,0.21,0.22,2660700
PTG24C1905A,20190107,0.8,0.83,0.8,0.83,1285000
PTG28C1904A,20190107,0.42,0.43,0.39,0.42,5863200
PTT01C1901A,20190107,0.35,0.42,0.35,0.39,33001900
PTT01C1901B,20190107,0.09,0.12,0.09,0.11,27041400
PTT01C1904A,20190107,0.23,0.27,0.23,0.25,24379900
PTT01C1904B,20190107,0.11,0.14,0.11,0.13,20190000
PTT01P1901A,20190107,0.38,0.38,0.33,0.34,7558100
PTT01P1901B,20190107,0.06,0.06,0.05,0.06,4652500
PTT01P1904A,20190107,0.86,0.86,0.79,0.81,4329000
PTT01P1904B,20190107,0.61,0.62,0.56,0.56,6153700
PTT06C1901A,20190107,0.03,0.06,0.03,0.06,936100
PTT06C1903A,20190107,0.1,0.14,0.1,0.14,3053600
PTT06P1901A,20190107,0.24,0.26,0.19,0.2,4052700
PTT06P1903A,20190107,0.25,0.28,0.22,0.22,1447000
PTT07C1906A,20190107,0.31,0.31,0.31,0.31,4000
PTT08C1902A,20190107,0.04,0.06,0.04,0.05,807000
PTT08P1904A,20190107,0.52,0.53,0.46,0.49,1920800
PTT11C1902A,20190107,0.02,0.03,0.02,0.03,556800
PTT11C1909A,20190107,0.23,0.25,0.23,0.25,2278800
PTT13C1903A,20190107,0.14,0.17,0.14,0.16,10851200
PTT13C1906A,20190107,0.35,0.39,0.34,0.37,29710100
PTT13P1902A,20190107,0.3,0.3,0.25,0.28,9706800
PTT16C1912A,20190107,0.55,0.59,0.55,0.59,10200
PTT19C1901A,20190107,0.04,0.07,0.04,0.07,3236900
PTT19C1906A,20190107,0.41,0.45,0.41,0.45,3666000
PTT19P1903A,20190107,0.27,0.27,0.23,0.25,1779900
PTT23C1906A,20190107,0.22,0.26,0.22,0.26,8116600
PTT24C1904A,20190107,0.08,0.09,0.08,0.09,241600
PTT24P1904A,20190107,0.2,0.2,0.19,0.19,4000
PTT27C1903A,20190107,0.1,0.12,0.1,0.12,1184500
PTT27P1903A,20190107,0.33,0.33,0.29,0.29,360000
PTT28C1904A,20190107,0.2,0.23,0.2,0.21,10021800
PTT28P1903A,20190107,0.34,0.34,0.3,0.3,4726500
PTTE01C1901A,20190107,0.13,0.15,0.12,0.14,51745000
PTTE01C1901B,20190107,0.01,0.01,0.01,0.01,96000
PTTE01C1904A,20190107,0.17,0.18,0.16,0.17,35155400
PTTE01C1904B,20190107,0.08,0.08,0.07,0.08,3808400
PTTE01C1907A,20190107,0.83,0.85,0.82,0.83,23718700
PTTE01C1907B,20190107,0.71,0.73,0.69,0.71,38277300
PTTE01P1901A,20190107,1.36,1.4,1.32,1.34,5655600
PTTE01P1901B,20190107,0.3,0.33,0.28,0.29,26307500
PTTE01P1904A,20190107,1.83,1.86,1.79,1.83,5761600
PTTE01P1904B,20190107,1.48,1.5,1.44,1.44,6363500
PTTE01P1907A,20190107,0.91,0.93,0.9,0.9,7124500
PTTE01P1907B,20190107,0.74,0.75,0.72,0.73,11390900
PTTE06C1903A,20190107,0.11,0.11,0.11,0.11,178000
PTTE07C1904A,20190107,0.07,0.07,0.07,0.07,901000
PTTE08C1904A,20190107,0.09,0.09,0.09,0.09,75000
PTTE08C1906A,20190107,0.61,0.62,0.59,0.6,2975400
PTTE08P1904A,20190107,1.48,1.5,1.44,1.44,2229900
PTTE11C1902A,20190107,0.05,0.06,0.04,0.05,2592800
PTTE11C1910A,20190107,0.61,0.63,0.6,0.62,5535000
PTTE13C1902A,20190107,0.01,0.01,0.01,0.01,530000
PTTE13C1904A,20190107,0.2,0.21,0.18,0.18,30098200
PTTE13C1905A,20190107,0.4,0.42,0.38,0.41,29255100
PTTE13P1901A,20190107,0.13,0.16,0.12,0.13,415200
PTTE13P1905A,20190107,0.57,0.59,0.55,0.58,11198400
PTTE19C1903A,20190107,0.09,0.09,0.08,0.09,21724900
PTTE19C1906A,20190107,0.61,0.62,0.58,0.61,11854700
PTTE19P1903A,20190107,0.66,0.68,0.64,0.66,5166500
PTTE23C1906A,20190107,0.21,0.22,0.21,0.21,2260000
PTTE24C1904A,20190107,0.17,0.17,0.17,0.17,20000
PTTE24P1901A,20190107,0.07,0.07,0.06,0.06,210900
PTTE24P1904A,20190107,0.72,0.72,0.71,0.71,800
PTTE28C1902A,20190107,0.03,0.04,0.02,0.04,91400
PTTE28C1905A,20190107,0.31,0.33,0.31,0.32,14923000
PTTE28P1903A,20190107,1,1.01,0.99,0.99,25800
PTTE41C1905A,20190107,0.26,0.26,0.24,0.26,270100
PTTE42C1903A,20190107,0.1,0.11,0.1,0.11,1530200
PTTG01C1901A,20190107,0.38,0.43,0.37,0.39,39013900
PTTG01C1901B,20190107,0.03,0.04,0.03,0.04,2730000
PTTG01C1904A,20190107,0.37,0.39,0.36,0.38,20637000
PTTG01C1904B,20190107,0.16,0.18,0.16,0.18,25900200
PTTG01P1901A,20190107,0.74,0.77,0.68,0.71,6079900
PTTG01P1901B,20190107,0.19,0.19,0.16,0.17,8310000
PTTG01P1904A,20190107,1.48,1.51,1.42,1.45,3885300
PTTG01P1904B,20190107,1.22,1.25,1.17,1.19,5388600
