<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SMM,20190102,2.7,2.72,1.99,2.2,26425800
SMPC,20190102,12.5,12.5,12.3,12.3,199100
SMT,20190102,1.88,1.96,1.88,1.93,88600
SNC,20190102,13.5,13.5,13.5,13.5,248400
SNP,20190102,19.1,19.1,19,19,11800
SOLAR,20190102,2.08,2.14,2.04,2.04,315300
SONIC,20190102,1.33,1.34,1.29,1.29,481000
SORKON,20190102,67.25,69,67.25,67.75,1300
SPA,20190102,11.2,11.5,11.1,11.5,666100
SPACK,20190102,1.62,1.63,1.61,1.63,5100
SPALI,20190102,18.2,18.7,18.2,18.6,2398000
SPC,20190102,52.5,52.5,52.5,52.5,100
SPCG,20190102,17.9,18.4,17.9,18.2,361400
SPF,20190102,23,23.1,22.9,23,361600
SPG,20190102,13.7,13.7,13.7,13.7,100
SPI,20190102,70,74,70,74,52400
SPORT,20190102,0.14,0.15,0.14,0.15,25000
SPPT,20190102,3.7,3.84,3.7,3.84,40900
SPRC,20190102,9.65,9.75,9.55,9.6,9393500
SPVI,20190102,1.07,1.13,1.07,1.08,291700
SQ,20190102,2.1,2.14,2.1,2.14,294800
SRICHA,20190102,11,11.1,10.7,10.7,58400
SRIPANWA,20190102,10.7,10.7,10.7,10.7,14100
SSC,20190102,34,34.25,34,34.25,300
SSF,20190102,9,9,9,9,1100
SSP,20190102,7.5,7.5,7.35,7.35,130000
SSPF,20190102,9.45,9.45,9.2,9.25,64000
SSSC,20190102,2.74,2.76,2.72,2.72,42000
SST,20190102,4.2,4.2,4.16,4.2,900
SSTRT,20190102,6,6,6,6,12800
STA,20190102,14.1,14.3,13.7,13.8,4109400
STANLY,20190102,216,216,213,213,2500
STAR,20190102,4.32,4.58,4.32,4.5,82800
STEC,20190102,20.5,20.7,20.2,20.5,7141400
STI,20190102,5.3,5.4,5.2,5.4,167200
STPI,20190102,4.1,4.14,4,4.08,779100
SUC,20190102,45.25,45.5,45,45.5,13600
SUN,20190102,2.9,2.92,2.82,2.84,180900
SUPER,20190102,0.53,0.54,0.52,0.53,54948700
SUSCO,20190102,2.42,2.42,2.34,2.36,565100
SUTHA,20190102,3.76,3.76,3.74,3.74,5600
SVH,20190102,436,442,436,442,2200
SVI,20190102,4.92,4.94,4.88,4.88,4068500
SVOA,20190102,1.2,1.2,1.19,1.19,313000
SWC,20190102,20,20,19.8,19.9,318500
SYMC,20190102,4.84,4.9,4.68,4.68,2500
SYNEX,20190102,11.6,11.7,11.3,11.5,101100
SYNTEC,20190102,2.68,2.74,2.66,2.68,1104600
T,20190102,0.05,0.06,0.05,0.05,2214800
TACC,20190102,2.5,2.5,1.77,2.4,1041200
TAE,20190102,2.02,2.06,2.02,2.06,53100
TAKUNI,20190102,0.74,0.75,0.74,0.75,109200
TAPAC,20190102,5.45,5.55,5.4,5.5,140900
TASCO,20190102,14.5,14.8,14.4,14.4,1587800
TBSP,20190102,14.5,14.5,14.5,14.5,700
TC,20190102,3.04,3.06,3.04,3.04,65000
TCAP,20190102,50,51.5,49.75,50.5,5326200
TCC,20190102,0.41,0.41,0.38,0.38,6425800
TCCC,20190102,28.25,28.25,28,28.25,11300
TCJ,20190102,5.05,5.05,5.05,5.05,5100
TCMC,20190102,1.68,1.72,1.67,1.68,1611400
TEAM,20190102,0.89,0.93,0.89,0.91,54700
TEAMG,20190102,1.8,1.81,1.78,1.8,792500
TFFIF,20190102,10.1,10.2,10.1,10.2,3073300
TFG,20190102,3.04,3.1,3.04,3.08,526900
TFI,20190102,0.23,0.25,0.22,0.22,200000
TFMAMA,20190102,160,160,160,160,4600
TGPRO,20190102,0.13,0.13,0.12,0.12,324900
TH,20190102,0.7,0.71,0.7,0.7,455400
THAI,20190102,12.1,12.4,12.1,12.2,875400
THANA,20190102,1.97,1.97,1.91,1.91,18200
THANI,20190102,7.45,7.7,7.4,7.65,6608500
THCOM,20190102,6.1,6.1,6,6.05,671500
THE,20190102,1.62,1.64,1.6,1.6,99700
THG,20190102,33,33,32.5,33,1050200
THIP,20190102,23.6,23.7,23.5,23.6,24400
THMUI,20190102,1.19,1.22,1.18,1.21,36300
THRE,20190102,0.86,0.88,0.86,0.88,677800
THREL,20190102,6.45,6.45,6.4,6.4,151500
TICON,20190102,13.2,13.8,13.1,13.7,8800
TIF1,20190102,8.7,8.7,8.7,8.7,2000
TIGER,20190102,4.5,4.56,4.42,4.44,5859700
TIP,20190102,22.5,22.7,22.5,22.6,52100
TIPCO,20190102,7.3,7.3,7.2,7.2,178600
TISCO,20190102,78.75,80,78.75,79.75,2929000
TITLE,20190102,7.85,7.85,7.7,7.7,337200
TK,20190102,8.5,8.75,8.45,8.45,75700
TKN,20190102,8.1,8.25,8,8.15,6774900
TKS,20190102,8.25,8.45,8.1,8.4,1305100
TKT,20190102,1.26,1.34,1.26,1.31,19900
TLGF,20190102,19.6,19.6,19.3,19.5,937000
TM,20190102,2,2.04,2,2.04,105200
TMB,20190102,2.22,2.24,2.18,2.2,97452600
TMC,20190102,0.78,0.8,0.78,0.79,117100
TMD,20190102,20.7,21,20.7,21,900
TMI,20190102,0.75,0.76,0.74,0.76,260200
TMILL,20190102,2.66,2.68,2.66,2.66,95300
TMT,20190102,13.1,13.1,13,13,90700
TMW,20190102,66,66,65.25,65.25,33600
TNDT,20190102,4.06,4.1,4.02,4.1,5700
TNH,20190102,37.75,38,37.5,38,90200
TNITY,20190102,5.6,5.6,5.5,5.6,2100
TNP,20190102,1.37,1.39,1.37,1.38,87300
TNPC,20190102,1.23,1.24,1.23,1.24,20600
TNR,20190102,9.8,9.95,9.65,9.8,36700
TOA,20190102,33,33.25,32.5,33,1447600
TOG,20190102,4.36,4.4,4.36,4.4,200
TOP,20190102,66.25,66.25,62.75,63.75,9628500
TPA,20190102,6.55,6.55,6.55,6.55,100
TPAC,20190102,10.3,10.3,10,10.3,79900
TPBI,20190102,5.95,6,5.85,6,4900
TPCH,20190102,9.1,9.15,9,9,393800
TPCORP,20190102,14.4,14.4,14.4,14.4,100
TPIPL,20190102,1.97,1.99,1.96,1.98,12266700
TPIPP,20190102,5.65,5.75,5.65,5.65,4388500
TPLAS,20190102,1.48,1.51,1.46,1.46,173300
TPOLY,20190102,2.68,2.68,2.6,2.6,115500
TPRIME,20190102,12.5,12.6,12.5,12.6,26800
TQM,20190102,22.9,23.2,22.8,22.8,721600
TR,20190102,42.5,42.5,42,42,600
TRC,20190102,0.4,0.41,0.39,0.39,939100
TREIT,20190102,11.5,11.6,11.5,11.6,1371800
TRITN,20190102,0.38,0.39,0.38,0.38,13398600
TRT,20190102,1.71,1.71,1.68,1.7,14500
TRU,20190102,4.7,4.92,4.7,4.92,4100
TRUBB,20190102,1.52,1.54,1.52,1.52,111500
TRUE,20190102,5.15,5.25,5.1,5.1,53716600
TSC,20190102,13.3,13.3,13.3,13.3,4400
TSE,20190102,2.08,2.1,2.04,2.08,315500
TSF,20190102,0.02,0.03,0.02,0.02,587300
TSI,20190102,0.55,0.68,0.55,0.68,23696600
TSR,20190102,1.81,1.83,1.8,1.82,101400
TSTE,20190102,6.6,6.6,6.6,6.6,1100
TSTH,20190102,0.66,0.67,0.66,0.67,30200
TTA,20190102,5.2,5.25,5.1,5.15,511000
TTCL,20190102,6.6,6.7,6.55,6.65,300000
TTTM,20190102,203,204,195,196,26700
TTW,20190102,12.6,12.8,12.5,12.8,5529300
TU,20190102,16.2,16.4,16.2,16.2,4460900
TVD,20190102,1.46,1.49,1.43,1.49,417400
TVI,20190102,3.86,3.86,3.76,3.76,11100
TVO,20190102,26.75,27,26.25,26.75,504400
TVT,20190102,0.72,0.73,0.71,0.72,8300
TWP,20190102,3.84,3.9,3.84,3.86,6200
TWPC,20190102,8.2,8.2,8,8.1,13800
TWZ,20190102,0.09,0.09,0.08,0.08,4401500
U,20190102,2.58,2.6,2.56,2.56,1661000
UAC,20190102,3.98,4,3.82,4,35300
UBIS,20190102,5.15,5.15,5.1,5.1,112000
UEC,20190102,1.27,1.27,1.25,1.25,2800
UKEM,20190102,0.58,0.62,0.58,0.6,1455500
UMI,20190102,1.24,1.26,1.23,1.24,1392400
UMS,20190102,0.62,0.65,0.62,0.65,200
UNIQ,20190102,9.45,9.6,9.25,9.25,3565900
UOBKH,20190102,3.72,3.76,3.72,3.76,4000
UPA,20190102,0.36,0.37,0.36,0.36,786300
UPOIC,20190102,4.4,4.4,4.4,4.4,200
URBNPF,20190102,3.86,3.86,3.7,3.76,27300
UREKA,20190102,2.06,2.06,1.91,1.96,315800
UTP,20190102,9.35,9.35,9.2,9.25,1316000
UV,20190102,6.1,6.15,6.05,6.05,560600
UVAN,20190102,5.05,5.25,5.05,5.2,65500
UWC,20190102,0.06,0.06,0.05,0.06,11677800
VCOM,20190102,2.98,3,2.88,2.88,85100
VGI,20190102,7.8,7.85,7.7,7.85,10150700
VIBHA,20190102,2,2.04,2,2,1053500
VIH,20190102,6.3,6.5,6.25,6.4,297400
VNG,20190102,4.94,4.94,4.92,4.92,55900
VNT,20190102,20.1,20.4,20,20,1081900
VPO,20190102,0.4,0.41,0.4,0.4,1600
WACOAL,20190102,45.25,45.25,45.25,45.25,1000
WG,20190102,179,179.5,179,179.5,72800
WHA,20190102,4.28,4.3,4.18,4.22,80663700
WHABT,20190102,9.9,9.9,9.9,9.9,25900
WHART,20190102,11.2,11.2,11,11.1,431600
WHAUP,20190102,5.55,5.65,5.5,5.6,2870100
WICE,20190102,3.7,3.7,3.64,3.66,671000
WIIK,20190102,1.9,1.91,1.9,1.91,52700
WIN,20190102,0.56,0.56,0.54,0.56,12700
WINNER,20190102,2.78,2.8,2.76,2.78,38100
WORK,20190102,23.4,24.2,23.4,24,1413800
WP,20190102,4.98,5.05,4.9,4.98,167900
WPH,20190102,2.32,2.32,2.24,2.26,203400
XO,20190102,11.1,11.3,11.1,11.2,79000
YUASA,20190102,9.85,9.9,9.85,9.85,4300
ZIGA,20190102,1.78,1.84,1.77,1.77,51900
ZMICO,20190102,1,1,0.98,0.99,848700
U-P,20190102,3.22,3.26,3.22,3.26,1218600
AAV01C1902A,20190102,0.37,0.39,0.33,0.33,4753900
AAV01C1902B,20190102,0.23,0.24,0.19,0.19,10705500
AAV01P1902A,20190102,0.57,0.62,0.56,0.62,4572200
AAV06C1904A,20190102,0.2,0.2,0.17,0.17,530900
AAV08C1903A,20190102,0.15,0.15,0.12,0.12,971800
AAV11C1910A,20190102,0.42,0.43,0.39,0.39,4283000
AAV13C1901A,20190102,0.09,0.09,0.07,0.07,3616800
AAV19C1902A,20190102,0.09,0.09,0.07,0.07,1210200
AAV24C1903A,20190102,0.05,0.05,0.05,0.05,200
AAV28C1902A,20190102,0.08,0.09,0.06,0.07,1958200
ADVA01C1902A,20190102,0.07,0.07,0.07,0.07,4375600
ADVA01C1902B,20190102,0.02,0.02,0.02,0.02,150000
ADVA01C1905A,20190102,0.42,0.44,0.41,0.43,7307400
ADVA01C1905B,20190102,0.32,0.33,0.31,0.32,10238100
ADVA01P1902A,20190102,0.93,0.95,0.91,0.92,6338800
ADVA01P1902B,20190102,0.64,0.66,0.61,0.62,7136300
ADVA01P1905A,20190102,1.22,1.24,1.19,1.2,5691300
ADVA06C1903A,20190102,0.03,0.03,0.03,0.03,606000
ADVA11C1905A,20190102,0.04,0.04,0.04,0.04,150000
ADVA11C1910A,20190102,0.59,0.61,0.58,0.59,1782000
ADVA11P1905A,20190102,0.32,0.32,0.31,0.31,721000
ADVA11P1910A,20190102,0.7,0.72,0.68,0.69,2400000
ADVA13C1901A,20190102,0.01,0.01,0.01,0.01,1862000
ADVA13C1904A,20190102,0.16,0.17,0.15,0.16,8004400
ADVA13C1905A,20190102,0.61,0.63,0.59,0.61,19266900
ADVA13P1904A,20190102,0.77,0.79,0.74,0.76,15200800
ADVA19C1901A,20190102,0.01,0.01,0.01,0.01,1071000
ADVA19C1905A,20190102,0.45,0.47,0.43,0.46,5842000
ADVA19P1904A,20190102,0.49,0.51,0.47,0.48,4804000
ADVA24C1907A,20190102,0.23,0.24,0.23,0.24,620800
ADVA24P1908A,20190102,1.02,1.02,1.02,1.02,200
ADVA28C1904A,20190102,0.1,0.11,0.1,0.1,1802000
ADVA28C1904B,20190102,0.27,0.29,0.26,0.28,3011000
ADVA28C1905A,20190102,0.47,0.49,0.45,0.47,6749000
ADVA41C1905A,20190102,0.62,0.62,0.62,0.62,666000
AMAT01C1903A,20190102,0.4,0.42,0.4,0.41,4467200
AMAT01C1903B,20190102,0.21,0.22,0.21,0.21,3597500
AMAT01P1903A,20190102,0.75,0.76,0.74,0.74,13093000
AMAT06C1903A,20190102,0.21,0.21,0.2,0.2,620000
AMAT08C1903A,20190102,0.21,0.21,0.2,0.21,1019800
AMAT13C1902A,20190102,0.04,0.04,0.04,0.04,61300
AMAT13C1905A,20190102,0.27,0.28,0.27,0.27,11680600
AMAT19C1902A,20190102,0.23,0.23,0.22,0.22,1283000
AMAT23C1906A,20190102,0.22,0.23,0.22,0.22,802000
AMAT28C1902A,20190102,0.12,0.13,0.12,0.12,1024000
ANAN08C1906A,20190102,0.02,0.02,0.02,0.02,276700
AOT01C1902A,20190102,0.37,0.39,0.37,0.37,13381500
AOT01C1902B,20190102,0.13,0.13,0.11,0.11,831500
AOT01C1904A,20190102,0.37,0.38,0.37,0.37,9793700
AOT01C1904B,20190102,0.21,0.23,0.21,0.21,13020100
AOT01P1902A,20190102,0.68,0.69,0.68,0.68,10424600
AOT01P1902B,20190102,0.18,0.19,0.18,0.18,16986600
AOT01P1904A,20190102,0.7,0.7,0.7,0.7,4892100
AOT01P1904B,20190102,0.45,0.45,0.45,0.45,10496400
AOT06C1903A,20190102,0.22,0.22,0.22,0.22,280000
AOT06P1903A,20190102,0.22,0.22,0.22,0.22,1254000
AOT08C1904A,20190102,0.27,0.27,0.27,0.27,760800
AOT08P1903A,20190102,0.25,0.25,0.24,0.24,1214400
AOT11C1906A,20190102,0.21,0.21,0.2,0.2,705000
AOT13C1902A,20190102,0.19,0.19,0.17,0.17,4166500
AOT13C1904A,20190102,0.42,0.42,0.41,0.41,1840000
AOT13P1902A,20190102,0.1,0.1,0.1,0.1,52400
AOT13P1905A,20190102,0.39,0.39,0.39,0.39,1890800
AOT16C1912A,20190102,0.78,0.78,0.78,0.78,2000
AOT19C1901A,20190102,0.11,0.11,0.11,0.11,170100
AOT23C1906A,20190102,0.37,0.37,0.36,0.36,2303800
AOT24P1903A,20190102,0.09,0.09,0.09,0.09,1050000
AOT27C1902A,20190102,0.13,0.13,0.13,0.13,540000
AOT27P1903A,20190102,0.31,0.31,0.31,0.31,540000
AOT28C1905A,20190102,0.26,0.26,0.25,0.25,4296600
AOT42C1903A,20190102,0.15,0.15,0.14,0.14,1120000
AP01C1903A,20190102,0.02,0.02,0.02,0.02,20800
AP19C1906A,20190102,0.18,0.19,0.18,0.19,1087400
AP42P1901A,20190102,1.14,1.17,1.11,1.11,1719600
BA11C1902A,20190102,0.01,0.01,0.01,0.01,100
BANP01C1903A,20190102,0.06,0.07,0.06,0.06,923600
BANP01C1903B,20190102,0.02,0.02,0.02,0.02,1400000
BANP01C1905A,20190102,0.25,0.27,0.24,0.24,26437000
BANP01C1905B,20190102,0.19,0.21,0.18,0.19,16967000
BANP01P1903A,20190102,1.27,1.27,1.23,1.27,9091400
BANP01P1903B,20190102,0.96,0.96,0.91,0.96,6995300
BANP01P1905A,20190102,0.71,0.71,0.68,0.69,9205900
BANP07C1904A,20190102,0.04,0.04,0.04,0.04,32000
BANP08C1904A,20190102,0.06,0.06,0.06,0.06,735200
BANP08P1901A,20190102,0.63,0.63,0.52,0.6,2177000
BANP11C1902A,20190102,0.02,0.02,0.02,0.02,100
BANP11C1909A,20190102,0.14,0.15,0.14,0.14,1619600
BANP13C1902A,20190102,0.01,0.01,0.01,0.01,1000000
BANP13C1904A,20190102,0.08,0.09,0.08,0.09,641500
BANP16C1912A,20190102,0.37,0.37,0.36,0.36,8000
BANP19C1906A,20190102,0.24,0.25,0.24,0.24,2986200
BANP23C1906A,20190102,0.14,0.15,0.14,0.14,4722200
BANP24C1907A,20190102,0.09,0.09,0.09,0.09,10000
BANP27C1904A,20190102,0.07,0.07,0.07,0.07,90000
BANP28C1905A,20190102,0.09,0.09,0.08,0.09,815100
BANP42P1903A,20190102,0.98,0.99,0.95,0.98,3170000
BBL06C1902A,20190102,0.4,0.45,0.4,0.43,177300
BBL08C1902A,20190102,0.18,0.19,0.17,0.17,929300
BBL08P1904A,20190102,0.32,0.33,0.32,0.33,1277300
BBL11C1903A,20190102,0.15,0.15,0.15,0.15,423700
BBL11P1903A,20190102,0.05,0.05,0.05,0.05,100
BBL13C1901A,20190102,0.08,0.08,0.07,0.07,459600
BBL13C1905A,20190102,0.25,0.25,0.24,0.24,1503200
BBL19C1901A,20190102,0.04,0.04,0.04,0.04,482500
BBL19P1904A,20190102,0.28,0.29,0.28,0.29,2019400
BBL23C1906A,20190102,0.23,0.23,0.23,0.23,800000
BBL24P1904A,20190102,0.3,0.3,0.3,0.3,1850100
BBL27P1904A,20190102,0.48,0.48,0.48,0.48,270100
BBL28C1904A,20190102,0.17,0.17,0.17,0.17,1952900
BCH01C1902A,20190102,0.14,0.14,0.09,0.11,50856800
BCH01C1902B,20190102,0.02,0.03,0.02,0.02,3245300
BCH01P1902A,20190102,0.65,0.8,0.65,0.74,9055100
BCH06C1903A,20190102,0.07,0.07,0.05,0.07,2513000
BCH08C1901A,20190102,0.05,0.05,0.04,0.04,1256100
BCH11C1905A,20190102,0.13,0.13,0.11,0.12,1335000
BCH13C1905A,20190102,0.12,0.12,0.09,0.1,11643200
BCH19C1903A,20190102,0.15,0.15,0.1,0.11,4928500
BCH24C1904A,20190102,0.03,0.03,0.03,0.03,10000
BCH27C1902A,20190102,0.3,0.3,0.21,0.23,17007900
BCH28C1904A,20190102,0.08,0.08,0.06,0.07,3452800
BCH28C1905A,20190102,0.1,0.1,0.07,0.07,3538300
BCP01C1903A,20190102,0.11,0.12,0.11,0.11,17156400
BCP01C1903B,20190102,0.05,0.05,0.05,0.05,1390400
BCP01P1903A,20190102,0.47,0.48,0.45,0.48,2043000
BCP11C1909A,20190102,0.16,0.16,0.15,0.15,1080000
BCP13C1902A,20190102,0.04,0.04,0.04,0.04,100
BCP19C1906A,20190102,0.26,0.27,0.26,0.27,1141600
BCP28C1904A,20190102,0.12,0.13,0.11,0.11,4483400
BCPG01C1904A,20190102,0.1,0.1,0.09,0.09,1575300
BCPG01C1904B,20190102,0.04,0.04,0.03,0.03,965800
BCPG06C1903A,20190102,0.1,0.1,0.1,0.1,200000
BCPG08C1904B,20190102,0.07,0.07,0.07,0.07,287000
BCPG11C1902A,20190102,0.01,0.01,0.01,0.01,15000
BCPG11C1910A,20190102,0.29,0.3,0.29,0.29,960000
BCPG13C1905A,20190102,0.21,0.21,0.2,0.2,8031600
BCPG19C1906A,20190102,0.3,0.31,0.3,0.3,660000
BCPG28C1904A,20190102,0.06,0.07,0.06,0.07,2000
BDMS01C1905A,20190102,0.19,0.21,0.18,0.18,18141700
BDMS01C1905B,20190102,0.15,0.15,0.13,0.13,12263100
BDMS01P1905A,20190102,0.28,0.31,0.28,0.3,5575500
BDMS06C1903A,20190102,0.05,0.05,0.04,0.04,1352500
BDMS08C1901A,20190102,0.01,0.01,0.01,0.01,999900
BDMS08C1905A,20190102,0.14,0.14,0.14,0.14,1172800
BDMS13C1903A,20190102,0.1,0.1,0.09,0.09,2787300
BDMS16C1912A,20190102,0.3,0.3,0.3,0.3,200
BDMS19C1901A,20190102,0.06,0.06,0.04,0.04,2826000
BDMS19C1905A,20190102,0.48,0.48,0.42,0.43,3704300
BDMS23C1906A,20190102,0.4,0.4,0.34,0.34,4920000
BDMS42P1904A,20190102,0.15,0.17,0.15,0.17,856800
BEAU01C1901A,20190102,0.02,0.02,0.02,0.02,1466000
BEAU01C1901B,20190102,0.01,0.01,0.01,0.01,366000
BEAU01C1902A,20190102,0.11,0.16,0.11,0.13,13916900
BEAU01C1902B,20190102,0.04,0.06,0.04,0.06,2469400
BEAU01P1902A,20190102,1.44,1.46,1.31,1.31,2923000
BEAU06C1904A,20190102,0.29,0.35,0.28,0.33,3621800
BEAU08C1902A,20190102,0.03,0.04,0.03,0.04,552200
BEAU11C1902A,20190102,0.02,0.02,0.01,0.02,2000500
BEAU13C1901A,20190102,0.01,0.01,0.01,0.01,100
BEAU13C1904A,20190102,0.03,0.04,0.03,0.04,1159000
BEAU13C1904B,20190102,0.13,0.16,0.13,0.14,32877200
BEAU19C1901A,20190102,0.02,0.03,0.02,0.02,1080100
BEAU19C1902A,20190102,0.01,0.02,0.01,0.02,14600
BEAU19C1906A,20190102,0.48,0.54,0.47,0.53,1493200
BEAU23C1906A,20190102,0.07,0.08,0.07,0.08,591900
BEAU24C1903A,20190102,0.05,0.05,0.05,0.05,200000
BEAU24C1904A,20190102,0.04,0.04,0.04,0.04,2480100
BEAU28C1904A,20190102,0.08,0.1,0.08,0.09,2151200
BEAU41C1907A,20190102,0.3,0.3,0.3,0.3,5000
BEM01C1902A,20190102,0.6,0.67,0.6,0.65,26152800
BEM01C1902B,20190102,0.47,0.54,0.47,0.52,33185100
BEM01P1902A,20190102,0.1,0.1,0.08,0.09,11249900
BEM08C1903A,20190102,0.39,0.45,0.39,0.43,5514600
BEM11C1903A,20190102,0.34,0.4,0.34,0.4,1352600
BEM13C1901A,20190102,0.47,0.51,0.47,0.5,31400
BEM13C1905A,20190102,0.45,0.5,0.45,0.5,41768700
BEM13C1905B,20190102,0.16,0.17,0.16,0.17,13748800
BEM19C1901A,20190102,0.57,0.65,0.57,0.65,4672100
BEM23C1901A,20190102,0.29,0.33,0.29,0.32,1037500
BEM24C1902A,20190102,0.3,0.37,0.3,0.35,929700
BEM27P1905A,20190102,0.09,0.09,0.09,0.09,535000
BEM28C1905A,20190102,0.28,0.33,0.28,0.32,32815400
BEM42C1904A,20190102,0.35,0.39,0.35,0.39,3436000
BEM42P1904A,20190102,0.05,0.05,0.05,0.05,250000
BGRI01C1901A,20190102,0.89,0.92,0.85,0.85,1459900
BGRI01C1901B,20190102,0.39,0.41,0.36,0.36,1953400
BGRI01C1903A,20190102,0.26,0.27,0.25,0.26,11731800
BGRI01C1903B,20190102,0.13,0.14,0.13,0.13,12609000
BGRI06C1903A,20190102,0.64,0.71,0.64,0.71,558000
BGRI08C1902A,20190102,0.39,0.42,0.39,0.39,1047200
BGRI08C1904A,20190102,0.14,0.14,0.14,0.14,3342000
BGRI11C1909A,20190102,0.27,0.28,0.26,0.26,2460100
BGRI13C1904A,20190102,0.16,0.17,0.16,0.16,3827700
BGRI19C1901A,20190102,0.22,0.24,0.22,0.22,2044500
BGRI19C1903A,20190102,0.11,0.12,0.11,0.12,2873700
BGRI24C1901A,20190102,0.19,0.19,0.17,0.17,445000
BGRI27C1905A,20190102,0.16,0.16,0.16,0.16,1085000
BGRI28C1905A,20190102,0.16,0.17,0.15,0.15,5832700
BH01C1905A,20190102,0.28,0.3,0.27,0.27,2319900
BH01C1905B,20190102,0.22,0.22,0.2,0.2,2618700
BH01P1905A,20190102,0.68,0.7,0.65,0.69,3227800
BH08C1902A,20190102,0.24,0.28,0.23,0.24,1094200
BH11C1905A,20190102,0.45,0.48,0.44,0.45,854000
BH13C1901A,20190102,0.2,0.23,0.17,0.17,5348400
BH13C1906A,20190102,0.69,0.75,0.68,0.69,4182200
BH19C1901A,20190102,0.17,0.2,0.16,0.16,3621200
BH27C1905A,20190102,0.16,0.17,0.16,0.16,815000
BIG08C1906A,20190102,0.01,0.01,0.01,0.01,5700
BJC01C1906A,20190102,0.48,0.49,0.42,0.43,16239400
BJC01C1906B,20190102,0.35,0.38,0.32,0.32,13225600
BJC01P1906A,20190102,0.65,0.73,0.65,0.71,16245400
BJC06C1903A,20190102,0.19,0.19,0.14,0.14,3020800
BJC08C1903A,20190102,0.07,0.07,0.06,0.06,190200
BJC11C1905A,20190102,0.14,0.15,0.13,0.13,567800
BJC13C1902A,20190102,0.02,0.03,0.02,0.03,11600
BJC13C1903A,20190102,0.13,0.13,0.1,0.1,2978200
BJC13C1906A,20190102,0.31,0.31,0.26,0.26,4797400
BJC19C1902A,20190102,0.05,0.06,0.04,0.04,1311800
BJC27C1905A,20190102,0.17,0.19,0.16,0.16,1350000
BJC28C1904A,20190102,0.11,0.11,0.09,0.09,2319200
BLA13C1902A,20190102,0.02,0.02,0.02,0.02,13000
BLA13C1908A,20190102,0.22,0.22,0.22,0.22,1804600
BLA19C1903A,20190102,0.03,0.03,0.03,0.03,723800
BLA19C1906A,20190102,0.09,0.09,0.09,0.09,345400
BLA28C1906A,20190102,0.16,0.16,0.16,0.16,1636800
BLAN01C1903A,20190102,0.08,0.1,0.08,0.09,1533600
BLAN01P1903A,20190102,0.83,0.83,0.77,0.77,155400
BLAN11C1902A,20190102,0.01,0.01,0.01,0.01,100000
BLAN19C1906A,20190102,0.14,0.16,0.14,0.16,940000
BPP01C1903A,20190102,0.09,0.09,0.09,0.09,1786200
BPP01P1903A,20190102,0.39,0.4,0.37,0.38,3348000
BPP11C1910A,20190102,0.44,0.45,0.44,0.44,1920000
BPP13C1901A,20190102,0.01,0.01,0.01,0.01,101000
BPP19C1903A,20190102,0.16,0.17,0.16,0.16,2058800
BPP19C1903B,20190102,0.06,0.06,0.06,0.06,320000
BPP28C1904A,20190102,0.16,0.17,0.16,0.16,2702400
BTS01C1903A,20190102,0.38,0.39,0.35,0.35,2774600
BTS01C1903B,20190102,0.23,0.23,0.21,0.21,5572500
BTS01P1903A,20190102,0.26,0.27,0.25,0.27,6629100
BTS11C1910A,20190102,0.31,0.31,0.3,0.3,1890000
BTS19C1901A,20190102,0.13,0.13,0.13,0.13,1429200
BTS23C1905A,20190102,1.65,1.65,1.65,1.65,1900000
BTS28C1902A,20190102,0.11,0.11,0.1,0.1,419600
BTS28C1905A,20190102,0.24,0.24,0.23,0.23,4072100
BTS42P1901A,20190102,0.03,0.03,0.03,0.03,100
CBG01C1902A,20190102,0.03,0.03,0.02,0.03,32188400
CBG01C1902B,20190102,0.02,0.02,0.01,0.01,118400
CBG01P1905A,20190102,1.66,1.71,1.59,1.61,8432800
CBG06C1903A,20190102,0.02,0.02,0.02,0.02,1723300
CBG06P1903A,20190102,2.14,2.22,1.99,2.06,2581500
CBG11C1902A,20190102,0.01,0.02,0.01,0.02,400100
CBG13C1905A,20190102,0.12,0.14,0.11,0.12,17456100
CBG16C1912A,20190102,0.31,0.33,0.3,0.32,510000
CBG19C1906A,20190102,0.18,0.2,0.17,0.2,6114800
CBG28C1906A,20190102,0.16,0.18,0.15,0.17,7180300
CENT01C1903A,20190102,0.38,0.39,0.37,0.37,5099400
CENT01C1903B,20190102,0.22,0.22,0.21,0.21,4993800
CENT01P1903A,20190102,0.35,0.36,0.35,0.35,7409500
CENT06C1904A,20190102,0.08,0.09,0.08,0.08,363000
CENT11C1904A,20190102,0.05,0.05,0.05,0.05,25000
CENT11C1909A,20190102,0.33,0.34,0.32,0.32,2568200
CENT13C1902A,20190102,0.11,0.11,0.11,0.11,50000
CENT19C1901A,20190102,0.03,0.03,0.03,0.03,2178000
CENT19C1904A,20190102,0.32,0.33,0.31,0.31,1644800
CENT27C1905A,20190102,0.29,0.3,0.29,0.29,990000
CHG01C1903A,20190102,0.06,0.07,0.05,0.05,721600
CHG01C1903B,20190102,0.02,0.02,0.02,0.02,10000
CHG01P1903A,20190102,0.83,0.93,0.83,0.92,7620500
CHG13C1904A,20190102,0.06,0.06,0.06,0.06,40000
CHG19C1906A,20190102,0.24,0.24,0.2,0.2,2077700
CHG24C1911A,20190102,0.56,0.56,0.49,0.49,21700
