<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SMART,20190103,0.93,0.95,0.91,0.94,176900
SMIT,20190103,5.85,5.85,5.8,5.85,371600
SMK,20190103,39,39.25,39,39.25,5800
SMM,20190103,2.18,2.42,2,2.38,32959900
SMPC,20190103,12.3,12.3,11.5,11.9,615000
SMT,20190103,1.92,1.95,1.9,1.94,67700
SNC,20190103,13.4,13.5,13.4,13.4,184600
SNP,20190103,19.1,19.2,19.1,19.2,1900
SOLAR,20190103,2.08,2.08,2.04,2.04,164300
SONIC,20190103,1.3,1.34,1.28,1.31,1886000
SPA,20190103,11.6,11.9,11.5,11.8,1111700
SPACK,20190103,1.63,1.7,1.63,1.7,12600
SPALI,20190103,18.9,19.1,18.6,18.7,6638200
SPC,20190103,52,52.5,51.75,52.5,12000
SPCG,20190103,18.1,18.4,18.1,18.1,279400
SPF,20190103,23,23.1,22.9,23,587100
SPG,20190103,15.2,15.2,13.9,13.9,200
SPI,20190103,73,74,73,74,48800
SPORT,20190103,0.15,0.15,0.13,0.13,252300
SPPT,20190103,3.8,3.86,3.8,3.86,92100
SPRC,20190103,9.65,9.7,9.3,9.4,11259600
SPVI,20190103,1.09,1.11,1.09,1.1,170500
SQ,20190103,2.12,2.16,2.12,2.14,320600
SR,20190103,1.93,2,1.84,1.88,31800
SRICHA,20190103,11.1,11.1,10.6,10.6,28200
SRIPANWA,20190103,10.8,10.8,10.8,10.8,14400
SSC,20190103,34.5,34.5,34.5,34.5,100
SSF,20190103,8.2,9,8,8,15600
SSP,20190103,7.45,7.5,7.35,7.4,581200
SSPF,20190103,9.3,9.3,9.2,9.2,83200
SSSC,20190103,2.74,2.74,2.72,2.74,8200
SST,20190103,4.2,4.22,4.18,4.2,2500
SSTPF,20190103,6.3,6.35,6.25,6.35,1200
SSTRT,20190103,6,6,6,6,200
STA,20190103,14,14.6,14,14.5,11540200
STANLY,20190103,214,215,214,214,1500
STAR,20190103,4.44,4.72,4.44,4.58,130900
STEC,20190103,20.5,21,20.5,20.9,12971100
STI,20190103,5.35,5.35,5.2,5.2,350800
STPI,20190103,4.14,4.24,4.14,4.18,2831800
SUC,20190103,46.25,46.25,45.5,45.5,88500
SUN,20190103,2.86,2.9,2.86,2.86,58600
SUPER,20190103,0.53,0.54,0.52,0.53,34131000
SUSCO,20190103,2.38,2.42,2.38,2.42,760700
SUTHA,20190103,3.72,3.72,3.72,3.72,6000
SVH,20190103,436,440,432,432,6000
SVI,20190103,4.88,4.9,4.86,4.86,2253800
SVOA,20190103,1.2,1.2,1.19,1.19,172200
SWC,20190103,19.9,20,19.8,19.8,25800
SYMC,20190103,4.78,4.86,4.78,4.86,2900
SYNEX,20190103,11.7,12.1,11.3,11.5,803700
SYNTEC,20190103,2.7,2.72,2.68,2.68,228800
T,20190103,0.05,0.06,0.05,0.05,9326600
TACC,20190103,2.38,2.38,2.32,2.32,287800
TAE,20190103,2.04,2.06,2,2.04,178600
TAKUNI,20190103,0.74,0.75,0.74,0.75,198200
TAPAC,20190103,5.45,5.55,5.35,5.5,320800
TASCO,20190103,14.6,14.9,14.5,14.7,2867100
TC,20190103,3.06,3.1,3.06,3.08,112800
TCAP,20190103,50.5,50.75,50,50.25,2354400
TCC,20190103,0.38,0.4,0.38,0.39,1027900
TCCC,20190103,28.25,28.25,28,28,9400
TCJ,20190103,5.05,5.1,5,5,20100
TCMC,20190103,1.69,1.69,1.63,1.64,1965900
TCOAT,20190103,31.25,31.5,31.25,31.5,1800
TEAM,20190103,0.91,0.92,0.88,0.89,244700
TEAMG,20190103,1.79,1.8,1.78,1.79,554700
TFFIF,20190103,10.2,10.2,10.1,10.1,1529700
TFG,20190103,3.1,3.12,3.04,3.06,680500
TFI,20190103,0.24,0.25,0.24,0.25,62300
TFMAMA,20190103,160,160.5,160,160,1400
TGPRO,20190103,0.12,0.13,0.12,0.12,1102300
TH,20190103,0.7,0.71,0.7,0.7,267900
THAI,20190103,12.3,12.4,12,12,1030900
THANA,20190103,1.97,1.97,1.92,1.92,25500
THANI,20190103,7.5,7.7,7.5,7.55,4118000
THCOM,20190103,6.1,6.15,6,6,571900
THE,20190103,1.62,1.62,1.54,1.55,49600
THG,20190103,32.5,33,32.5,32.75,534600
THIP,20190103,23.6,23.6,23.5,23.5,6300
THMUI,20190103,1.21,1.21,1.18,1.2,22700
THRE,20190103,0.88,0.88,0.87,0.87,672600
THREL,20190103,6.4,6.5,6.35,6.35,215500
TIC,20190103,32.5,32.5,32.5,32.5,200
TICON,20190103,13.8,13.9,13.6,13.8,13900
TIF1,20190103,8.7,8.7,8.65,8.7,26500
TIGER,20190103,4.44,4.44,4.02,4.2,7947200
TIP,20190103,22.5,22.7,22.5,22.6,87600
TIPCO,20190103,7.3,7.4,7.2,7.2,80000
TISCO,20190103,79.5,80.5,79.5,80,2845000
TITLE,20190103,7.7,8.05,7.7,7.9,833800
TK,20190103,8.6,8.6,8.35,8.35,42000
TKN,20190103,8.2,8.4,8.15,8.2,5948300
TKS,20190103,8.45,8.75,8.45,8.5,1641000
TKT,20190103,1.29,1.29,1.29,1.29,100
TLGF,20190103,19.5,19.5,19.2,19.3,284400
TLHPF,20190103,11,11,11,11,400
TM,20190103,2.04,2.04,2,2.02,3000
TMB,20190103,2.2,2.22,2.18,2.18,100582100
TMC,20190103,0.79,0.79,0.78,0.78,56000
TMD,20190103,21,21,21,21,6100
TMI,20190103,0.75,0.76,0.75,0.76,449200
TMILL,20190103,2.66,2.66,2.64,2.66,156000
TMT,20190103,13,13.1,12.8,12.9,122700
TMW,20190103,63,64.75,63,64,15200
TNDT,20190103,4.18,4.18,4.04,4.1,3900
TNH,20190103,38,38.25,37.75,37.75,127500
TNL,20190103,20,24.4,19.8,24.4,2500
TNP,20190103,1.37,1.38,1.36,1.36,139700
TNPC,20190103,1.22,1.22,1.22,1.22,400
TNPF,20190103,3.4,3.4,3.4,3.4,8900
TNR,20190103,9.75,10,9.75,9.95,24900
TOA,20190103,33.25,33.25,32,32,979800
TOG,20190103,4.58,4.72,4.44,4.44,9000
TOP,20190103,64.75,64.75,63.5,63.75,6053600
TOPP,20190103,146,252,146,252,500
TPA,20190103,6.5,6.5,6.5,6.5,100
TPAC,20190103,10,10.1,9.95,9.95,10900
TPBI,20190103,6,6,5.95,6,300
TPCH,20190103,9.05,9.1,9,9,326200
TPCORP,20190103,14.7,14.7,14.7,14.7,100
TPIPL,20190103,1.99,2,1.96,1.96,148163800
TPIPP,20190103,5.7,5.8,5.65,5.7,5296200
TPLAS,20190103,1.46,1.49,1.46,1.48,491300
TPOLY,20190103,2.64,2.64,2.58,2.58,304500
TPRIME,20190103,12.6,12.7,12.6,12.6,499000
TQM,20190103,22.8,23,21.9,22.5,2398900
TR,20190103,42.75,43,42.75,43,14200
TRC,20190103,0.39,0.41,0.39,0.39,3007800
TREIT,20190103,11.7,11.8,11.7,11.7,745400
TRITN,20190103,0.38,0.39,0.37,0.38,13759000
TRT,20190103,1.73,1.75,1.7,1.75,35100
TRU,20190103,4.86,4.9,4.62,4.76,121100
TRUBB,20190103,1.54,1.55,1.52,1.52,59100
TRUE,20190103,5.1,5.2,5.1,5.1,62489300
TSC,20190103,13.3,13.4,13.2,13.4,3800
TSE,20190103,2.12,2.18,2.06,2.14,235200
TSF,20190103,0.02,0.03,0.02,0.03,46407300
TSI,20190103,0.61,0.64,0.54,0.62,5536900
TSR,20190103,1.81,1.83,1.8,1.8,170500
TSTE,20190103,6.7,7,6.7,7,9900
TSTH,20190103,0.67,0.67,0.66,0.67,73400
TTA,20190103,5.15,5.25,5,5.05,1921000
TTCL,20190103,6.65,6.7,6.6,6.6,310400
TTI,20190103,25,25,25,25,200
TTLPF,20190103,22,22.3,22,22.3,5200
TTTM,20190103,195,198,192,196,15700
TTW,20190103,12.8,12.8,12.5,12.5,3044100
TU,20190103,16.1,16.3,15.9,16,9898300
TVD,20190103,1.5,1.52,1.49,1.51,555700
TVI,20190103,3.74,3.8,3.74,3.8,15000
TVO,20190103,26.5,27,26.5,26.75,563200
TVT,20190103,0.73,0.73,0.71,0.71,170100
TWP,20190103,3.9,3.94,3.86,3.92,43100
TWPC,20190103,8,8.05,7.95,8.05,16700
TWZ,20190103,0.09,0.09,0.08,0.08,10252400
U,20190103,2.58,2.6,2.52,2.56,2320800
UAC,20190103,3.96,4,3.94,3.94,10800
UBIS,20190103,5.1,5.1,5.05,5.1,35000
UEC,20190103,1.28,1.28,1.28,1.28,30100
UKEM,20190103,0.6,0.61,0.6,0.6,1153400
UMI,20190103,1.25,1.29,1.23,1.24,2316100
UMS,20190103,0.62,0.67,0.62,0.67,1000
UNIQ,20190103,9.35,9.4,9.2,9.2,2610200
UOBKH,20190103,3.7,3.7,3.7,3.7,100
UPA,20190103,0.37,0.37,0.36,0.36,1007300
URBNPF,20190103,3.94,3.96,3.94,3.96,400
UREKA,20190103,1.96,2.02,1.92,1.93,448500
UTP,20190103,9.2,9.45,9.15,9.25,249500
UV,20190103,6,6.35,6,6,5546000
UVAN,20190103,5.2,5.25,5.2,5.25,37900
UWC,20190103,0.06,0.07,0.05,0.06,25574100
VARO,20190103,6.3,7.2,6.3,7,900
VCOM,20190103,2.9,2.98,2.88,2.88,38300
VGI,20190103,7.9,7.9,7.8,7.9,10202000
VIBHA,20190103,2.02,2.04,2,2.02,1182200
VIH,20190103,6.25,6.55,6.2,6.4,307900
VNG,20190103,4.94,4.94,4.9,4.9,122900
VNT,20190103,20.2,20.5,19.9,20,1223900
VPO,20190103,0.4,0.41,0.39,0.41,152200
WG,20190103,179.5,179.5,179,179,36700
WHA,20190103,4.24,4.26,4.16,4.18,46101300
WHABT,20190103,9.9,9.95,9.9,9.95,40000
WHART,20190103,11.1,11.1,11,11,841100
WHAUP,20190103,5.6,5.65,5.5,5.55,1633000
WICE,20190103,3.68,3.76,3.68,3.68,1850800
WIIK,20190103,1.91,1.95,1.9,1.95,110100
WIN,20190103,0.56,0.56,0.55,0.55,53100
WINNER,20190103,2.84,2.84,2.76,2.8,92900
WORK,20190103,24,24.2,23.5,23.5,1760000
WP,20190103,4.98,5.05,4.92,4.92,130400
WPH,20190103,2.26,2.3,2.26,2.3,105000
XO,20190103,11.2,11.6,11.1,11.4,179400
YUASA,20190103,9.9,9.95,9.9,9.9,3000
ZIGA,20190103,1.77,1.81,1.77,1.8,178100
ZMICO,20190103,1,1,0.98,0.98,675700
U-P,20190103,3.28,3.28,3.2,3.26,1292300
AAV01C1902A,20190103,0.33,0.34,0.26,0.26,3631000
AAV01C1902B,20190103,0.2,0.2,0.14,0.14,13697400
AAV01P1902A,20190103,0.61,0.72,0.61,0.72,9135000
AAV06C1904A,20190103,0.17,0.17,0.13,0.13,1016000
AAV08C1903A,20190103,0.13,0.13,0.09,0.09,649300
AAV11C1910A,20190103,0.39,0.4,0.35,0.35,3798400
AAV13C1901A,20190103,0.07,0.07,0.04,0.04,3770900
AAV19C1902A,20190103,0.05,0.05,0.04,0.04,205400
AAV24C1903A,20190103,0.04,0.04,0.04,0.04,3000
AAV28C1902A,20190103,0.07,0.07,0.05,0.05,1716300
ADVA01C1902A,20190103,0.07,0.08,0.07,0.07,2784800
ADVA01C1902B,20190103,0.02,0.03,0.02,0.02,91000
ADVA01C1905A,20190103,0.43,0.46,0.42,0.42,13960800
ADVA01C1905B,20190103,0.33,0.35,0.31,0.31,8943100
ADVA01P1902A,20190103,0.92,0.93,0.88,0.93,7741300
ADVA01P1902B,20190103,0.61,0.63,0.58,0.63,9616200
ADVA01P1905A,20190103,1.2,1.21,1.15,1.21,6848700
ADVA11C1905A,20190103,0.03,0.03,0.03,0.03,7000
ADVA11C1910A,20190103,0.6,0.63,0.59,0.59,2480000
ADVA11P1905A,20190103,0.29,0.31,0.29,0.31,1138000
ADVA11P1910A,20190103,0.69,0.7,0.66,0.7,2400000
ADVA13C1901A,20190103,0.01,0.01,0.01,0.01,3822100
ADVA13C1904A,20190103,0.17,0.18,0.15,0.15,11451800
ADVA13C1905A,20190103,0.63,0.66,0.61,0.61,22401100
ADVA13P1904A,20190103,0.75,0.76,0.71,0.76,17247400
ADVA19C1901A,20190103,0.01,0.01,0.01,0.01,190800
ADVA19C1905A,20190103,0.46,0.49,0.45,0.45,5999300
ADVA19P1904A,20190103,0.47,0.49,0.44,0.49,10057800
ADVA24C1904A,20190103,0.05,0.05,0.04,0.04,10100
ADVA24P1908A,20190103,0.97,0.97,0.92,0.97,260200
ADVA28C1904A,20190103,0.11,0.12,0.1,0.1,1200800
ADVA28C1904B,20190103,0.28,0.31,0.27,0.27,6414400
ADVA28C1905A,20190103,0.48,0.51,0.47,0.47,5746200
AMAT01C1903A,20190103,0.41,0.43,0.38,0.38,4723200
AMAT01C1903B,20190103,0.21,0.22,0.19,0.2,2541600
AMAT01P1903A,20190103,0.74,0.77,0.71,0.76,8393700
AMAT06C1903A,20190103,0.21,0.22,0.2,0.2,301000
AMAT08C1903A,20190103,0.21,0.22,0.19,0.19,1213200
AMAT11C1903A,20190103,0.12,0.12,0.1,0.1,553000
AMAT13C1902A,20190103,0.04,0.05,0.04,0.05,3200
AMAT13C1905A,20190103,0.28,0.29,0.26,0.26,21455800
AMAT19C1902A,20190103,0.23,0.24,0.21,0.21,1515600
AMAT23C1906A,20190103,0.23,0.23,0.21,0.21,2101000
AMAT28C1902A,20190103,0.13,0.13,0.11,0.11,2048000
AMAT28C1903A,20190103,0.03,0.03,0.03,0.03,800000
ANAN08C1906A,20190103,0.02,0.02,0.02,0.02,1050100
AOT01C1902A,20190103,0.38,0.39,0.32,0.34,22159900
AOT01C1902B,20190103,0.12,0.12,0.09,0.09,7228200
AOT01C1904A,20190103,0.38,0.38,0.33,0.34,11006400
AOT01C1904B,20190103,0.21,0.21,0.18,0.18,12154400
AOT01P1902A,20190103,0.67,0.75,0.67,0.73,10987700
AOT01P1902B,20190103,0.17,0.23,0.17,0.21,30295600
AOT01P1904A,20190103,0.71,0.76,0.71,0.75,9380000
AOT01P1904B,20190103,0.44,0.49,0.44,0.49,20853700
AOT06C1903A,20190103,0.21,0.21,0.18,0.18,2795400
AOT06P1903A,20190103,0.21,0.26,0.21,0.25,1731000
AOT08C1904A,20190103,0.26,0.26,0.22,0.22,2290000
AOT08P1903A,20190103,0.24,0.27,0.24,0.27,1426200
AOT11C1906A,20190103,0.2,0.2,0.18,0.18,2586500
AOT11P1906A,20190103,0.19,0.21,0.19,0.21,1009000
AOT13C1902A,20190103,0.18,0.18,0.13,0.15,3843300
AOT13C1904A,20190103,0.42,0.42,0.36,0.37,4578900
AOT13P1902A,20190103,0.1,0.11,0.1,0.11,1534800
AOT13P1905A,20190103,0.39,0.44,0.39,0.43,6581900
AOT16C1912A,20190103,0.76,0.76,0.74,0.74,900
AOT19C1901A,20190103,0.09,0.09,0.08,0.08,540100
AOT19P1903A,20190103,0.13,0.14,0.13,0.14,2602700
AOT23C1906A,20190103,0.36,0.36,0.33,0.33,3231000
AOT24P1903A,20190103,0.09,0.1,0.09,0.1,1060000
AOT27C1902A,20190103,0.11,0.11,0.11,0.11,360000
AOT27P1903A,20190103,0.31,0.34,0.31,0.34,585000
AOT28C1902A,20190103,0.23,0.23,0.18,0.18,473900
AOT28C1905A,20190103,0.25,0.25,0.22,0.22,3146000
AOT42C1903A,20190103,0.15,0.15,0.13,0.13,657000
AP01C1903A,20190103,0.02,0.03,0.02,0.03,121200
AP13C1904A,20190103,0.07,0.07,0.07,0.07,820800
AP19C1906A,20190103,0.19,0.21,0.19,0.2,651200
AP24C1907A,20190103,0.06,0.06,0.04,0.04,8500
AP42P1901A,20190103,1.14,1.14,1.06,1.06,562400
BANP01C1903A,20190103,0.06,0.06,0.05,0.05,1471000
BANP01C1903B,20190103,0.01,0.01,0.01,0.01,30000
BANP01C1905A,20190103,0.26,0.27,0.23,0.24,11898900
BANP01C1905B,20190103,0.19,0.2,0.16,0.17,17522500
BANP01P1903A,20190103,1.25,1.33,1.23,1.33,7731100
BANP01P1903B,20190103,0.93,1.01,0.93,1.01,4141000
BANP01P1905A,20190103,0.69,0.75,0.68,0.75,9534700
BANP07C1904A,20190103,0.04,0.04,0.03,0.03,37400
BANP08C1904A,20190103,0.06,0.06,0.06,0.06,120000
BANP08P1901A,20190103,0.56,0.65,0.56,0.65,1363800
BANP11C1909A,20190103,0.14,0.14,0.13,0.13,605600
BANP13C1902A,20190103,0.01,0.01,0.01,0.01,100
BANP13C1904A,20190103,0.09,0.09,0.08,0.08,1660300
BANP16C1912A,20190103,0.36,0.36,0.35,0.35,101600
BANP19C1902A,20190103,0.01,0.01,0.01,0.01,125000
BANP19C1906A,20190103,0.24,0.25,0.22,0.22,2684200
BANP23C1906A,20190103,0.14,0.14,0.13,0.13,2971600
BANP24P1901A,20190103,0.34,0.34,0.34,0.34,15000
BANP28C1902A,20190103,0.01,0.01,0.01,0.01,3501000
BANP28C1903A,20190103,0.02,0.02,0.02,0.02,2000700
BANP28C1905A,20190103,0.09,0.09,0.09,0.09,2614600
BANP42P1903A,20190103,0.96,1.02,0.96,1.02,1632000
BBL06C1902A,20190103,0.43,0.47,0.43,0.43,679700
BBL08C1902A,20190103,0.18,0.2,0.18,0.19,2186000
BBL08P1904A,20190103,0.31,0.32,0.3,0.32,975100
BBL11C1903A,20190103,0.16,0.17,0.15,0.15,2421600
BBL13C1901A,20190103,0.08,0.09,0.08,0.08,515800
BBL13C1905A,20190103,0.26,0.27,0.25,0.26,2915000
BBL19C1901A,20190103,0.05,0.05,0.04,0.04,101000
BBL19P1904A,20190103,0.28,0.28,0.26,0.27,6729200
BBL23C1906A,20190103,0.24,0.25,0.23,0.24,2900500
BBL24P1904A,20190103,0.29,0.29,0.29,0.29,350000
BBL27C1904A,20190103,0.28,0.29,0.27,0.27,990000
BBL27P1904A,20190103,0.47,0.47,0.46,0.47,855000
BBL28C1904A,20190103,0.18,0.19,0.17,0.18,3448400
BBL42C1903A,20190103,0.13,0.13,0.13,0.13,1224000
BCH01C1902A,20190103,0.11,0.12,0.09,0.09,18969500
BCH01C1902B,20190103,0.03,0.03,0.02,0.03,51200
BCH01P1902A,20190103,0.7,0.79,0.7,0.77,3803800
BCH06C1903A,20190103,0.09,0.09,0.06,0.06,171800
BCH08C1901A,20190103,0.05,0.05,0.04,0.04,200000
BCH11C1905A,20190103,0.12,0.12,0.11,0.11,689000
BCH13C1905A,20190103,0.11,0.11,0.09,0.1,3575000
BCH19C1903A,20190103,0.12,0.12,0.1,0.1,4018500
BCH27C1902A,20190103,0.24,0.25,0.2,0.21,8142600
BCH28C1902A,20190103,0.01,0.01,0.01,0.01,1000
BCH28C1904A,20190103,0.08,0.08,0.07,0.07,914400
BCH28C1905A,20190103,0.08,0.08,0.08,0.08,1004600
BCP01C1903A,20190103,0.11,0.11,0.11,0.11,3447500
BCP01P1903A,20190103,0.47,0.48,0.47,0.48,1624800
BCP11C1909A,20190103,0.16,0.16,0.14,0.14,360000
BCP13C1902A,20190103,0.04,0.04,0.04,0.04,100
BCP19C1906A,20190103,0.26,0.26,0.24,0.24,777600
BCP24C1907A,20190103,0.12,0.12,0.12,0.12,96000
BCP28C1904A,20190103,0.12,0.12,0.12,0.12,1123600
BCPG01C1904A,20190103,0.1,0.11,0.1,0.1,6399700
BCPG01C1904B,20190103,0.04,0.05,0.04,0.04,3725000
BCPG06C1903A,20190103,0.11,0.12,0.1,0.1,953000
BCPG08C1904B,20190103,0.08,0.08,0.07,0.07,650700
BCPG11C1910A,20190103,0.3,0.32,0.29,0.29,3320000
BCPG13C1902A,20190103,0.01,0.01,0.01,0.01,10000
BCPG13C1904A,20190103,0.09,0.09,0.07,0.07,158100
BCPG13C1905A,20190103,0.2,0.24,0.2,0.2,45400900
BCPG19C1901A,20190103,0.01,0.02,0.01,0.01,420000
BCPG19C1906A,20190103,0.32,0.34,0.3,0.3,2546400
BCPG23C1902A,20190103,0.03,0.03,0.03,0.03,200000
BCPG28C1904A,20190103,0.08,0.09,0.07,0.07,3746800
BDMS01C1905A,20190103,0.19,0.2,0.19,0.19,1706100
BDMS01C1905B,20190103,0.14,0.14,0.13,0.14,383900
BDMS01P1905A,20190103,0.3,0.3,0.29,0.29,1614900
BDMS08C1905A,20190103,0.14,0.14,0.13,0.13,300000
BDMS13C1903A,20190103,0.09,0.09,0.08,0.08,1415000
BDMS19C1901A,20190103,0.05,0.05,0.04,0.04,1095600
BDMS19C1905A,20190103,0.45,0.46,0.43,0.44,1037300
BDMS23C1906A,20190103,0.36,0.37,0.36,0.36,2000000
BDMS24C1909A,20190103,0.46,0.46,0.46,0.46,400
BDMS42P1904A,20190103,0.16,0.16,0.16,0.16,372200
BEAU01C1901A,20190103,0.02,0.03,0.02,0.02,208100
BEAU01C1901B,20190103,0.01,0.01,0.01,0.01,91500
BEAU01C1902A,20190103,0.14,0.19,0.14,0.17,29709300
BEAU01C1902B,20190103,0.06,0.08,0.06,0.06,4650700
BEAU01P1902A,20190103,1.3,1.31,1.18,1.22,28465400
BEAU06C1904A,20190103,0.34,0.42,0.34,0.37,5570300
BEAU08C1901A,20190103,0.01,0.01,0.01,0.01,1600
BEAU08C1902A,20190103,0.04,0.05,0.04,0.05,670600
BEAU11C1902A,20190103,0.02,0.02,0.01,0.01,400
BEAU13C1901A,20190103,0.01,0.01,0.01,0.01,900600
BEAU13C1904A,20190103,0.04,0.05,0.03,0.04,7614700
BEAU13C1904B,20190103,0.15,0.2,0.15,0.17,44695800
BEAU19C1901A,20190103,0.03,0.04,0.03,0.03,657500
BEAU19C1902A,20190103,0.02,0.02,0.02,0.02,2500
BEAU19C1906A,20190103,0.54,0.61,0.53,0.57,7543700
BEAU23C1906A,20190103,0.08,0.1,0.08,0.09,1054000
BEAU24C1902A,20190103,0.01,0.01,0.01,0.01,1000
BEAU24C1903A,20190103,0.06,0.06,0.06,0.06,55000
BEAU24C1904A,20190103,0.04,0.04,0.04,0.04,2480100
BEAU28C1904A,20190103,0.1,0.12,0.1,0.11,4721700
BEAU41C1907A,20190103,0.35,0.35,0.31,0.31,20100
BEM01C1902A,20190103,0.69,0.69,0.63,0.63,9396700
BEM01C1902B,20190103,0.57,0.57,0.5,0.53,22936600
BEM01P1902A,20190103,0.07,0.09,0.07,0.08,14674100
BEM08C1903A,20190103,0.48,0.48,0.41,0.44,2286300
BEM11C1903A,20190103,0.43,0.43,0.37,0.38,1575500
BEM13C1905A,20190103,0.52,0.52,0.47,0.48,43060600
BEM13C1905B,20190103,0.17,0.17,0.16,0.16,7149600
BEM19C1901A,20190103,0.7,0.7,0.61,0.63,1886000
BEM23C1901A,20190103,0.34,0.34,0.33,0.33,140000
BEM24C1902A,20190103,0.36,0.38,0.33,0.33,1263600
BEM27P1905A,20190103,0.08,0.09,0.08,0.09,670000
BEM28C1905A,20190103,0.33,0.33,0.3,0.31,16566700
BEM42C1904A,20190103,0.39,0.39,0.37,0.37,2724900
BGRI01C1901A,20190103,0.89,1.03,0.89,0.99,1621400
BGRI01C1901B,20190103,0.37,0.5,0.37,0.5,2994300
BGRI01C1903A,20190103,0.26,0.3,0.26,0.3,22966500
BGRI01C1903B,20190103,0.13,0.16,0.13,0.15,27942200
BGRI06C1903A,20190103,0.67,0.81,0.67,0.77,2280000
BGRI08C1902A,20190103,0.38,0.49,0.38,0.46,2305400
BGRI08C1904A,20190103,0.14,0.17,0.14,0.17,1989600
BGRI11C1909A,20190103,0.28,0.31,0.28,0.31,3240200
BGRI13C1904A,20190103,0.16,0.2,0.16,0.19,11485200
BGRI19C1901A,20190103,0.24,0.31,0.24,0.31,1652600
BGRI19C1903A,20190103,0.11,0.14,0.11,0.13,4870900
BGRI24C1901A,20190103,0.16,0.26,0.16,0.26,2782000
BGRI24C1902A,20190103,0.09,0.1,0.09,0.09,789000
BGRI27C1905A,20190103,0.15,0.18,0.15,0.18,1530000
BGRI28C1905A,20190103,0.16,0.2,0.16,0.18,10293000
BH01C1905A,20190103,0.28,0.32,0.28,0.29,3554300
BH01C1905B,20190103,0.21,0.24,0.21,0.21,3280000
BH01P1905A,20190103,0.68,0.68,0.62,0.65,6490500
BH08C1902A,20190103,0.25,0.31,0.24,0.26,1217900
BH11C1905A,20190103,0.46,0.52,0.45,0.47,1093000
BH13C1901A,20190103,0.18,0.26,0.18,0.2,4032500
BH13C1906A,20190103,0.7,0.79,0.7,0.74,4470300
BH19C1901A,20190103,0.17,0.23,0.17,0.19,2620700
BH27C1905A,20190103,0.16,0.18,0.16,0.17,630000
BIG08C1906A,20190103,0.01,0.01,0.01,0.01,167000
BJC01C1906A,20190103,0.44,0.46,0.36,0.36,10035000
BJC01C1906B,20190103,0.34,0.35,0.26,0.26,17991600
BJC01P1906A,20190103,0.7,0.81,0.68,0.8,27970000
BJC06C1903A,20190103,0.16,0.16,0.09,0.09,2417800
BJC11C1905A,20190103,0.13,0.13,0.09,0.09,918000
BJC13C1902A,20190103,0.03,0.03,0.02,0.02,150100
BJC13C1903A,20190103,0.11,0.11,0.09,0.09,481400
BJC13C1906A,20190103,0.28,0.28,0.21,0.21,9610300
BJC19C1902A,20190103,0.05,0.05,0.03,0.03,4321800
BJC27C1905A,20190103,0.17,0.17,0.13,0.13,990000
BJC28C1904A,20190103,0.09,0.09,0.07,0.07,226800
BLA08C1904A,20190103,0.06,0.06,0.06,0.06,70000
BLA11C1909A,20190103,0.08,0.08,0.08,0.08,111200
BLA13C1908A,20190103,0.21,0.22,0.21,0.21,6558400
BLA19C1903A,20190103,0.04,0.04,0.04,0.04,2000
BLA19C1906A,20190103,0.09,0.09,0.09,0.09,280000
BLA27C1905A,20190103,0.09,0.09,0.09,0.09,540000
BLA28C1906A,20190103,0.16,0.16,0.15,0.15,4698900
BLAN01C1903A,20190103,0.1,0.1,0.09,0.09,677700
BLAN01P1903A,20190103,0.75,0.77,0.75,0.77,508000
BLAN19C1906A,20190103,0.16,0.16,0.15,0.16,779900
BPP01C1903A,20190103,0.08,0.08,0.07,0.07,85600
BPP01C1903B,20190103,0.05,0.05,0.05,0.05,100
BPP01P1903A,20190103,0.4,0.43,0.39,0.42,2283800
BPP11C1910A,20190103,0.42,0.43,0.39,0.39,2150000
BPP13C1901A,20190103,0.01,0.01,0.01,0.01,4500
BPP13C1902A,20190103,0.04,0.04,0.04,0.04,220000
BPP19C1903A,20190103,0.14,0.14,0.13,0.13,619600
BPP28C1904A,20190103,0.14,0.14,0.13,0.13,922000
BTS01C1903A,20190103,0.36,0.37,0.34,0.34,1769600
BTS01C1903B,20190103,0.21,0.21,0.2,0.2,1147300
BTS01P1903A,20190103,0.27,0.28,0.27,0.27,2455600
BTS11C1904A,20190103,0.03,0.03,0.03,0.03,39400
BTS11C1910A,20190103,0.3,0.3,0.3,0.3,420000
BTS19C1901A,20190103,0.12,0.12,0.12,0.12,316600
BTS23C1905A,20190103,1.64,1.64,1.64,1.64,400000
BTS28C1905A,20190103,0.24,0.24,0.22,0.22,659100
BTS42P1901A,20190103,0.03,0.03,0.03,0.03,200
CBG01C1902A,20190103,0.03,0.04,0.02,0.04,789000
CBG01C1902B,20190103,0.01,0.01,0.01,0.01,30000
CBG01P1905A,20190103,1.61,1.69,1.61,1.65,2556900
CBG06C1903A,20190103,0.02,0.02,0.02,0.02,3564500
CBG06P1903A,20190103,2.06,2.14,2.06,2.14,841700
CBG11C1902A,20190103,0.01,0.01,0.01,0.01,139100
CBG13C1905A,20190103,0.13,0.13,0.11,0.11,3612900
CBG16C1912A,20190103,0.32,0.33,0.31,0.31,250000
CBG19C1906A,20190103,0.19,0.19,0.17,0.17,3395100
CBG28C1906A,20190103,0.19,0.19,0.15,0.16,1277600
CENT01C1903A,20190103,0.39,0.43,0.37,0.37,7371400
