<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPORT,20190108,0.14,0.14,0.14,0.14,24600
SPPT,20190108,3.96,4.08,3.96,4,381300
SPRC,20190108,10.1,10.1,9.9,10,13493500
SPVI,20190108,1.07,1.17,1.07,1.1,1322000
SQ,20190108,2.14,2.16,2.12,2.14,654300
SR,20190108,1.87,1.87,1.86,1.86,9000
SRICHA,20190108,10.8,10.8,10.7,10.8,29500
SRIPANWA,20190108,10.9,10.9,10.8,10.8,10100
SSC,20190108,34.5,34.5,34.5,34.5,300
SSP,20190108,7.4,7.65,7.3,7.45,1125600
SSPF,20190108,9.25,9.25,9.25,9.25,63000
SSSC,20190108,2.72,2.74,2.72,2.74,25200
SST,20190108,4.14,4.16,4.12,4.16,10800
SSTPF,20190108,6.3,6.3,6.3,6.3,100
SSTRT,20190108,6,6,6,6,3100
STA,20190108,14.5,15.1,14,14.2,23930600
STANLY,20190108,214,215,213,213,4200
STAR,20190108,4.84,4.84,4.7,4.82,24300
STEC,20190108,21.7,21.7,21.4,21.5,6644000
STI,20190108,5.1,5.5,5.05,5.3,1194300
STPI,20190108,4.24,4.24,4.2,4.24,259600
SUC,20190108,45.75,45.75,45.75,45.75,16700
SUN,20190108,2.84,2.88,2.84,2.86,27600
SUPER,20190108,0.55,0.55,0.53,0.54,86638000
SUSCO,20190108,2.52,2.52,2.48,2.48,380000
SUTHA,20190108,3.8,3.8,3.8,3.8,5100
SVI,20190108,4.84,4.94,4.8,4.92,1925700
SVOA,20190108,1.24,1.24,1.21,1.21,176200
SWC,20190108,19.9,20,19.9,20,49500
SYMC,20190108,4.86,4.9,4.86,4.9,500
SYNEX,20190108,12.1,12.3,11.8,12.1,390100
SYNTEC,20190108,2.76,2.84,2.74,2.8,2481000
T,20190108,0.06,0.06,0.05,0.06,337300
TACC,20190108,2.28,2.32,2.26,2.32,116200
TAE,20190108,2.06,2.06,2.04,2.04,27300
TAKUNI,20190108,0.75,0.75,0.74,0.75,374000
TAPAC,20190108,6.15,6.3,5.85,6.3,1705300
TASCO,20190108,14.8,14.8,14.6,14.8,1533700
TBSP,20190108,15.7,15.7,15.7,15.7,100
TC,20190108,3.18,3.18,3.18,3.18,200
TCAP,20190108,51.75,52,51.25,51.5,2127800
TCC,20190108,0.41,0.41,0.39,0.39,6479200
TCCC,20190108,28.75,28.75,28.5,28.5,1600
TCJ,20190108,5,5.05,5,5.05,12800
TCMC,20190108,1.64,1.66,1.58,1.58,2486300
TEAM,20190108,0.89,1.01,0.89,0.94,2235600
TEAMG,20190108,1.82,1.88,1.81,1.87,2752700
TFFIF,20190108,10.2,10.2,10.1,10.2,1616200
TFG,20190108,3.1,3.12,3.06,3.06,395400
TFI,20190108,0.28,0.31,0.28,0.3,165100
TFMAMA,20190108,160,160.5,160,160.5,21200
TGPRO,20190108,0.13,0.13,0.12,0.12,322900
TH,20190108,0.71,0.73,0.71,0.71,37000
THAI,20190108,12.6,12.7,12.4,12.7,1388300
THANA,20190108,1.95,1.97,1.92,1.97,39000
THANI,20190108,7.6,7.6,7.45,7.45,1294800
THCOM,20190108,6.1,6.15,6,6.05,913400
THE,20190108,1.54,1.58,1.53,1.53,110700
THG,20190108,32.75,33,32.5,33,601300
THIP,20190108,23.4,23.4,23.3,23.3,9000
THMUI,20190108,1.2,1.26,1.19,1.22,277900
THRE,20190108,0.88,0.91,0.87,0.87,1591400
THREL,20190108,6.45,6.5,6.45,6.5,88600
TICON,20190108,14.2,14.4,14.2,14.3,20700
TIF1,20190108,8.75,8.75,8.75,8.75,1000
TIGER,20190108,4,4.02,3.7,3.72,2801500
TIP,20190108,22.7,22.7,22.5,22.7,123100
TIPCO,20190108,7.5,7.6,7.45,7.6,147200
TISCO,20190108,81.25,81.5,81,81,2266400
TITLE,20190108,7.85,7.95,7.8,7.85,175100
TK,20190108,8.5,9,8.5,8.95,58800
TKN,20190108,8.4,8.45,8.2,8.3,12711600
TKS,20190108,8.7,8.75,8.65,8.7,144100
TLGF,20190108,19.1,19.1,19,19,628600
TM,20190108,2.1,2.1,2.06,2.1,1300
TMB,20190108,2.2,2.22,2.18,2.2,59741600
TMC,20190108,0.8,0.8,0.78,0.79,207800
TMI,20190108,0.75,0.77,0.75,0.77,466000
TMILL,20190108,2.74,2.74,2.7,2.7,67800
TMT,20190108,13.2,13.2,13.1,13.1,30100
TMW,20190108,64.75,64.75,64.5,64.5,12800
TNDT,20190108,4.18,4.2,4.1,4.14,27400
TNH,20190108,37.5,38,37.5,38,74000
TNITY,20190108,5.7,5.7,5.7,5.7,900
TNL,20190108,19.5,19.5,19.3,19.3,200
TNP,20190108,1.42,1.44,1.41,1.42,63100
TNPC,20190108,1.21,1.22,1.21,1.22,10500
TNR,20190108,10,10,10,10,2300
TOA,20190108,33,33.75,32.75,33.5,609400
TOG,20190108,4.52,4.52,4.52,4.52,1200
TOP,20190108,70,70,68.5,69.75,6634500
TOPP,20190108,203,203,203,203,100
TPA,20190108,6.15,6.45,6.05,6.45,16100
TPAC,20190108,10,10,10,10,11000
TPBI,20190108,6.1,6.1,6.1,6.1,700
TPCH,20190108,9.4,9.45,9.3,9.4,265100
TPIPL,20190108,1.97,1.98,1.96,1.97,5964100
TPIPP,20190108,5.8,5.85,5.75,5.8,3594400
TPLAS,20190108,1.48,1.52,1.48,1.49,383700
TPOLY,20190108,2.68,2.68,2.6,2.66,353500
TPRIME,20190108,12.6,12.6,12.6,12.6,191200
TQM,20190108,22.8,22.8,22.6,22.6,105900
TR,20190108,43,43,43,43,1100
TRC,20190108,0.43,0.46,0.42,0.43,10415200
TREIT,20190108,11.8,11.8,11.7,11.7,265900
TRITN,20190108,0.38,0.39,0.38,0.38,9830000
TRT,20190108,1.81,1.81,1.76,1.8,108600
TRU,20190108,4.7,4.74,4.7,4.74,6200
TRUBB,20190108,1.57,1.61,1.54,1.54,429500
TRUE,20190108,5.25,5.35,5.2,5.3,48637500
TSC,20190108,13.1,13.4,13.1,13.4,15700
TSE,20190108,2.14,2.14,2.12,2.14,444000
TSF,20190108,0.03,0.03,0.02,0.02,514400
TSI,20190108,0.6,0.63,0.6,0.62,2339900
TSR,20190108,1.81,1.81,1.81,1.81,12100
TSTH,20190108,0.67,0.67,0.65,0.67,470100
TTA,20190108,5.2,5.3,5.15,5.15,846600
TTCL,20190108,6.55,6.7,6.55,6.6,293700
TTTM,20190108,191,191,190,190,400
TTW,20190108,12.6,12.6,12.5,12.5,1902200
TU,20190108,16.2,16.4,16.1,16.3,9121900
TVD,20190108,1.53,1.54,1.52,1.53,69000
TVI,20190108,3.84,3.84,3.8,3.84,28700
TVO,20190108,27.25,27.25,26.75,27,565400
TVT,20190108,0.73,0.76,0.73,0.76,90700
TWP,20190108,3.9,3.9,3.9,3.9,100
TWPC,20190108,8.05,8.05,7.95,8.05,18200
TWZ,20190108,0.08,0.09,0.08,0.08,9761600
TYCN,20190108,2.64,2.66,2.6,2.66,27900
U,20190108,2.52,2.54,2.48,2.52,4115500
UAC,20190108,3.96,3.96,3.96,3.96,18700
UBIS,20190108,5.15,5.15,5.15,5.15,24400
UEC,20190108,1.29,1.34,1.29,1.29,229900
UKEM,20190108,0.63,0.67,0.61,0.65,5761800
UMI,20190108,1.24,1.31,1.24,1.27,3330600
UMS,20190108,0.67,0.67,0.67,0.67,100
UNIQ,20190108,9.8,9.85,9.65,9.75,3534700
UPA,20190108,0.36,0.37,0.35,0.36,634900
UPOIC,20190108,4.28,4.28,4.28,4.28,600
URBNPF,20190108,4.6,4.6,4.6,4.6,100
UREKA,20190108,1.9,2,1.9,1.93,1001100
UTP,20190108,9.65,9.85,9.65,9.75,251000
UV,20190108,6.3,6.4,6.25,6.35,2521600
UVAN,20190108,5.35,5.35,5.3,5.3,17500
UWC,20190108,0.06,0.06,0.05,0.05,1166900
VCOM,20190108,2.84,2.96,2.82,2.86,49200
VGI,20190108,7.9,7.95,7.85,7.85,3764000
VIBHA,20190108,2.04,2.04,2.02,2.02,1116700
VIH,20190108,6.65,6.85,6.65,6.8,568400
VNG,20190108,4.92,4.92,4.88,4.9,33800
VNT,20190108,20.2,20.4,20.1,20.1,1957200
VPO,20190108,0.42,0.43,0.41,0.43,72000
WACOAL,20190108,45.5,45.5,45.5,45.5,800
WAVE,20190108,1.96,2.02,1.96,2,4000
WG,20190108,179.5,179.5,179,179,14100
WHA,20190108,4.28,4.3,4.24,4.26,67614700
WHART,20190108,11,11,10.9,10.9,416600
WHAUP,20190108,5.65,5.7,5.6,5.6,2782500
WICE,20190108,3.78,3.78,3.72,3.78,1428100
WIIK,20190108,1.96,1.98,1.96,1.97,269000
WIN,20190108,0.55,0.55,0.53,0.55,200200
WINNER,20190108,2.8,2.82,2.78,2.8,32000
WORK,20190108,23.4,24,23.3,23.8,2919400
WP,20190108,5.1,5.25,5,5.1,304400
WPH,20190108,2.36,2.36,2.34,2.36,94100
XO,20190108,11.6,11.6,11.4,11.5,117500
YUASA,20190108,10.2,10.2,10,10,4100
ZIGA,20190108,1.8,1.86,1.8,1.85,137100
ZMICO,20190108,0.99,1,0.99,1,76800
U-P,20190108,3.24,3.24,3.16,3.24,341300
AAV01C1902A,20190108,0.29,0.29,0.27,0.27,2688600
AAV01C1902B,20190108,0.15,0.15,0.14,0.14,346100
AAV01P1902A,20190108,0.67,0.68,0.67,0.68,710000
AAV06C1904A,20190108,0.13,0.13,0.13,0.13,40000
AAV08C1903A,20190108,0.1,0.1,0.1,0.1,800
AAV11C1910A,20190108,0.36,0.36,0.35,0.35,420000
AAV28C1902A,20190108,0.04,0.04,0.04,0.04,5000
ADVA01C1902A,20190108,0.08,0.08,0.08,0.08,1232000
ADVA01C1902B,20190108,0.03,0.03,0.03,0.03,220000
ADVA01C1905A,20190108,0.47,0.48,0.47,0.47,6937300
ADVA01C1905B,20190108,0.36,0.37,0.35,0.36,7613200
ADVA01P1902A,20190108,0.85,0.85,0.84,0.84,571800
ADVA01P1902B,20190108,0.54,0.54,0.53,0.53,3094800
ADVA01P1905A,20190108,1.09,1.09,1.08,1.08,3100200
ADVA01P1905B,20190108,0.58,0.59,0.58,0.58,3552800
ADVA06C1903A,20190108,0.03,0.03,0.03,0.03,500000
ADVA11C1910A,20190108,0.66,0.66,0.65,0.66,1355000
ADVA11P1905A,20190108,0.26,0.26,0.25,0.25,1180000
ADVA11P1910A,20190108,0.62,0.62,0.61,0.61,640000
ADVA13C1904A,20190108,0.18,0.19,0.18,0.19,3911900
ADVA13C1905A,20190108,0.68,0.68,0.66,0.68,10964800
ADVA13P1904A,20190108,0.65,0.66,0.64,0.64,6364500
ADVA19C1901A,20190108,0.01,0.01,0.01,0.01,188000
ADVA19C1905A,20190108,0.51,0.51,0.5,0.51,2369800
ADVA19P1904A,20190108,0.39,0.4,0.38,0.39,1883900
ADVA28C1904B,20190108,0.32,0.33,0.32,0.33,2915800
ADVA28C1905A,20190108,0.53,0.54,0.52,0.53,3028700
AMAT01C1903A,20190108,0.54,0.54,0.51,0.54,12919400
AMAT01C1903B,20190108,0.3,0.3,0.28,0.3,9356200
AMAT01P1903A,20190108,0.57,0.6,0.56,0.56,16926100
AMAT06C1903A,20190108,0.3,0.32,0.29,0.31,770000
AMAT08C1903A,20190108,0.29,0.3,0.28,0.3,2560800
AMAT11C1903A,20190108,0.16,0.17,0.16,0.17,852600
AMAT13C1902A,20190108,0.06,0.06,0.06,0.06,209600
AMAT13C1905A,20190108,0.38,0.38,0.36,0.37,46535900
AMAT19C1902A,20190108,0.31,0.33,0.31,0.33,5010200
AMAT23C1906A,20190108,0.3,0.3,0.28,0.29,1950000
AMAT28C1902A,20190108,0.18,0.19,0.17,0.19,5410400
AMAT28C1903A,20190108,0.04,0.04,0.04,0.04,60200
ANAN08C1906A,20190108,0.01,0.02,0.01,0.02,665400
ANAN13C1901A,20190108,0.01,0.01,0.01,0.01,30000
AOT01C1902A,20190108,0.37,0.39,0.36,0.38,28239700
AOT01C1902B,20190108,0.11,0.12,0.11,0.12,12945300
AOT01C1904A,20190108,0.36,0.4,0.36,0.38,23529700
AOT01C1904B,20190108,0.2,0.23,0.2,0.21,32687300
AOT01P1902A,20190108,0.67,0.67,0.63,0.64,5603900
AOT01P1902B,20190108,0.16,0.17,0.14,0.15,20876700
AOT01P1904A,20190108,0.69,0.69,0.66,0.67,6260900
AOT01P1904B,20190108,0.43,0.43,0.4,0.41,17767900
AOT06C1903A,20190108,0.2,0.22,0.2,0.22,2775500
AOT06P1903A,20190108,0.2,0.21,0.18,0.18,1756000
AOT07C1902A,20190108,0.3,0.3,0.3,0.3,1000
AOT08C1904A,20190108,0.25,0.28,0.25,0.26,2428200
AOT08P1903A,20190108,0.22,0.23,0.21,0.21,1746200
AOT11C1906A,20190108,0.2,0.21,0.2,0.2,2378300
AOT11P1906A,20190108,0.18,0.18,0.18,0.18,451000
AOT13C1902A,20190108,0.16,0.18,0.15,0.17,4870500
AOT13C1904A,20190108,0.41,0.44,0.39,0.42,8663600
AOT13P1902A,20190108,0.07,0.07,0.07,0.07,2247200
AOT13P1905A,20190108,0.38,0.38,0.36,0.36,2954300
AOT16C1912A,20190108,0.78,0.79,0.78,0.79,1300
AOT19C1901A,20190108,0.08,0.11,0.08,0.09,2502400
AOT19P1903A,20190108,0.11,0.11,0.1,0.1,2750000
AOT23C1906A,20190108,0.36,0.38,0.36,0.37,4793400
AOT24P1903A,20190108,0.07,0.07,0.07,0.07,10000
AOT27C1902A,20190108,0.11,0.12,0.11,0.12,1080000
AOT27P1903A,20190108,0.29,0.29,0.28,0.28,1286000
AOT28C1902A,20190108,0.21,0.23,0.21,0.22,5961700
AOT28C1905A,20190108,0.25,0.26,0.25,0.25,7109600
AOT42C1903A,20190108,0.14,0.15,0.14,0.15,1428000
AP01C1903B,20190108,0.01,0.01,0.01,0.01,100000
AP13C1904A,20190108,0.08,0.08,0.08,0.08,1685000
AP19C1906A,20190108,0.23,0.24,0.23,0.23,3679100
AP42P1901A,20190108,0.99,0.99,0.96,0.96,73000
BA11C1902A,20190108,0.01,0.01,0.01,0.01,513800
BANP01C1903A,20190108,0.11,0.11,0.1,0.11,6445000
BANP01C1903B,20190108,0.04,0.05,0.04,0.04,519100
BANP01C1905A,20190108,0.39,0.4,0.38,0.38,12603100
BANP01C1905B,20190108,0.31,0.31,0.3,0.3,10153600
BANP01P1903A,20190108,0.99,1.01,0.99,0.99,6544800
BANP01P1903B,20190108,0.57,0.62,0.57,0.59,11336800
BANP01P1905A,20190108,0.52,0.53,0.52,0.52,14726800
BANP07C1904A,20190108,0.06,0.07,0.06,0.07,14000
BANP08C1904A,20190108,0.11,0.11,0.1,0.1,999500
BANP08P1901A,20190108,0.22,0.24,0.21,0.21,5104200
BANP11C1902A,20190108,0.01,0.01,0.01,0.01,661900
BANP11C1909A,20190108,0.21,0.21,0.21,0.21,800800
BANP13C1902A,20190108,0.01,0.01,0.01,0.01,100
BANP13C1904A,20190108,0.15,0.15,0.15,0.15,27911100
BANP13C1906A,20190108,0.43,0.43,0.41,0.43,39624600
BANP16C1912A,20190108,0.5,0.5,0.48,0.49,400
BANP19C1906A,20190108,0.37,0.37,0.35,0.36,2341900
BANP23C1906A,20190108,0.23,0.23,0.23,0.23,1200000
BANP24P1901A,20190108,0.07,0.07,0.07,0.07,330000
BANP27C1904A,20190108,0.11,0.11,0.11,0.11,600000
BANP27P1905A,20190108,0.48,0.48,0.47,0.47,1550000
BANP28C1905A,20190108,0.16,0.16,0.15,0.15,6450400
BANP42P1903A,20190108,0.7,0.72,0.7,0.7,1224000
BBL06C1902A,20190108,0.45,0.47,0.45,0.46,745700
BBL08C1902A,20190108,0.2,0.2,0.19,0.2,437200
BBL08P1904A,20190108,0.28,0.29,0.28,0.29,829600
BBL11C1903A,20190108,0.15,0.16,0.15,0.16,1664100
BBL13C1901A,20190108,0.09,0.09,0.08,0.08,1106400
BBL13C1905A,20190108,0.29,0.29,0.27,0.27,2371500
BBL19P1904A,20190108,0.24,0.24,0.24,0.24,1200000
BBL24P1904A,20190108,0.26,0.27,0.26,0.26,19000
BBL27C1904A,20190108,0.29,0.29,0.29,0.29,180000
BBL27P1904A,20190108,0.44,0.44,0.44,0.44,539300
BBL28C1904A,20190108,0.19,0.19,0.18,0.18,594600
BCH01C1902A,20190108,0.11,0.11,0.1,0.11,6958900
BCH01C1902B,20190108,0.01,0.02,0.01,0.02,153400
BCH01P1902A,20190108,0.7,0.72,0.68,0.68,1542200
BCH06C1903A,20190108,0.06,0.07,0.06,0.06,307400
BCH08C1901A,20190108,0.04,0.04,0.04,0.04,100000
BCH11C1905A,20190108,0.12,0.12,0.12,0.12,61100
BCH13C1902A,20190108,0.01,0.01,0.01,0.01,551600
BCH13C1905A,20190108,0.1,0.11,0.1,0.11,2931700
BCH19C1903A,20190108,0.11,0.11,0.11,0.11,427000
BCH27C1902A,20190108,0.25,0.25,0.23,0.23,2627400
BCH28C1904A,20190108,0.07,0.07,0.07,0.07,714400
BCH28C1905A,20190108,0.07,0.07,0.07,0.07,55000
BCP01C1903A,20190108,0.14,0.14,0.13,0.13,148000
BCP01P1903A,20190108,0.39,0.41,0.39,0.41,1311500
BCP11C1909A,20190108,0.19,0.19,0.18,0.18,300000
BCP13C1902A,20190108,0.05,0.05,0.05,0.05,100000
BCP19C1906A,20190108,0.29,0.29,0.29,0.29,217800
BCPG01C1904A,20190108,0.12,0.13,0.12,0.13,3598800
BCPG06C1903A,20190108,0.13,0.13,0.13,0.13,445000
BCPG11C1910A,20190108,0.34,0.34,0.34,0.34,640000
BCPG13C1904A,20190108,0.1,0.1,0.1,0.1,4428400
BCPG13C1905A,20190108,0.26,0.26,0.24,0.25,13503800
BCPG19C1906A,20190108,0.37,0.38,0.36,0.37,1154000
BCPG28C1904A,20190108,0.1,0.1,0.1,0.1,1638400
BDMS01C1905A,20190108,0.21,0.21,0.19,0.19,3756600
BDMS01C1905B,20190108,0.15,0.15,0.13,0.13,9882800
BDMS01P1905A,20190108,0.28,0.31,0.28,0.29,4215900
BDMS06C1903A,20190108,0.04,0.04,0.04,0.04,521000
BDMS08C1905A,20190108,0.13,0.13,0.13,0.13,2292400
BDMS13C1903A,20190108,0.08,0.08,0.08,0.08,600000
BDMS16C1912A,20190108,0.31,0.31,0.3,0.3,500
BDMS19C1901A,20190108,0.05,0.05,0.04,0.04,1650000
BDMS19C1905A,20190108,0.45,0.45,0.42,0.44,1816800
BDMS23C1906A,20190108,0.37,0.37,0.34,0.35,4324000
BDMS24C1909A,20190108,0.49,0.49,0.45,0.45,806000
BDMS42P1904A,20190108,0.15,0.16,0.15,0.16,471000
BEAU01C1901A,20190108,0.02,0.02,0.01,0.02,102400
BEAU01C1901B,20190108,0.01,0.02,0.01,0.02,6000
BEAU01C1902A,20190108,0.18,0.19,0.14,0.15,21891700
BEAU01C1902B,20190108,0.07,0.07,0.06,0.06,2380700
BEAU01P1902A,20190108,1.14,1.24,1.13,1.21,30259100
BEAU06C1904A,20190108,0.45,0.45,0.37,0.37,4095300
BEAU08C1902A,20190108,0.04,0.05,0.04,0.05,18700
BEAU11C1902A,20190108,0.01,0.01,0.01,0.01,1816700
BEAU13C1901A,20190108,0.01,0.01,0.01,0.01,400000
BEAU13C1904A,20190108,0.04,0.04,0.04,0.04,3802500
BEAU13C1904B,20190108,0.19,0.19,0.16,0.16,63479500
BEAU13C1906A,20190108,0.52,0.53,0.45,0.47,83098100
BEAU19C1902A,20190108,0.01,0.01,0.01,0.01,20000
BEAU19C1906A,20190108,0.61,0.62,0.56,0.56,6874900
BEAU23C1906A,20190108,0.09,0.09,0.09,0.09,750000
BEAU24C1903A,20190108,0.06,0.06,0.06,0.06,100000
BEAU28C1904A,20190108,0.12,0.12,0.1,0.1,2166900
BEM01C1902A,20190108,0.63,0.64,0.63,0.64,25849200
BEM01C1902B,20190108,0.49,0.51,0.49,0.49,13276300
BEM01P1902A,20190108,0.08,0.09,0.07,0.08,11592900
BEM08C1903A,20190108,0.4,0.42,0.4,0.4,2255300
BEM11C1903A,20190108,0.36,0.37,0.34,0.36,987000
BEM13C1905A,20190108,0.46,0.47,0.45,0.46,45469800
BEM13C1905B,20190108,0.16,0.16,0.16,0.16,5625900
BEM19C1901A,20190108,0.6,0.62,0.6,0.6,1593100
BEM23C1901A,20190108,0.28,0.3,0.28,0.3,350000
BEM24C1902A,20190108,0.31,0.32,0.31,0.31,412000
BEM27P1905A,20190108,0.09,0.09,0.09,0.09,260000
BEM28C1905A,20190108,0.29,0.3,0.28,0.28,13851200
BEM42C1904A,20190108,0.36,0.37,0.36,0.36,2024000
BEM42P1904A,20190108,0.04,0.04,0.04,0.04,30000
BGRI01C1901A,20190108,1.09,1.13,1.09,1.13,1020600
BGRI01C1901B,20190108,0.53,0.57,0.53,0.57,1559200
BGRI01C1903A,20190108,0.32,0.33,0.32,0.32,9418100
BGRI01C1903B,20190108,0.18,0.18,0.18,0.18,8467700
BGRI06C1903A,20190108,0.87,0.91,0.87,0.91,908000
BGRI08C1902A,20190108,0.53,0.56,0.53,0.56,1144200
BGRI08C1904A,20190108,0.18,0.18,0.17,0.17,728400
BGRI11C1909A,20190108,0.32,0.33,0.32,0.32,1919500
BGRI13C1904A,20190108,0.21,0.22,0.21,0.22,3001600
BGRI19C1901A,20190108,0.33,0.36,0.3,0.36,851800
BGRI19C1903A,20190108,0.15,0.15,0.15,0.15,1646800
BGRI24C1901A,20190108,0.26,0.31,0.26,0.31,88000
BGRI24C1902A,20190108,0.1,0.1,0.1,0.1,77000
BGRI27C1905A,20190108,0.19,0.2,0.19,0.2,6900000
BGRI28C1905A,20190108,0.21,0.21,0.21,0.21,2510800
BH01C1905A,20190108,0.3,0.32,0.3,0.31,1725800
BH01C1905B,20190108,0.23,0.25,0.23,0.24,6868100
BH01P1905A,20190108,0.63,0.64,0.61,0.61,3416400
BH08C1902A,20190108,0.27,0.31,0.27,0.29,2159100
BH11C1905A,20190108,0.49,0.52,0.48,0.51,1743500
BH13C1901A,20190108,0.2,0.23,0.19,0.21,2575700
BH13C1906A,20190108,0.77,0.8,0.75,0.78,7045700
BH19C1901A,20190108,0.19,0.22,0.18,0.2,4091300
BH27C1905A,20190108,0.17,0.18,0.17,0.17,8960000
BIG08C1906A,20190108,0.01,0.01,0.01,0.01,100000
BJC01C1906A,20190108,0.38,0.4,0.37,0.38,12884200
BJC01C1906B,20190108,0.28,0.29,0.27,0.27,2621300
BJC01P1906A,20190108,0.76,0.77,0.75,0.75,5632200
BJC06C1903A,20190108,0.1,0.1,0.1,0.1,340000
BJC08C1903A,20190108,0.04,0.04,0.04,0.04,100000
BJC11C1905A,20190108,0.1,0.1,0.1,0.1,122000
BJC13C1902A,20190108,0.02,0.02,0.02,0.02,100
BJC13C1906A,20190108,0.22,0.23,0.22,0.22,5856000
BJC19C1902A,20190108,0.03,0.03,0.03,0.03,500000
BJC27C1905A,20190108,0.13,0.13,0.13,0.13,480000
BLA13C1908A,20190108,0.23,0.24,0.23,0.24,5833100
BLA19C1906A,20190108,0.1,0.11,0.1,0.11,549000
BLA27C1905A,20190108,0.11,0.11,0.11,0.11,420000
BLA28C1906A,20190108,0.17,0.18,0.17,0.18,2074500
BLAN01C1903A,20190108,0.1,0.1,0.09,0.09,11555300
BLAN01P1903A,20190108,0.73,0.73,0.73,0.73,790200
BLAN11C1902A,20190108,0.01,0.01,0.01,0.01,600
BLAN19C1906A,20190108,0.17,0.17,0.16,0.16,918300
BPP01C1903B,20190108,0.04,0.04,0.04,0.04,200
BPP01P1903A,20190108,0.39,0.39,0.39,0.39,496400
BPP11C1910A,20190108,0.43,0.43,0.42,0.43,961000
BPP19C1903A,20190108,0.14,0.15,0.14,0.15,598300
BPP28C1904A,20190108,0.14,0.14,0.14,0.14,733000
BTS01C1903A,20190108,0.35,0.36,0.35,0.35,1053800
BTS01C1903B,20190108,0.2,0.2,0.19,0.19,36000
BTS01P1903A,20190108,0.26,0.26,0.26,0.26,426900
BTS06C1903B,20190108,9.2,9.2,9.2,9.2,60000
BTS19C1901A,20190108,0.1,0.1,0.1,0.1,300800
BTS23C1905A,20190108,1.63,1.63,1.63,1.63,600000
BTS28C1902A,20190108,0.08,0.08,0.08,0.08,469000
BTS28C1905A,20190108,0.21,0.21,0.21,0.21,1614400
CBG01C1902A,20190108,0.05,0.05,0.05,0.05,203100
CBG01C1902B,20190108,0.02,0.02,0.02,0.02,1000
CBG01P1905A,20190108,1.41,1.48,1.41,1.45,1026300
CBG06P1903A,20190108,1.69,1.76,1.69,1.72,60900
CBG11C1902A,20190108,0.01,0.01,0.01,0.01,2800
CBG13C1905A,20190108,0.17,0.17,0.16,0.16,2721000
CBG16C1912A,20190108,0.38,0.38,0.36,0.36,56900
CBG19C1906A,20190108,0.25,0.25,0.23,0.24,2217200
CBG28C1906A,20190108,0.23,0.23,0.21,0.21,1735300
CENT01C1903A,20190108,0.35,0.37,0.35,0.35,6907000
CENT01C1903B,20190108,0.18,0.2,0.18,0.19,6307700
CENT01P1903A,20190108,0.36,0.36,0.34,0.36,4919100
CENT06C1904A,20190108,0.07,0.07,0.07,0.07,1156000
CENT08C1902A,20190108,0.04,0.04,0.03,0.03,1565600
CENT11C1904A,20190108,0.05,0.05,0.05,0.05,100
CENT11C1909A,20190108,0.31,0.32,0.31,0.31,512600
CENT19C1904A,20190108,0.29,0.31,0.28,0.29,3711600
CENT27C1905A,20190108,0.27,0.29,0.27,0.27,2025000
CHG01C1903A,20190108,0.06,0.06,0.06,0.06,150000
CHG01C1903B,20190108,0.02,0.02,0.02,0.02,10000
CHG01P1903A,20190108,0.79,0.84,0.79,0.84,3103700
CHG11C1904A,20190108,0.03,0.03,0.03,0.03,40000
CHG19C1906A,20190108,0.26,0.26,0.23,0.23,2177700
CHG24C1911A,20190108,0.58,0.58,0.55,0.55,256000
CK01C1902A,20190108,0.18,0.18,0.17,0.17,120000
CK01C1902B,20190108,0.08,0.08,0.08,0.08,1000
CK01P1902A,20190108,0.28,0.29,0.28,0.29,1557500
CK08C1901A,20190108,0.02,0.02,0.02,0.02,1000000
CK19C1903A,20190108,0.13,0.13,0.13,0.13,689300
CKP01C1906A,20190108,0.27,0.27,0.27,0.27,817300
CKP01C1906B,20190108,0.19,0.19,0.19,0.19,10000
CKP08C1903A,20190108,0.71,0.71,0.71,0.71,10000
CKP08C1903B,20190108,0.1,0.1,0.1,0.1,25300
CKP13C1902A,20190108,0.64,0.64,0.64,0.64,60000
CKP13C1903A,20190108,0.38,0.38,0.38,0.38,260000
CKP13C1903B,20190108,0.09,0.09,0.09,0.09,111000
CKP19C1903A,20190108,0.13,0.13,0.13,0.13,50200
CKP27C1905A,20190108,0.17,0.17,0.16,0.16,6000000
COM706C1903A,20190108,0.02,0.02,0.01,0.01,410000
COM708C1903A,20190108,0.03,0.03,0.03,0.03,608400
COM711C1909A,20190108,0.16,0.18,0.14,0.15,11613500
COM713C1903A,20190108,0.05,0.05,0.05,0.05,200
COM713C1904A,20190108,0.04,0.05,0.04,0.05,7826700
COM719C1904A,20190108,0.05,0.06,0.04,0.06,14694900
COM724C1904A,20190108,0.02,0.02,0.02,0.02,2300600
CPAL01C1901A,20190108,0.11,0.11,0.09,0.09,11873600
CPAL01C1901B,20190108,0.01,0.01,0.01,0.01,3055000
CPAL01C1904A,20190108,0.79,0.79,0.77,0.77,10062500
CPAL01C1904B,20190108,0.49,0.49,0.46,0.46,15158400
CPAL01P1901A,20190108,1.09,1.13,1.08,1.1,4757300
CPAL01P1901B,20190108,0.11,0.13,0.1,0.11,30293200
CPAL01P1904A,20190108,0.45,0.46,0.44,0.45,11165700
CPAL01P1904B,20190108,0.2,0.2,0.19,0.2,4791200
