<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SAUCE,20190110,22.20,22.20,22.20,22.20,200
SFP,20190110,0.00,0.00,0.00,0.00,178
SNP,20190110,19.00,19.00,18.90,19.00,5100
SORKON,20190110,67.50,67.50,67.50,67.50,1000
SSC,20190110,34.50,34.50,34.00,34.00,300
SSF,20190110,0.00,0.00,0.00,0.00,6
SST,20190110,4.12,4.30,4.08,4.22,16600
TC,20190110,3.16,3.16,3.10,3.16,40100
TFG,20190110,3.08,3.18,3.04,3.12,1770000
TFMAMA,20190110,160.00,160.00,159.50,159.50,9400
TIPCO,20190110,7.45,7.50,7.45,7.50,31100
TKN,20190110,8.10,8.15,7.55,7.60,13953700
TU,20190110,17.20,17.50,17.10,17.40,13240400
TVO,20190110,26.75,27.00,26.50,26.50,905000
AFC,20190110,9.00,9.00,9.00,9.00,2200
BTNC,20190110,0.00,0.00,0.00,0.00,18
CPH,20190110,6.20,6.45,6.15,6.45,6
CPL,20190110,0.00,0.00,0.00,0.00,2
DIGI,20190110,0.20,0.20,0.20,0.20,0
ICC,20190110,0.00,0.00,0.00,0.00,39
LTX,20190110,97.25,97.75,96.00,96.00,6400
NC,20190110,0.00,0.00,0.00,0.00,15
PAF,20190110,0.80,0.83,0.80,0.81,0
PDJ,20190110,2.24,2.24,2.04,2.16,405800
PG,20190110,0.00,0.00,0.00,0.00,5
SABINA,20190110,29.00,29.00,28.50,28.50,59700
SAWANG,20190110,0.00,0.00,0.00,0.00,11
SUC,20190110,45.50,45.75,45.50,45.75,45
TNL,20190110,0.00,0.00,0.00,0.00,19
TPCORP,20190110,14.80,14.80,14.80,14.80,14
TR,20190110,43.00,43.00,43.00,43.00,43
TTI,20190110,0.00,0.00,0.00,0.00,23
TTL,20190110,0.00,0.00,0.00,0.00,0
TTTM,20190110,0.00,0.00,0.00,0.00,181
UPF,20190110,0.00,0.00,0.00,0.00,63
UT,20190110,0.00,0.00,0.00,0.00,14
WACOAL,20190110,0.00,0.00,0.00,0.00,45
ACC,20190110,0.50,0.50,0.49,0.50,0
AJA,20190110,0.21,0.23,0.20,0.23,108162900
DTCI,20190110,0.00,0.00,0.00,0.00,25
FANCY,20190110,0.77,0.77,0.76,0.77,0
KYE,20190110,390.00,390.00,385.00,385.00,385
L&E,20190110,2.66,2.66,2.58,2.62,121400
MODERN,20190110,3.72,3.72,3.70,3.70,457700
OGC,20190110,0.00,0.00,0.00,0.00,33
ROCK,20190110,15.60,17.00,15.60,17.00,10200
SIAM,20190110,2.10,2.18,2.08,2.14,449000
TSR,20190110,1.81,1.81,1.80,1.81,1
APCO,20190110,4.08,4.10,4.02,4.08,74500
DDD,20190110,18.90,18.90,18.20,18.40,1117800
JCT,20190110,0.00,0.00,0.00,0.00,84
OCC,20190110,16.50,16.50,16.50,16.50,200
S & J,20190110,0.00,0.00,0.00,0.00,23
STHAI,20190110,0.00,0.00,0.00,0.00,0
TNR,20190110,10.00,10.10,10.00,10.00,10
TOG,20190110,4.58,4.58,4.58,4.58,300
BAY,20190110,37.75,38.00,37.50,37.75,96700
BBL,20190110,207.00,209.00,205.00,205.00,3743600
CIMBT,20190110,0.78,0.79,0.77,0.77,112200
KBANK,20190110,186.50,187.00,178.50,180.00,16518900
KKP,20190110,68.00,68.25,67.25,67.75,67
KTB,20190110,20.00,20.10,19.70,19.90,20927600
LHFG,20190110,1.38,1.38,1.37,1.37,1
SCB,20190110,135.50,137.00,133.50,136.00,5137300
TCAP,20190110,51.75,52.25,51.75,52.00,52
TISCO,20190110,81.50,81.75,80.75,81.50,4054900
TMB,20190110,2.18,2.20,2.18,2.20,29162100
AEC,20190110,0.48,0.48,0.46,0.46,228200
AEONTS,20190110,189.50,191.00,183.50,185.00,627600
AMANAH,20190110,1.69,1.69,1.61,1.63,6098300
ASAP,20190110,3.34,3.38,3.26,3.32,3
ASK,20190110,24.00,24.00,23.70,23.70,151400
ASP,20190110,3.18,3.18,3.14,3.14,1379400
BFIT,20190110,18.80,19.10,18.60,18.70,18
CGH,20190110,0.98,0.99,0.96,0.96,0
CNS,20190110,2.20,2.20,2.16,2.16,2
ECL,20190110,1.81,1.84,1.79,1.79,1720800
FNS,20190110,3.62,3.62,3.58,3.58,3
FSS,20190110,1.83,1.84,1.82,1.82,105200
GBX,20190110,0.00,0.00,0.00,0.00,0
GL,20190110,6.90,6.90,6.50,6.65,7502300
IFS,20190110,3.12,3.12,3.04,3.04,38900
JMT,20190110,11.60,11.90,11.60,11.70,2894200
KCAR,20190110,10.80,10.80,10.70,10.80,10
KGI,20190110,4.38,4.40,4.36,4.38,4
KTC,20190110,31.75,32.25,30.75,31.00,11796900
MBKET,20190110,10.50,10.50,10.30,10.30,10
MFC,20190110,16.80,16.90,16.80,16.90,3100
ML,20190110,0.97,0.98,0.96,0.98,0
MTC,20190110,49.00,49.50,48.00,48.75,4421200
PE,20190110,0.20,0.21,0.20,0.21,101000
PL,20190110,3.32,3.34,3.30,3.30,3
S11,20190110,7.15,7.15,7.05,7.05,7
SAWAD,20190110,49.00,49.50,48.25,48.75,2261300
THANI,20190110,7.60,7.60,7.45,7.45,3286700
TK,20190110,8.90,8.90,8.80,8.90,8
TNITY,20190110,5.65,5.65,5.65,5.65,5
UOBKH,20190110,3.72,3.72,3.72,3.72,3
ZMICO,20190110,1.00,1.00,0.98,1.00,0
AYUD,20190110,40.25,40.50,40.25,40.50,40
BKI,20190110,328.00,329.00,328.00,329.00,328
BLA,20190110,27.25,27.75,27.00,27.50,780100
BUI,20190110,0.00,0.00,0.00,0.00,0
CHARAN,20190110,0.00,0.00,0.00,0.00,31
INSURE,20190110,0.00,0.00,0.00,0.00,30
MTI,20190110,98.50,98.50,98.50,98.50,100
NKI,20190110,61.00,61.00,61.00,61.00,2000
NSI,20190110,76.25,77.25,76.25,77.25,400
SMK,20190110,38.75,38.75,38.50,38.75,38
THRE,20190110,0.87,0.87,0.87,0.87,2500
THREL,20190110,6.55,6.60,6.55,6.55,6
TIC,20190110,33.00,33.00,33.00,33.00,500
TIP,20190110,22.60,22.70,22.60,22.70,129800
TQM,20190110,22.50,22.90,22.50,22.70,22
TSI,20190110,0.65,0.65,0.62,0.64,1132500
TVI,20190110,3.80,3.82,3.80,3.80,3
AH,20190110,19.10,19.30,19.00,19.10,19
APCS,20190110,4.62,4.90,4.62,4.84,468200
BAT-3K,20190110,0.00,0.00,0.00,0.00,230
CWT,20190110,2.72,2.74,2.68,2.68,2
EASON,20190110,2.18,2.18,2.12,2.14,2
GYT,20190110,0.00,0.00,0.00,0.00,361
HFT,20190110,2.92,2.92,2.92,2.92,2
IHL,20190110,7.60,7.65,7.55,7.65,115100
INGRS,20190110,0.55,0.55,0.54,0.55,157700
IRC,20190110,20.70,20.80,20.70,20.80,20
PCSGH,20190110,7.00,7.00,7.00,7.00,7
SAT,20190110,16.50,16.80,16.30,16.60,584000
SPG,20190110,13.00,13.10,13.00,13.10,200
STANLY,20190110,217.00,218.00,214.00,214.00,2400
TKT,20190110,0.00,0.00,0.00,0.00,1
TNPC,20190110,1.21,1.22,1.21,1.22,20700
TRU,20190110,4.68,4.72,4.68,4.72,156200
TSC,20190110,13.30,13.40,13.30,13.30,3000
YNP,20190110,0.00,0.00,0.00,0.00,0
ALLA,20190110,1.35,1.37,1.35,1.35,1
ASEFA,20190110,4.74,4.78,4.74,4.74,4
CPT,20190110,0.78,0.79,0.77,0.78,6096200
CRANE,20190110,2.06,2.06,2.02,2.02,400
CTW,20190110,8.05,8.05,7.90,8.00,7
FMT,20190110,24.80,24.80,24.80,24.80,100
HTECH,20190110,5.30,5.40,5.20,5.25,315800
KKC,20190110,1.24,1.24,1.18,1.21,152900
PK,20190110,2.30,2.36,2.26,2.30,2
SNC,20190110,13.70,13.80,13.50,13.60,190200
TCJ,20190110,5.00,5.00,4.98,4.98,5900
VARO,20190110,0.00,0.00,0.00,0.00,6
UTP,20190110,9.90,10.00,9.70,9.75,472400
BCT,20190110,44.00,44.50,44.00,44.25,3000
CMAN,20190110,2.52,2.52,2.50,2.52,156800
GC,20190110,5.00,5.00,5.00,5.00,5
GGC,20190110,10.00,10.20,9.95,9.95,9
GIFT,20190110,3.70,3.78,3.70,3.74,8800
IVL,20190110,54.50,55.00,53.50,53.75,15239600
NFC,20190110,5.70,5.90,5.55,5.55,32400
PATO,20190110,13.00,13.00,12.90,13.00,54200
PMTA,20190110,10.50,10.80,10.40,10.80,10
PTTGC,20190110,71.00,71.75,71.00,71.50,8132600
SUTHA,20190110,3.80,3.80,3.80,3.80,3
TCCC,20190110,28.50,29.00,28.50,28.75,4600
TPA,20190110,0.00,0.00,0.00,0.00,6
UP,20190110,0.00,0.00,0.00,0.00,23
VNT,20190110,20.60,20.80,20.30,20.60,20
WG,20190110,0.00,0.00,0.00,0.00,163
YCI,20190110,0.00,0.00,0.00,0.00,0
AJ,20190110,8.15,8.25,8.15,8.25,8
ALUCON,20190110,178.00,178.50,177.50,177.50,176
BGC,20190110,10.20,10.40,10.10,10.30,835500
CSC,20190110,0.00,0.00,0.00,0.00,40
NEP,20190110,0.31,0.31,0.31,0.31,0
NPPG,20190110,0.99,1.00,0.93,0.97,3756500
PTL,20190110,14.50,14.80,14.20,14.70,555000
SITHAI,20190110,1.15,1.17,1.15,1.15,1
SLP,20190110,0.84,0.84,0.81,0.81,12200
SMPC,20190110,12.00,12.10,11.90,12.00,11
SPACK,20190110,1.66,1.66,1.66,1.66,100
TCOAT,20190110,0.00,0.00,0.00,0.00,28
TFI,20190110,0.29,0.31,0.28,0.31,70900
THIP,20190110,23.40,23.40,22.90,23.10,18500
TMD,20190110,0.00,0.00,0.00,0.00,21
TOPP,20190110,0.00,0.00,0.00,0.00,191
TPBI,20190110,6.05,6.05,6.00,6.00,5
TPP,20190110,0.00,0.00,0.00,0.00,16
AMC,20190110,1.82,1.84,1.81,1.84,33500
BSBM,20190110,0.93,0.95,0.93,0.93,0
CEN,20190110,1.03,1.05,0.96,0.96,3368600
CITY,20190110,2.36,2.36,2.32,2.34,2
CSP,20190110,1.11,1.11,1.10,1.11,1
GJS,20190110,0.14,0.14,0.13,0.13,0
GSTEL,20190110,0.00,0.00,0.00,0.00,0
INOX,20190110,1.00,1.00,1.00,1.00,0
LHK,20190110,3.82,3.82,3.78,3.80,3
MAX,20190110,0.02,0.02,0.02,0.02,0
MCS,20190110,6.85,7.00,6.85,6.90,494000
MILL,20190110,1.44,1.45,1.43,1.43,1
PAP,20190110,3.46,3.46,3.38,3.44,3
PERM,20190110,1.81,1.85,1.81,1.85,1
RICH,20190110,0.00,0.00,0.00,0.00,0
SAM,20190110,0.47,0.47,0.45,0.45,310300
SMIT,20190110,5.85,5.90,5.80,5.80,105600
SSI,20190110,0.00,0.00,0.00,0.00,0
SSSC,20190110,2.74,2.74,2.72,2.74,79400
TGPRO,20190110,0.13,0.14,0.12,0.12,0
THE,20190110,1.58,1.58,1.56,1.56,83100
TIW,20190110,0.00,0.00,0.00,0.00,212
TMT,20190110,13.10,13.10,13.00,13.00,26800
TSTH,20190110,0.67,0.67,0.66,0.67,0
TWP,20190110,0.00,0.00,0.00,0.00,3
TYCN,20190110,2.66,2.68,2.58,2.68,2
CCP,20190110,0.32,0.34,0.32,0.34,1553000
COTTO,20190110,2.02,2.04,1.99,1.99,236300
DCC,20190110,2.06,2.08,2.04,2.04,2
DCON,20190110,0.50,0.50,0.49,0.49,703300
DRT,20190110,5.40,5.45,5.35,5.35,5
EPG,20190110,6.60,6.70,6.55,6.55,1847200
GEL,20190110,0.30,0.30,0.29,0.29,872300
PPP,20190110,2.58,2.58,2.54,2.58,2
Q-CON,20190110,0.00,0.00,0.00,0.00,4
RCI,20190110,3.82,3.82,3.80,3.82,3
SCC,20190110,434.00,436.00,422.00,428.00,2744500
SCCC,20190110,216.00,217.00,212.00,214.00,103500
SCP,20190110,8.50,8.55,8.45,8.45,239900
SKN,20190110,3.68,3.68,3.50,3.58,372800
TASCO,20190110,14.70,14.80,14.40,14.50,1363600
TCMC,20190110,1.58,1.60,1.55,1.57,1903700
TOA,20190110,33.25,33.50,32.75,33.50,638900
TPIPL,20190110,1.96,1.98,1.95,1.95,9261400
UMI,20190110,1.26,1.29,1.22,1.24,2764200
VNG,20190110,4.90,4.92,4.88,4.92,96300
WIIK,20190110,1.95,1.98,1.95,1.98,49500
A,20190110,6.65,6.65,6.60,6.65,58600
AMATA,20190110,21.70,21.90,21.50,21.70,10171200
AMATAV,20190110,4.44,4.44,4.42,4.44,4
ANAN,20190110,3.24,3.30,3.20,3.30,10584100
AP,20190110,6.40,6.60,6.40,6.55,14276600
APEX,20190110,0.20,0.20,0.20,0.20,0
AQ,20190110,0.02,0.03,0.02,0.03,5869300
BLAND,20190110,1.56,1.57,1.55,1.57,10949400
BROCK,20190110,2.04,2.08,2.04,2.04,4700
CGD,20190110,1.29,1.35,1.29,1.34,2976100
CI,20190110,1.22,1.22,1.22,1.22,1
CPN,20190110,75.00,75.50,74.75,75.50,3737200
ESTAR,20190110,0.53,0.53,0.52,0.53,0
EVER,20190110,0.51,0.52,0.50,0.51,0
GLAND,20190110,2.82,2.86,2.80,2.80,1215500
GOLD,20190110,6.70,6.80,6.65,6.65,6
GREEN,20190110,1.10,1.10,1.07,1.08,118600
J,20190110,1.39,1.39,1.39,1.39,300
JCK,20190110,1.51,1.53,1.50,1.52,62200
KC,20190110,0.00,0.00,0.00,0.00,0
KWG,20190110,1.81,1.89,1.81,1.88,600
LALIN,20190110,4.78,4.78,4.74,4.76,89100
LH,20190110,9.90,9.95,9.80,9.85,20994400
LPN,20190110,6.50,6.55,6.40,6.50,6
MBK,20190110,20.00,20.20,19.70,19.90,1948900
MJD,20190110,3.46,3.48,3.38,3.48,165000
MK,20190110,3.74,3.74,3.72,3.74,376600
NCH,20190110,0.87,0.87,0.85,0.87,0
NNCL,20190110,1.64,1.64,1.63,1.64,332900
NOBLE,20190110,16.00,16.10,15.90,16.10,1217300
NUSA,20190110,0.46,0.46,0.45,0.45,6637200
NVD,20190110,3.14,3.18,3.10,3.12,3
ORI,20190110,7.10,7.15,6.95,7.00,5371700
PACE,20190110,0.40,0.41,0.38,0.39,2231700
PF,20190110,0.71,0.72,0.70,0.72,2887600
PLAT,20190110,7.15,7.25,7.00,7.05,1423600
POLAR,20190110,0.00,0.00,0.00,0.00,0
PRECHA,20190110,1.60,1.60,1.57,1.59,79900
PRIN,20190110,1.57,1.59,1.57,1.58,1
PRINC,20190110,4.60,4.68,4.56,4.56,4
PSH,20190110,16.80,16.90,16.70,16.70,16
QH,20190110,2.68,2.80,2.66,2.76,73698000
RICHY,20190110,1.58,1.58,1.56,1.57,318200
RML,20190110,1.14,1.15,1.13,1.14,507100
ROJNA,20190110,4.84,4.84,4.78,4.80,4
S,20190110,3.28,3.34,3.28,3.30,11348300
SAMCO,20190110,1.72,1.75,1.72,1.74,12700
SC,20190110,2.68,2.68,2.64,2.68,4111600
SENA,20190110,3.36,3.36,3.32,3.34,3
SF,20190110,7.40,7.50,7.30,7.40,711600
SIRI,20190110,1.26,1.27,1.23,1.26,35032800
SPALI,20190110,19.00,19.10,18.80,18.90,2919500
TICON,20190110,14.90,14.90,14.70,14.70,6600
U,20190110,2.52,2.54,2.48,2.52,2
UV,20190110,6.25,6.35,6.20,6.30,2179300
WHA,20190110,4.22,4.28,4.20,4.22,46405700
WIN,20190110,0.54,0.55,0.52,0.54,477600
AIMIRT,20190110,10.30,10.30,10.30,10.30,10
AMATAR,20190110,10.90,10.90,10.90,10.90,7500
B-WORK,20190110,10.80,10.80,10.70,10.80,64700
BKKCP,20190110,12.30,12.40,12.30,12.40,25100
BOFFICE,20190110,12.70,12.80,12.70,12.70,121300
CPNCG,20190110,15.50,15.50,15.50,15.50,15
CPNREIT,20190110,26.25,26.50,26.25,26.25,26
CPTGF,20190110,0.00,0.00,0.00,0.00,12
CRYSTAL,20190110,9.80,9.80,9.75,9.80,9
CTARAF,20190110,4.70,4.72,4.62,4.66,17700
DREIT,20190110,5.00,5.00,5.00,5.00,200000
ERWPF,20190110,5.30,5.30,5.30,5.30,5
FUTUREPF,20190110,22.80,22.80,22.80,22.80,2000
GAHREIT,20190110,0.00,0.00,0.00,0.00,9
GLANDRT,20190110,11.80,11.80,11.80,11.80,10000
GOLDPF,20190110,7.20,7.20,7.20,7.20,100
GVREIT,20190110,14.70,14.70,14.60,14.70,14
HPF,20190110,5.10,5.15,5.10,5.15,5
HREIT,20190110,6.70,6.75,6.70,6.75,6
IMPACT,20190110,19.50,19.60,19.50,19.50,19
KPNPF,20190110,8.80,8.80,8.80,8.80,500
LHHOTEL,20190110,16.20,16.20,16.10,16.10,16
LHPF,20190110,8.15,8.15,8.15,8.15,8
LHSC,20190110,16.30,16.30,16.30,16.30,16
LUXF,20190110,8.60,8.60,8.50,8.55,30100
M-II,20190110,8.60,8.60,8.60,8.60,200
M-PAT,20190110,9.65,9.80,9.65,9.80,9
M-STOR,20190110,7.60,7.60,7.60,7.60,7
MIPF,20190110,0.00,0.00,0.00,0.00,0
MIT,20190110,0.00,0.00,0.00,0.00,4
MJLF,20190110,12.50,12.50,12.40,12.40,12
MNIT,20190110,0.00,0.00,0.00,0.00,1
MNIT2,20190110,0.00,0.00,0.00,0.00,4
MNRF,20190110,3.36,3.36,3.30,3.30,3
MONTRI,20190110,0.00,0.00,0.00,0.00,5
POPF,20190110,13.30,13.30,13.30,13.30,13
PPF,20190110,0.00,0.00,0.00,0.00,11
QHHR,20190110,8.45,8.45,8.45,8.45,8
QHOP,20190110,0.00,0.00,0.00,0.00,3
QHPF,20190110,13.30,13.30,13.20,13.20,13
SBPF,20190110,2.80,2.80,2.80,2.80,2
SHREIT,20190110,8.75,9.00,8.75,8.95,27700
SIRIP,20190110,0.00,0.00,0.00,0.00,11
SPF,20190110,23.30,23.30,23.10,23.20,23
SRIPANWA,20190110,10.80,10.80,10.80,10.80,10
SSPF,20190110,9.25,9.25,9.25,9.25,9
SSTPF,20190110,0.00,0.00,0.00,0.00,6
SSTRT,20190110,5.95,6.00,5.90,6.00,5
TIF1,20190110,8.75,8.75,8.70,8.70,3700
TLGF,20190110,19.20,19.30,19.10,19.20,19
TLHPF,20190110,10.80,10.90,10.80,10.90,16000
TNPF,20190110,0.00,0.00,0.00,0.00,3
TPRIME,20190110,12.80,12.80,12.80,12.80,2000
TREIT,20190110,11.60,11.70,11.60,11.70,469800
TTLPF,20190110,0.00,0.00,0.00,0.00,21
TU-PF,20190110,0.00,0.00,0.00,0.00,1
URBNPF,20190110,4.50,4.50,4.50,4.50,14400
WHABT,20190110,10.00,10.00,10.00,10.00,100
WHART,20190110,10.80,11.00,10.80,11.00,329100
BJCHI,20190110,1.88,1.92,1.88,1.90,99600
CK,20190110,25.25,25.25,24.80,24.90,4168000
CNT,20190110,2.04,2.08,2.02,2.02,58700
EMC,20190110,0.27,0.28,0.26,0.28,0
ITD,20190110,2.24,2.26,2.22,2.22,2
NWR,20190110,0.77,0.78,0.76,0.76,2811000
PAE,20190110,0.00,0.00,0.00,0.00,0
PLE,20190110,1.10,1.12,1.10,1.10,1
PREB,20190110,9.40,9.55,9.40,9.50,9
PYLON,20190110,7.05,7.10,6.90,7.00,433800
SEAFCO,20190110,8.65,8.70,8.50,8.55,2233600
SQ,20190110,2.12,2.12,2.08,2.10,802300
SRICHA,20190110,10.90,11.00,10.80,10.90,10
STEC,20190110,21.20,21.40,20.70,20.90,10834400
STPI,20190110,4.22,4.24,4.16,4.20,844300
SYNTEC,20190110,2.80,2.80,2.76,2.78,2
TPOLY,20190110,2.66,2.74,2.64,2.70,2
TRC,20190110,0.43,0.44,0.42,0.42,0
TTCL,20190110,6.70,6.75,6.55,6.55,207500
UNIQ,20190110,9.60,9.75,9.50,9.50,1763800
ABPIF,20190110,6.45,6.55,6.40,6.45,315700
AI,20190110,0.00,0.00,0.00,0.00,0
AKR,20190110,0.81,0.81,0.79,0.81,0
BAFS,20190110,32.75,33.00,32.50,32.50,32
BANPU,20190110,16.20,16.40,16.10,16.30,18761800
BCP,20190110,33.00,33.50,32.50,33.00,32
BCPG,20190110,15.90,16.30,15.90,16.10,5370900
BGRIM,20190110,28.00,28.50,27.50,28.00,4688400
BPP,20190110,22.10,22.40,22.00,22.20,1083300
BRRGIF,20190110,9.95,9.95,9.95,9.95,9
CKP,20190110,5.10,5.10,4.96,4.98,64713700
DEMCO,20190110,2.94,3.02,2.90,2.90,994300
EA,20190110,45.00,45.75,44.75,45.50,10884300
EARTH,20190110,0.00,0.00,0.00,0.00,0
EASTW,20190110,10.80,10.80,10.70,10.80,217500
EGATIF,20190110,11.30,11.30,11.20,11.30,4043900
EGCO,20190110,248.00,250.00,248.00,250.00,361100
ESSO,20190110,11.40,11.50,11.10,11.20,10116100
GLOW,20190110,88.50,89.00,88.25,89.00,1469700
GPSC,20190110,57.00,57.25,56.50,57.00,56
GULF,20190110,85.25,85.75,83.25,83.75,7099600
GUNKUL,20190110,2.98,3.00,2.92,2.96,8546000
IEC,20190110,0.00,0.00,0.00,0.00,0
IFEC,20190110,0.00,0.00,0.00,0.00,0
IRPC,20190110,5.95,5.95,5.80,5.85,56748600
LANNA,20190110,11.70,11.70,11.50,11.50,45800
MDX,20190110,3.76,3.78,3.74,3.74,11700
PTG,20190110,9.35,9.80,9.35,9.60,25551100
PTT,20190110,48.25,49.00,48.00,48.75,70224300
PTTEP,20190110,122.00,123.50,121.50,122.50,8901500
RATCH,20190110,51.25,51.50,50.75,51.50,1048800
RPC,20190110,0.40,0.40,0.39,0.39,162500
SCG,20190110,4.44,4.44,4.44,4.44,10000
SCI,20190110,2.34,2.38,2.34,2.34,2
SCN,20190110,3.96,3.96,3.86,3.88,699500
SGP,20190110,9.40,9.50,9.25,9.50,8908200
SKE,20190110,1.01,1.09,0.95,0.97,7980700
SOLAR,20190110,2.14,2.14,2.08,2.10,1322600
SPCG,20190110,18.70,19.10,18.60,18.90,754300
SPRC,20190110,10.50,10.60,10.20,10.60,19473400
SUPER,20190110,0.54,0.55,0.53,0.53,0
SUSCO,20190110,2.52,2.52,2.48,2.52,574400
TAE,20190110,2.06,2.06,2.04,2.04,128500
TCC,20190110,0.39,0.40,0.38,0.39,0
TOP,20190110,69.50,70.50,68.75,69.75,69
TPIPP,20190110,5.85,5.90,5.75,5.80,5
TTW,20190110,12.50,12.60,12.30,12.30,6967200
WHAUP,20190110,5.70,5.75,5.65,5.65,1261400
WP,20190110,5.55,5.60,5.35,5.35,1572300
PDI,20190110,12.30,12.30,12.20,12.20,18900
THL,20190110,0.00,0.00,0.00,0.00,0
BEAUTY,20190110,6.85,6.90,6.50,6.60,148202800
BIG,20190110,1.24,1.25,1.22,1.22,808800
BJC,20190110,48.25,48.75,47.25,48.25,48
COL,20190110,21.70,21.90,21.70,21.80,51100
CPALL,20190110,13.70,13.80,12.60,12.70,18744300
CSS,20190110,72.75,74.00,72.75,74.00,47900800
FN,20190110,1.88,1.90,1.88,1.89,1
FTE,20190110,1.46,1.70,1.44,1.56,8723700
GLOBAL,20190110,2.06,2.06,2.04,2.06,2
HMPRO,20190110,17.70,18.00,17.60,18.00,4812200
IT,20190110,14.90,15.00,14.50,14.70,30225200
KAMART,20190110,3.34,3.38,3.34,3.36,122600
LOXLEY,20190110,3.54,3.54,3.40,3.46,962300
MAKRO,20190110,1.68,1.70,1.67,1.70,608600
MC,20190110,33.50,33.50,33.00,33.00,426500
MEGA,20190110,10.70,10.70,10.60,10.70,335500
MIDA,20190110,29.50,29.75,29.25,29.50,29
ROBINS,20190110,0.58,0.58,0.58,0.58,0
RSP,20190110,65.25,68.00,65.25,67.25,1946400
SINGER,20190110,3.68,3.70,3.50,3.68,181700
SPC,20190110,6.60,6.65,6.30,6.30,163100
SPI,20190110,53.50,53.50,53.50,53.50,100
AHC,20190110,17.00,17.00,16.00,16.40,34500
BCH,20190110,15.50,15.70,14.90,15.60,64753700
BDMS,20190110,22.10,22.80,21.80,22.80,266225100
BH,20190110,172.00,173.00,168.50,172.00,11793700
CHG,20190110,1.82,1.82,1.77,1.81,108952100
CMR,20190110,2.48,2.48,2.38,2.38,105200
EKH,20190110,5.55,5.55,5.10,5.20,2314100
KDH,20190110,93.00,93.75,93.00,93.75,3700
LPH,20190110,5.50,5.55,5.30,5.50,676800
M-CHAI,20190110,178.00,190.00,176.00,190.00,1900
NEW,20190110,0.00,0.00,0.00,0.00,58
NTV,20190110,55.00,55.00,53.25,53.50,71300
PR9,20190110,11.00,11.20,10.60,10.80,2476000
RAM,20190110,2700.00,2700.00,2700.00,2700.00,2650
RJH,20190110,19.20,19.20,18.10,18.30,2373300
RPH,20190110,4.90,4.92,4.84,4.88,370400
SKR,20190110,3.96,3.98,3.92,3.96,3
SVH,20190110,422.00,426.00,420.00,420.00,5700
THG,20190110,32.50,32.75,32.25,32.50,830800
VIBHA,20190110,2.00,2.02,1.98,2.00,3610500
VIH,20190110,6.55,6.55,6.40,6.50,460000
WPH,20190110,2.38,2.46,2.38,2.42,396400
AMARIN,20190110,5.00,5.00,4.98,4.98,175600
AQUA,20190110,0.40,0.41,0.39,0.40,0
AS,20190110,0.79,0.79,0.76,0.78,0
BEC,20190110,4.82,4.96,4.82,4.82,11897300
EPCO,20190110,2.72,2.74,2.70,2.70,863500
FE,20190110,172.00,172.00,172.00,172.00,173
GPI,20190110,2.18,2.20,2.18,2.20,2
GRAMMY,20190110,5.85,5.85,5.75,5.75,78900
MACO,20190110,1.58,1.59,1.55,1.56,46428000
MAJOR,20190110,21.00,21.50,21.00,21.40,1815700
